elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.069,edge3-edge3-api-1,0.02,334.3MiB,2.5GiB,13.06
0.143,edge3-edge3-mysql-1,0.03,376.3MiB,1GiB,36.75
0.217,edge3-edge3-minio-1,0.00,216MiB,2GiB,10.55
0.295,edge2-edge2-api-1,0.03,397.5MiB,2.5GiB,15.53
0.373,edge2-edge2-mysql-1,0.03,376.3MiB,1GiB,36.75
0.460,edge2-edge2-minio-1,0.00,208.9MiB,2GiB,10.20
0.541,edge1-edge1-api-1,0.03,359.9MiB,2.5GiB,14.06
0.615,edge1-edge1-minio-1,0.00,211.9MiB,2GiB,10.34
0.695,edge1-edge1-mysql-1,0.03,376.3MiB,1GiB,36.75
0.772,cloud_api_poc1,0.02,55.68MiB,2GiB,2.72
0.846,cloud_minio_poc1,0.00,214.3MiB,1GiB,20.93
0.920,cloud_mysql_poc1,0.47,367.8MiB,512MiB,71.83
1.069,edge3-edge3-mysql-1,0.03,376.3MiB,1GiB,36.75 
1.143,edge3-edge3-minio-1,0.00,216MiB,2GiB,10.55 
1.217,edge2-edge2-api-1,0.03,397.5MiB,2.5GiB,15.53 
1.291,edge2-edge2-mysql-1,0.03,376.3MiB,1GiB,36.75 
1.363,edge2-edge2-minio-1,0.00,208.9MiB,2GiB,10.20 
1.440,edge1-edge1-api-1,0.03,359.9MiB,2.5GiB,14.06 
1.517,edge1-edge1-minio-1,0.00,211.9MiB,2GiB,10.34 
1.592,edge1-edge1-mysql-1,0.03,376.3MiB,1GiB,36.75 
1.665,cloud_api_poc1,0.02,55.68MiB,2GiB,2.72 
1.737,cloud_minio_poc1,0.00,214.3MiB,1GiB,20.93 
1.810,cloud_mysql_poc1,0.47,367.8MiB,512MiB,71.83 
1.884, ,,,,
1.957,edge3-edge3-api-1,0.02,334.3MiB,2.5GiB,13.06
2.030,edge3-edge3-mysql-1,0.03,376.3MiB,1GiB,36.75
2.103,edge3-edge3-minio-1,0.00,216MiB,2GiB,10.55
2.175,edge2-edge2-api-1,0.03,397.5MiB,2.5GiB,15.53
2.247,edge2-edge2-mysql-1,0.03,376.3MiB,1GiB,36.75
2.325,edge2-edge2-minio-1,0.00,208.9MiB,2GiB,10.20
2.403,edge1-edge1-api-1,0.03,359.9MiB,2.5GiB,14.06
2.477,edge1-edge1-minio-1,0.00,211.9MiB,2GiB,10.34
2.554,edge1-edge1-mysql-1,0.03,376.3MiB,1GiB,36.75
2.627,cloud_api_poc1,0.02,55.68MiB,2GiB,2.72
2.700,cloud_minio_poc1,0.00,214.3MiB,1GiB,20.93
2.774,cloud_mysql_poc1,0.47,367.8MiB,512MiB,71.83
2.847,edge3-edge3-api-1,0.02,334.3MiB,2.5GiB,13.06 
3.061,edge2-edge2-api-1,0.03,397.5MiB,2.5GiB,15.53 
3.136,edge2-edge2-mysql-1,0.03,376.3MiB,1GiB,36.75 
3.214,edge2-edge2-minio-1,0.00,208.9MiB,2GiB,10.20 
3.286,edge1-edge1-api-1,0.03,359.9MiB,2.5GiB,14.06 
3.358,edge1-edge1-minio-1,0.00,211.9MiB,2GiB,10.34 
3.436,edge1-edge1-mysql-1,0.03,376.3MiB,1GiB,36.75 
3.510,cloud_api_poc1,0.02,55.68MiB,2GiB,2.72 
3.584,cloud_minio_poc1,0.00,214.3MiB,1GiB,20.93 
3.657,cloud_mysql_poc1,0.47,367.8MiB,512MiB,71.83 
3.730, ,,,,
3.803,edge3-edge3-api-1,7.43,334.4MiB,2.5GiB,13.06
3.878,edge3-edge3-mysql-1,1.07,376.3MiB,1GiB,36.75
3.952,edge3-edge3-minio-1,0.64,215.8MiB,2GiB,10.54
4.025,edge2-edge2-api-1,7.61,398.9MiB,2.5GiB,15.58
4.099,edge2-edge2-mysql-1,0.26,376.3MiB,1GiB,36.75
4.173,edge2-edge2-minio-1,0.65,208.9MiB,2GiB,10.20
4.246,edge1-edge1-api-1,8.14,360.8MiB,2.5GiB,14.10
4.320,edge1-edge1-minio-1,0.72,211.9MiB,2GiB,10.35
4.395,edge1-edge1-mysql-1,0.29,376.3MiB,1GiB,36.75
4.470,cloud_api_poc1,12.94,56.45MiB,2GiB,2.76
4.545,cloud_minio_poc1,2.04,214.4MiB,1GiB,20.94
4.618,cloud_mysql_poc1,0.30,367.8MiB,512MiB,71.83
4.690,edge3-edge3-api-1,7.43,334.4MiB,2.5GiB,13.06 
4.764,edge3-edge3-mysql-1,1.07,376.3MiB,1GiB,36.75 
4.837,edge3-edge3-minio-1,0.64,215.8MiB,2GiB,10.54 
5.002,edge2-edge2-mysql-1,0.26,376.3MiB,1GiB,36.75 
5.075,edge2-edge2-minio-1,0.65,208.9MiB,2GiB,10.20 
5.149,edge1-edge1-api-1,8.14,360.8MiB,2.5GiB,14.10 
