elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.113,edge1-edge1-api-1,0.43,964.2MiB,9.5GiB,9.91
0.226,edge1-edge1-minio-1,0.02,252.5MiB,7GiB,3.52
0.355,edge1-edge1-mysql-1,0.52,378.8MiB,3.5GiB,10.57
0.809, ,,,,
1.087,edge1-edge1-minio-1,0.02,252.5MiB,7GiB,3.52
1.192,edge1-edge1-mysql-1,0.52,378.8MiB,3.5GiB,10.57
1.315,edge1-edge1-api-1,0.43,964.2MiB,9.5GiB,9.91 
1.676, ,,,,
2.025,edge1-edge1-mysql-1,0.42,378.8MiB,3.5GiB,10.57
2.136,edge1-edge1-api-1,188.30,978.8MiB,9.5GiB,10.06 
2.239,edge1-edge1-minio-1,19.78,345.1MiB,7GiB,4.81 
2.457, ,,,,
3.024,edge1-edge1-minio-1,19.78,345.1MiB,7GiB,4.81 
3.143,edge1-edge1-mysql-1,0.42,378.8MiB,3.5GiB,10.57 
3.297, ,,,,
3.444,edge1-edge1-api-1,180.58,987.9MiB,9.5GiB,10.16
4.076,edge1-edge1-mysql-1,0.47,378.8MiB,3.5GiB,10.57 
4.201, ,,,,
4.317,edge1-edge1-api-1,180.58,987.9MiB,9.5GiB,10.16
4.434,edge1-edge1-minio-1,24.65,349.3MiB,7GiB,4.87
5.016, ,,,,
5.137,edge1-edge1-api-1,166.80,990.5MiB,9.5GiB,10.18
5.246,edge1-edge1-minio-1,21.80,357.6MiB,7GiB,4.99
5.371,edge1-edge1-mysql-1,1.40,378.8MiB,3.5GiB,10.57
6.058,edge1-edge1-minio-1,21.80,357.6MiB,7GiB,4.99
6.169,edge1-edge1-mysql-1,1.40,378.8MiB,3.5GiB,10.57
6.274,edge1-edge1-api-1,166.80,990.5MiB,9.5GiB,10.18 
6.602, ,,,,
7.010,edge1-edge1-mysql-1,0.53,378.8MiB,3.5GiB,10.57
7.154,edge1-edge1-api-1,161.59,989.3MiB,9.5GiB,10.17 
7.277,edge1-edge1-minio-1,19.69,358.3MiB,7GiB,5.00 
7.521, ,,,,
8.088,edge1-edge1-minio-1,19.69,358.3MiB,7GiB,5.00 
8.214,edge1-edge1-mysql-1,0.53,378.8MiB,3.5GiB,10.57 
8.331, ,,,,
8.453,edge1-edge1-api-1,189.38,989.4MiB,9.5GiB,10.17
9.050,edge1-edge1-mysql-1,0.51,378.8MiB,3.5GiB,10.57 
9.196, ,,,,
9.359,edge1-edge1-api-1,189.38,989.4MiB,9.5GiB,10.17
9.488,edge1-edge1-minio-1,23.38,358.3MiB,7GiB,5.00
10.102, ,,,,
10.209,edge1-edge1-api-1,173.30,989.9MiB,9.5GiB,10.18
10.324,edge1-edge1-minio-1,21.21,401.7MiB,7GiB,5.60
10.436,edge1-edge1-mysql-1,0.43,378.8MiB,3.5GiB,10.57
11.076,edge1-edge1-api-1,173.30,989.9MiB,9.5GiB,10.18
11.200,edge1-edge1-minio-1,21.21,401.7MiB,7GiB,5.60
11.326,edge1-edge1-mysql-1,0.43,378.8MiB,3.5GiB,10.57
11.790, ,,,,
12.010,edge1-edge1-minio-1,17.74,400.2MiB,7GiB,5.58
12.115,edge1-edge1-mysql-1,0.43,378.8MiB,3.5GiB,10.57
12.221,edge1-edge1-api-1,157.64,989.6MiB,9.5GiB,10.17 
12.544, ,,,,
13.111,edge1-edge1-minio-1,17.74,400.2MiB,7GiB,5.58 
13.215,edge1-edge1-mysql-1,0.43,378.8MiB,3.5GiB,10.57 
13.336, ,,,,
13.450,edge1-edge1-api-1,181.90,989.9MiB,9.5GiB,10.18
14.010,edge1-edge1-mysql-1,1.29,378.8MiB,3.5GiB,10.57 
14.116, ,,,,
14.228,edge1-edge1-api-1,181.90,989.9MiB,9.5GiB,10.18
14.337,edge1-edge1-minio-1,19.36,402.3MiB,7GiB,5.61
15.102,edge1-edge1-minio-1,21.39,404.7MiB,7GiB,5.65
15.206,edge1-edge1-mysql-1,0.43,378.8MiB,3.5GiB,10.57
15.316,edge1-edge1-api-1,187.59,992.4MiB,9.5GiB,10.20 
15.635, ,,,,
16.075,edge1-edge1-api-1,187.59,992.4MiB,9.5GiB,10.20 
16.187,edge1-edge1-minio-1,21.39,404.7MiB,7GiB,5.65 
16.297,edge1-edge1-mysql-1,0.43,378.8MiB,3.5GiB,10.57 
16.409, ,,,,
17.072,edge1-edge1-mysql-1,0.40,378.8MiB,3.5GiB,10.57 
17.184, ,,,,
17.304,edge1-edge1-api-1,181.93,993MiB,9.5GiB,10.21
17.417,edge1-edge1-minio-1,21.24,404.6MiB,7GiB,5.65
18.087,edge1-edge1-api-1,169.46,999.3MiB,9.5GiB,10.27
18.201,edge1-edge1-minio-1,20.95,410.6MiB,7GiB,5.73
18.311,edge1-edge1-mysql-1,0.43,378.8MiB,3.5GiB,10.57
18.812, ,,,,
19.043,edge1-edge1-minio-1,20.95,410.6MiB,7GiB,5.73
19.188,edge1-edge1-mysql-1,0.43,378.8MiB,3.5GiB,10.57
19.340,edge1-edge1-api-1,169.46,999.3MiB,9.5GiB,10.27 
19.680, ,,,,
20.050,edge1-edge1-mysql-1,0.47,378.8MiB,3.5GiB,10.57
20.169,edge1-edge1-api-1,214.87,996.9MiB,9.5GiB,10.25 
20.288,edge1-edge1-minio-1,21.20,410.8MiB,7GiB,5.73 
20.524, ,,,,
21.073,edge1-edge1-api-1,214.87,996.9MiB,9.5GiB,10.25 
21.211,edge1-edge1-minio-1,21.20,410.8MiB,7GiB,5.73 
21.324,edge1-edge1-mysql-1,0.47,378.8MiB,3.5GiB,10.57 
21.434, ,,,,
22.114,edge1-edge1-mysql-1,1.48,378.8MiB,3.5GiB,10.57 
22.230, ,,,,
22.339,edge1-edge1-api-1,156.05,996.7MiB,9.5GiB,10.25
22.455,edge1-edge1-minio-1,20.18,412.8MiB,7GiB,5.76
23.016, ,,,,
23.146,edge1-edge1-api-1,204.19,998.4MiB,9.5GiB,10.26
23.275,edge1-edge1-minio-1,21.15,413MiB,7GiB,5.76
23.391,edge1-edge1-mysql-1,0.64,378.8MiB,3.5GiB,10.57
24.078,edge1-edge1-minio-1,21.15,413MiB,7GiB,5.76
24.199,edge1-edge1-mysql-1,0.64,378.8MiB,3.5GiB,10.57
24.315,edge1-edge1-api-1,204.19,998.4MiB,9.5GiB,10.26 
24.667, ,,,,
25.023,edge1-edge1-mysql-1,0.45,378.8MiB,3.5GiB,10.57
25.139,edge1-edge1-api-1,160.60,998.7MiB,9.5GiB,10.27 
25.253,edge1-edge1-minio-1,20.27,412.8MiB,7GiB,5.76 
25.476, ,,,,
26.075,edge1-edge1-minio-1,20.27,412.8MiB,7GiB,5.76 
