elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.129,edge1-edge1-api-1,86.93,1.077GiB,9.5GiB,11.34
0.278,edge1-edge1-minio-1,0.02,263.9MiB,7GiB,3.68
0.417,edge1-edge1-mysql-1,1.81,378.9MiB,3.5GiB,10.57
0.979, ,,,,
1.122,edge1-edge1-api-1,86.93,1.077GiB,9.5GiB,11.34
1.248,edge1-edge1-minio-1,0.02,263.9MiB,7GiB,3.68
1.385,edge1-edge1-mysql-1,1.81,378.9MiB,3.5GiB,10.57
1.894, ,,,,
2.025,edge1-edge1-api-1,231.12,1.092GiB,9.5GiB,11.49
2.182,edge1-edge1-minio-1,24.87,373.3MiB,7GiB,5.21
2.332,edge1-edge1-mysql-1,0.42,378.9MiB,3.5GiB,10.57
2.899, ,,,,
3.042,edge1-edge1-api-1,231.12,1.092GiB,9.5GiB,11.49
3.173,edge1-edge1-minio-1,24.87,373.3MiB,7GiB,5.21
3.288,edge1-edge1-mysql-1,0.42,378.9MiB,3.5GiB,10.57
3.828, ,,,,
4.010,edge1-edge1-api-1,242.17,1.105GiB,9.5GiB,11.63
4.156,edge1-edge1-minio-1,29.21,398.8MiB,7GiB,5.56
4.297,edge1-edge1-mysql-1,0.45,378.9MiB,3.5GiB,10.57
4.816, ,,,,
5.094,edge1-edge1-minio-1,29.21,398.8MiB,7GiB,5.56
5.261,edge1-edge1-mysql-1,0.45,378.9MiB,3.5GiB,10.57
5.397,edge1-edge1-api-1,242.17,1.105GiB,9.5GiB,11.63 
5.766, ,,,,
6.042,edge1-edge1-minio-1,30.85,402.7MiB,7GiB,5.62
6.158,edge1-edge1-mysql-1,0.45,378.9MiB,3.5GiB,10.57
6.292,edge1-edge1-api-1,261.94,1.107GiB,9.5GiB,11.65 
6.690, ,,,,
7.078,edge1-edge1-mysql-1,0.45,378.9MiB,3.5GiB,10.57
7.204,edge1-edge1-api-1,261.94,1.107GiB,9.5GiB,11.65 
7.343,edge1-edge1-minio-1,30.85,402.7MiB,7GiB,5.62 
7.611, ,,,,
8.008,edge1-edge1-mysql-1,0.46,378.9MiB,3.5GiB,10.57
8.136,edge1-edge1-api-1,236.63,1.103GiB,9.5GiB,11.61 
8.259,edge1-edge1-minio-1,23.79,402.3MiB,7GiB,5.61 
8.511, ,,,,
9.029,edge1-edge1-api-1,236.63,1.103GiB,9.5GiB,11.61 
9.178,edge1-edge1-minio-1,23.79,402.3MiB,7GiB,5.61 
9.310,edge1-edge1-mysql-1,0.46,378.9MiB,3.5GiB,10.57 
9.436, ,,,,
10.095,edge1-edge1-minio-1,27.53,402.2MiB,7GiB,5.61 
10.229,edge1-edge1-mysql-1,1.31,378.9MiB,3.5GiB,10.57 
10.372, ,,,,
10.514,edge1-edge1-api-1,219.35,1.103GiB,9.5GiB,11.61
11.037,edge1-edge1-minio-1,27.53,402.2MiB,7GiB,5.61 
11.186,edge1-edge1-mysql-1,1.31,378.9MiB,3.5GiB,10.57 
11.329, ,,,,
11.465,edge1-edge1-api-1,227.20,1.104GiB,9.5GiB,11.62
12.004,edge1-edge1-minio-1,23.00,402.3MiB,7GiB,5.61 
12.177,edge1-edge1-mysql-1,0.48,378.9MiB,3.5GiB,10.57 
12.331, ,,,,
12.493,edge1-edge1-api-1,227.20,1.104GiB,9.5GiB,11.62
13.062,edge1-edge1-minio-1,23.00,402.3MiB,7GiB,5.61 
13.201,edge1-edge1-mysql-1,0.48,378.9MiB,3.5GiB,10.57 
13.340, ,,,,
13.474,edge1-edge1-api-1,251.78,1.105GiB,9.5GiB,11.64
14.071,edge1-edge1-minio-1,33.97,404.8MiB,7GiB,5.65 
14.224,edge1-edge1-mysql-1,0.54,378.9MiB,3.5GiB,10.57 
14.361, ,,,,
14.521,edge1-edge1-api-1,251.78,1.105GiB,9.5GiB,11.64
15.094,edge1-edge1-minio-1,33.97,404.8MiB,7GiB,5.65 
15.233,edge1-edge1-mysql-1,0.54,378.9MiB,3.5GiB,10.57 
15.374, ,,,,
15.505,edge1-edge1-api-1,236.88,1.105GiB,9.5GiB,11.63
16.030,edge1-edge1-minio-1,28.89,418.9MiB,7GiB,5.84 
16.151,edge1-edge1-mysql-1,0.67,378.9MiB,3.5GiB,10.57 
16.280, ,,,,
16.439,edge1-edge1-api-1,236.88,1.105GiB,9.5GiB,11.63
17.017,edge1-edge1-minio-1,28.89,418.9MiB,7GiB,5.84 
17.161,edge1-edge1-mysql-1,0.67,378.9MiB,3.5GiB,10.57 
17.303, ,,,,
17.460,edge1-edge1-api-1,226.78,1.106GiB,9.5GiB,11.64
18.000,edge1-edge1-minio-1,24.19,419.1MiB,7GiB,5.85 
18.135,edge1-edge1-mysql-1,0.42,378.9MiB,3.5GiB,10.57 
18.267, ,,,,
18.401,edge1-edge1-api-1,226.78,1.106GiB,9.5GiB,11.64
19.067,edge1-edge1-mysql-1,0.42,378.9MiB,3.5GiB,10.57 
19.230, ,,,,
19.373,edge1-edge1-api-1,214.03,1.107GiB,9.5GiB,11.65
19.517,edge1-edge1-minio-1,26.22,419.5MiB,7GiB,5.85
20.078,edge1-edge1-mysql-1,1.89,378.9MiB,3.5GiB,10.57 
20.218, ,,,,
20.343,edge1-edge1-api-1,214.03,1.107GiB,9.5GiB,11.65
20.477,edge1-edge1-minio-1,26.22,419.5MiB,7GiB,5.85
21.035,edge1-edge1-mysql-1,1.89,378.9MiB,3.5GiB,10.57 
21.186, ,,,,
21.334,edge1-edge1-api-1,292.02,1.109GiB,9.5GiB,11.67
21.482,edge1-edge1-minio-1,28.32,419.2MiB,7GiB,5.85
22.059,edge1-edge1-mysql-1,0.66,378.9MiB,3.5GiB,10.57 
22.219, ,,,,
22.366,edge1-edge1-api-1,292.02,1.109GiB,9.5GiB,11.67
22.510,edge1-edge1-minio-1,28.32,419.2MiB,7GiB,5.85
23.092,edge1-edge1-mysql-1,0.66,378.9MiB,3.5GiB,10.57 
23.243, ,,,,
23.400,edge1-edge1-api-1,255.27,1.124GiB,9.5GiB,11.84
23.554,edge1-edge1-minio-1,29.43,425.8MiB,7GiB,5.94
24.132,edge1-edge1-mysql-1,0.86,378.9MiB,3.5GiB,10.57 
24.280, ,,,,
24.407,edge1-edge1-api-1,255.27,1.124GiB,9.5GiB,11.84
24.539,edge1-edge1-minio-1,29.43,425.8MiB,7GiB,5.94
25.139,edge1-edge1-mysql-1,0.86,378.9MiB,3.5GiB,10.57 
25.288, ,,,,
25.448,edge1-edge1-api-1,293.94,1.127GiB,9.5GiB,11.86
25.582,edge1-edge1-minio-1,30.46,426MiB,7GiB,5.94
26.018,edge1-edge1-minio-1,30.46,426MiB,7GiB,5.94 
26.154,edge1-edge1-mysql-1,0.42,378.9MiB,3.5GiB,10.57 
26.280, ,,,,
26.409,edge1-edge1-api-1,293.94,1.127GiB,9.5GiB,11.86
27.100,edge1-edge1-mysql-1,0.42,378.9MiB,3.5GiB,10.57 
27.227, ,,,,
