elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.079,edge3-edge3-api-1,0.01,392.3MiB,2.5GiB,15.33
0.156,edge3-edge3-minio-1,0.00,230.5MiB,2GiB,11.26
0.235,edge3-edge3-mysql-1,0.02,376.3MiB,1GiB,36.75
0.317,edge2-edge2-api-1,0.02,386.1MiB,2.5GiB,15.08
0.394,edge2-edge2-mysql-1,0.02,378.3MiB,1GiB,36.95
0.471,edge2-edge2-minio-1,0.12,228.9MiB,2GiB,11.18
0.547,edge1-edge1-api-1,0.02,345.9MiB,2.5GiB,13.51
0.628,edge1-edge1-minio-1,0.00,228.2MiB,2GiB,11.14
0.711,edge1-edge1-mysql-1,0.02,378.3MiB,1GiB,36.95
0.812,cloud_api_poc1,0.01,55.96MiB,2GiB,2.73
0.908,cloud_minio_poc1,0.00,238.4MiB,1GiB,23.28
0.992,cloud_mysql_poc1,0.02,367.8MiB,512MiB,71.84
1.069,edge3-edge3-api-1,0.01,392.3MiB,2.5GiB,15.33 
1.154,edge3-edge3-minio-1,0.00,230.5MiB,2GiB,11.26 
1.235,edge3-edge3-mysql-1,0.02,376.3MiB,1GiB,36.75 
1.315,edge2-edge2-api-1,0.02,386.1MiB,2.5GiB,15.08 
1.392,edge2-edge2-mysql-1,0.02,378.3MiB,1GiB,36.95 
1.471,edge2-edge2-minio-1,0.12,228.9MiB,2GiB,11.18 
1.551,edge1-edge1-api-1,0.02,345.9MiB,2.5GiB,13.51 
1.632,edge1-edge1-minio-1,0.00,228.2MiB,2GiB,11.14 
1.719,edge1-edge1-mysql-1,0.02,378.3MiB,1GiB,36.95 
1.807,cloud_api_poc1,0.01,55.96MiB,2GiB,2.73 
1.887,cloud_minio_poc1,0.00,238.4MiB,1GiB,23.28 
1.964,cloud_mysql_poc1,0.02,367.8MiB,512MiB,71.84 
2.041, ,,,,
2.119,edge3-edge3-api-1,0.01,392.3MiB,2.5GiB,15.33
2.197,edge3-edge3-minio-1,0.00,230.5MiB,2GiB,11.26
2.272,edge3-edge3-mysql-1,0.02,376.3MiB,1GiB,36.75
2.362,edge2-edge2-api-1,0.02,386.1MiB,2.5GiB,15.08
2.441,edge2-edge2-mysql-1,0.02,378.3MiB,1GiB,36.95
2.562,edge2-edge2-minio-1,0.12,228.9MiB,2GiB,11.18
2.648,edge1-edge1-api-1,0.02,345.9MiB,2.5GiB,13.51
2.727,edge1-edge1-minio-1,0.00,228.2MiB,2GiB,11.14
2.811,edge1-edge1-mysql-1,0.02,378.3MiB,1GiB,36.95
2.890,cloud_api_poc1,0.01,55.96MiB,2GiB,2.73
2.968,cloud_minio_poc1,0.00,238.4MiB,1GiB,23.28
3.073,cloud_mysql_poc1,0.02,367.8MiB,512MiB,71.84
3.167,edge3-edge3-api-1,0.01,392.3MiB,2.5GiB,15.33 
