elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.105,edge3-edge3-api-1,0.12,358.6MiB,2.5GiB,14.01
0.219,edge3-edge3-mysql-1,0.17,376.3MiB,1GiB,36.75
0.330,edge3-edge3-minio-1,0.03,217.7MiB,2GiB,10.63
0.444,edge2-edge2-api-1,0.14,318.5MiB,2.5GiB,12.44
0.553,edge2-edge2-mysql-1,0.16,376.3MiB,1GiB,36.75
0.675,edge2-edge2-minio-1,0.02,224.1MiB,2GiB,10.94
0.784,edge1-edge1-api-1,0.14,334.4MiB,2.5GiB,13.06
0.901,edge1-edge1-minio-1,0.03,222.3MiB,2GiB,10.86
1.041,edge1-edge1-mysql-1,0.17,376.3MiB,1GiB,36.75
1.173,cloud_api_poc1,0.08,55.18MiB,2GiB,2.69
1.283,cloud_mysql_poc1,0.19,367.9MiB,512MiB,71.86
1.396,cloud_minio_poc1,0.02,230.5MiB,1GiB,22.51
1.505,edge3-edge3-api-1,0.12,358.6MiB,2.5GiB,14.01 
1.630,edge3-edge3-mysql-1,0.17,376.3MiB,1GiB,36.75 
1.744,edge3-edge3-minio-1,0.03,217.7MiB,2GiB,10.63 
1.851,edge2-edge2-api-1,0.14,318.5MiB,2.5GiB,12.44 
1.982,edge2-edge2-mysql-1,0.16,376.3MiB,1GiB,36.75 
2.101,edge2-edge2-minio-1,0.02,224.1MiB,2GiB,10.94 
2.229,edge1-edge1-api-1,0.14,334.4MiB,2.5GiB,13.06 
2.346,edge1-edge1-minio-1,0.03,222.3MiB,2GiB,10.86 
2.460,edge1-edge1-mysql-1,0.17,376.3MiB,1GiB,36.75 
2.572,cloud_api_poc1,0.08,55.18MiB,2GiB,2.69 
2.704,cloud_mysql_poc1,0.19,367.9MiB,512MiB,71.86 
2.823,cloud_minio_poc1,0.02,230.5MiB,1GiB,22.51 
2.939, ,,,,
3.056,edge3-edge3-api-1,0.12,358.6MiB,2.5GiB,14.01
3.175,edge3-edge3-mysql-1,0.17,376.3MiB,1GiB,36.75
3.293,edge3-edge3-minio-1,0.03,217.7MiB,2GiB,10.63
3.406,edge2-edge2-api-1,0.14,318.5MiB,2.5GiB,12.44
3.520,edge2-edge2-mysql-1,0.16,376.3MiB,1GiB,36.75
3.637,edge2-edge2-minio-1,0.02,224.1MiB,2GiB,10.94
3.745,edge1-edge1-api-1,0.14,334.4MiB,2.5GiB,13.06
3.858,edge1-edge1-minio-1,0.03,222.3MiB,2GiB,10.86
3.986,edge1-edge1-mysql-1,0.17,376.3MiB,1GiB,36.75
4.102,cloud_api_poc1,0.08,55.18MiB,2GiB,2.69
4.210,cloud_mysql_poc1,0.19,367.9MiB,512MiB,71.86
4.329,cloud_minio_poc1,0.02,230.5MiB,1GiB,22.51
4.443,edge3-edge3-api-1,0.12,358.6MiB,2.5GiB,14.01 
4.560,edge3-edge3-mysql-1,0.17,376.3MiB,1GiB,36.75 
4.667,edge3-edge3-minio-1,0.03,217.7MiB,2GiB,10.63 
4.775,edge2-edge2-api-1,0.14,318.5MiB,2.5GiB,12.44 
4.875,edge2-edge2-mysql-1,0.16,376.3MiB,1GiB,36.75 
4.984,edge2-edge2-minio-1,0.02,224.1MiB,2GiB,10.94 
5.090,edge1-edge1-api-1,0.14,334.4MiB,2.5GiB,13.06 
5.199,edge1-edge1-minio-1,0.03,222.3MiB,2GiB,10.86 
5.306,edge1-edge1-mysql-1,0.17,376.3MiB,1GiB,36.75 
5.432,cloud_api_poc1,0.08,55.18MiB,2GiB,2.69 
5.610,cloud_mysql_poc1,0.19,367.9MiB,512MiB,71.86 
5.724,cloud_minio_poc1,0.02,230.5MiB,1GiB,22.51 
5.844, ,,,,
5.963,edge3-edge3-api-1,86.60,377.9MiB,2.5GiB,14.76
6.076,edge3-edge3-mysql-1,0.37,376.3MiB,1GiB,36.75
6.186,edge3-edge3-minio-1,6.66,253.6MiB,2GiB,12.38
6.306,edge2-edge2-api-1,71.74,328.2MiB,2.5GiB,12.82
6.431,edge2-edge2-mysql-1,0.52,376.3MiB,1GiB,36.75
6.543,edge2-edge2-minio-1,6.15,251.3MiB,2GiB,12.27
6.647,edge1-edge1-api-1,81.94,344.3MiB,2.5GiB,13.45
6.756,edge1-edge1-minio-1,7.73,258.8MiB,2GiB,12.64
6.869,edge1-edge1-mysql-1,2.60,376.3MiB,1GiB,36.75
7.008,cloud_api_poc1,43.89,58.09MiB,2GiB,2.84
7.134,cloud_mysql_poc1,0.48,367.8MiB,512MiB,71.84
7.250,cloud_minio_poc1,5.24,244.9MiB,1GiB,23.92
7.359,edge3-edge3-api-1,86.60,377.9MiB,2.5GiB,14.76 
7.480,edge3-edge3-mysql-1,0.37,376.3MiB,1GiB,36.75 
7.635,edge3-edge3-minio-1,6.66,253.6MiB,2GiB,12.38 
7.768,edge2-edge2-api-1,71.74,328.2MiB,2.5GiB,12.82 
7.888,edge2-edge2-mysql-1,0.52,376.3MiB,1GiB,36.75 
8.002,edge2-edge2-minio-1,6.15,251.3MiB,2GiB,12.27 
8.121,edge1-edge1-api-1,81.94,344.3MiB,2.5GiB,13.45 
8.230,edge1-edge1-minio-1,7.73,258.8MiB,2GiB,12.64 
8.400,edge1-edge1-mysql-1,2.60,376.3MiB,1GiB,36.75 
8.542,cloud_api_poc1,43.89,58.09MiB,2GiB,2.84 
8.680,cloud_mysql_poc1,0.48,367.8MiB,512MiB,71.84 
8.800,cloud_minio_poc1,5.24,244.9MiB,1GiB,23.92 
8.904, ,,,,
9.012,edge3-edge3-api-1,86.60,377.9MiB,2.5GiB,14.76
9.129,edge3-edge3-mysql-1,0.37,376.3MiB,1GiB,36.75
9.274,edge3-edge3-minio-1,6.66,253.6MiB,2GiB,12.38
9.387,edge2-edge2-api-1,71.74,328.2MiB,2.5GiB,12.82
9.513,edge2-edge2-mysql-1,0.52,376.3MiB,1GiB,36.75
9.632,edge2-edge2-minio-1,6.15,251.3MiB,2GiB,12.27
9.750,edge1-edge1-api-1,81.94,344.3MiB,2.5GiB,13.45
9.863,edge1-edge1-minio-1,7.73,258.8MiB,2GiB,12.64
9.969,edge1-edge1-mysql-1,2.60,376.3MiB,1GiB,36.75
10.130,cloud_api_poc1,43.89,58.09MiB,2GiB,2.84
10.265,cloud_mysql_poc1,0.48,367.8MiB,512MiB,71.84
10.383,cloud_minio_poc1,5.24,244.9MiB,1GiB,23.92
10.510,edge3-edge3-api-1,86.60,377.9MiB,2.5GiB,14.76 
10.619,edge3-edge3-mysql-1,0.37,376.3MiB,1GiB,36.75 
10.726,edge3-edge3-minio-1,6.66,253.6MiB,2GiB,12.38 
10.849,edge2-edge2-api-1,71.74,328.2MiB,2.5GiB,12.82 
10.968,edge2-edge2-mysql-1,0.52,376.3MiB,1GiB,36.75 
11.080,edge2-edge2-minio-1,6.15,251.3MiB,2GiB,12.27 
11.181,edge1-edge1-api-1,81.94,344.3MiB,2.5GiB,13.45 
11.289,edge1-edge1-minio-1,7.73,258.8MiB,2GiB,12.64 
11.403,edge1-edge1-mysql-1,2.60,376.3MiB,1GiB,36.75 
11.515,cloud_api_poc1,43.89,58.09MiB,2GiB,2.84 
11.627,cloud_mysql_poc1,0.48,367.8MiB,512MiB,71.84 
11.744,cloud_minio_poc1,5.24,244.9MiB,1GiB,23.92 
11.854, ,,,,
11.970,edge3-edge3-api-1,110.83,390.1MiB,2.5GiB,15.24
12.100,edge3-edge3-mysql-1,0.37,376.3MiB,1GiB,36.75
12.205,edge3-edge3-minio-1,7.43,288.9MiB,2GiB,14.11
12.326,edge2-edge2-api-1,85.42,331.2MiB,2.5GiB,12.94
12.436,edge2-edge2-mysql-1,0.41,376.3MiB,1GiB,36.75
12.541,edge2-edge2-minio-1,7.63,280.6MiB,2GiB,13.70
12.661,edge1-edge1-api-1,94.95,350.3MiB,2.5GiB,13.68
12.770,edge1-edge1-minio-1,9.00,291.7MiB,2GiB,14.25
12.880,edge1-edge1-mysql-1,0.40,376.3MiB,1GiB,36.75
12.984,cloud_api_poc1,52.70,65.11MiB,2GiB,3.18
13.100,cloud_mysql_poc1,0.41,367.8MiB,512MiB,71.84
13.220,cloud_minio_poc1,7.08,269.8MiB,1GiB,26.35
13.338,edge3-edge3-api-1,110.83,390.1MiB,2.5GiB,15.24 
13.448,edge3-edge3-mysql-1,0.37,376.3MiB,1GiB,36.75 
13.558,edge3-edge3-minio-1,7.43,288.9MiB,2GiB,14.11 
13.672,edge2-edge2-api-1,85.42,331.2MiB,2.5GiB,12.94 
13.803,edge2-edge2-mysql-1,0.41,376.3MiB,1GiB,36.75 
13.910,edge2-edge2-minio-1,7.63,280.6MiB,2GiB,13.70 
14.020,edge1-edge1-api-1,94.95,350.3MiB,2.5GiB,13.68 
14.127,edge1-edge1-minio-1,9.00,291.7MiB,2GiB,14.25 
14.242,edge1-edge1-mysql-1,0.40,376.3MiB,1GiB,36.75 
14.349,cloud_api_poc1,52.70,65.11MiB,2GiB,3.18 
14.464,cloud_mysql_poc1,0.41,367.8MiB,512MiB,71.84 
14.579,cloud_minio_poc1,7.08,269.8MiB,1GiB,26.35 
14.694, ,,,,
14.800,edge3-edge3-api-1,110.83,390.1MiB,2.5GiB,15.24
14.917,edge3-edge3-mysql-1,0.37,376.3MiB,1GiB,36.75
15.042,edge3-edge3-minio-1,7.43,288.9MiB,2GiB,14.11
15.164,edge2-edge2-api-1,85.42,331.2MiB,2.5GiB,12.94
15.280,edge2-edge2-mysql-1,0.41,376.3MiB,1GiB,36.75
15.393,edge2-edge2-minio-1,7.63,280.6MiB,2GiB,13.70
15.517,edge1-edge1-api-1,94.95,350.3MiB,2.5GiB,13.68
15.637,edge1-edge1-minio-1,9.00,291.7MiB,2GiB,14.25
15.752,edge1-edge1-mysql-1,0.40,376.3MiB,1GiB,36.75
15.866,cloud_api_poc1,52.70,65.11MiB,2GiB,3.18
15.981,cloud_mysql_poc1,0.41,367.8MiB,512MiB,71.84
16.107,cloud_minio_poc1,7.08,269.8MiB,1GiB,26.35
16.221,edge3-edge3-api-1,110.83,390.1MiB,2.5GiB,15.24 
16.334,edge3-edge3-mysql-1,0.37,376.3MiB,1GiB,36.75 
16.439,edge3-edge3-minio-1,7.43,288.9MiB,2GiB,14.11 
16.552,edge2-edge2-api-1,85.42,331.2MiB,2.5GiB,12.94 
16.664,edge2-edge2-mysql-1,0.41,376.3MiB,1GiB,36.75 
16.782,edge2-edge2-minio-1,7.63,280.6MiB,2GiB,13.70 
16.903,edge1-edge1-api-1,94.95,350.3MiB,2.5GiB,13.68 
17.019,edge1-edge1-minio-1,9.00,291.7MiB,2GiB,14.25 
17.182,edge1-edge1-mysql-1,0.40,376.3MiB,1GiB,36.75 
17.304,cloud_api_poc1,52.70,65.11MiB,2GiB,3.18 
17.412,cloud_mysql_poc1,0.41,367.8MiB,512MiB,71.84 
17.538,cloud_minio_poc1,7.08,269.8MiB,1GiB,26.35 
17.660, ,,,,
17.776,edge3-edge3-api-1,106.40,389.6MiB,2.5GiB,15.22
17.896,edge3-edge3-mysql-1,0.36,376.3MiB,1GiB,36.75
18.064,edge3-edge3-minio-1,5.66,313.7MiB,2GiB,15.32
18.180,edge2-edge2-api-1,69.22,335.1MiB,2.5GiB,13.09
18.299,edge2-edge2-mysql-1,1.28,376.3MiB,1GiB,36.75
18.435,edge2-edge2-minio-1,5.47,304.7MiB,2GiB,14.88
18.552,edge1-edge1-api-1,75.92,350.1MiB,2.5GiB,13.68
18.695,edge1-edge1-minio-1,5.95,323.4MiB,2GiB,15.79
18.819,edge1-edge1-mysql-1,0.36,376.3MiB,1GiB,36.75
18.976,cloud_api_poc1,51.45,67.47MiB,2GiB,3.29
19.086,cloud_mysql_poc1,0.38,367.8MiB,512MiB,71.84
19.217,cloud_minio_poc1,5.86,295MiB,1GiB,28.81
19.351,edge3-edge3-api-1,106.40,389.6MiB,2.5GiB,15.22 
19.463,edge3-edge3-mysql-1,0.36,376.3MiB,1GiB,36.75 
19.578,edge3-edge3-minio-1,5.66,313.7MiB,2GiB,15.32 
19.725,edge2-edge2-api-1,69.22,335.1MiB,2.5GiB,13.09 
19.849,edge2-edge2-mysql-1,1.28,376.3MiB,1GiB,36.75 
20.015,edge2-edge2-minio-1,5.47,304.7MiB,2GiB,14.88 
20.123,edge1-edge1-api-1,75.92,350.1MiB,2.5GiB,13.68 
20.235,edge1-edge1-minio-1,5.95,323.4MiB,2GiB,15.79 
20.400,edge1-edge1-mysql-1,0.36,376.3MiB,1GiB,36.75 
20.530,cloud_api_poc1,51.45,67.47MiB,2GiB,3.29 
20.645,cloud_mysql_poc1,0.38,367.8MiB,512MiB,71.84 
20.780,cloud_minio_poc1,5.86,295MiB,1GiB,28.81 
20.947, ,,,,
21.057,edge3-edge3-api-1,106.40,389.6MiB,2.5GiB,15.22
21.165,edge3-edge3-mysql-1,0.36,376.3MiB,1GiB,36.75
21.273,edge3-edge3-minio-1,5.66,313.7MiB,2GiB,15.32
21.391,edge2-edge2-api-1,69.22,335.1MiB,2.5GiB,13.09
21.508,edge2-edge2-mysql-1,1.28,376.3MiB,1GiB,36.75
21.617,edge2-edge2-minio-1,5.47,304.7MiB,2GiB,14.88
21.734,edge1-edge1-api-1,75.92,350.1MiB,2.5GiB,13.68
21.853,edge1-edge1-minio-1,5.95,323.4MiB,2GiB,15.79
22.005,edge1-edge1-mysql-1,0.36,376.3MiB,1GiB,36.75
22.120,cloud_api_poc1,51.45,67.47MiB,2GiB,3.29
22.251,cloud_mysql_poc1,0.38,367.8MiB,512MiB,71.84
22.394,cloud_minio_poc1,5.86,295MiB,1GiB,28.81
22.517,edge3-edge3-api-1,106.40,389.6MiB,2.5GiB,15.22 
