elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.087,edge3-edge3-api-1,0.23,328.4MiB,2.5GiB,12.83
0.191,edge3-edge3-mysql-1,0.33,376.3MiB,1GiB,36.75
0.286,edge3-edge3-minio-1,0.05,220.4MiB,2GiB,10.76
0.378,edge2-edge2-api-1,0.29,316.5MiB,2.5GiB,12.36
0.476,edge2-edge2-mysql-1,0.36,376.4MiB,1GiB,36.75
0.582,edge2-edge2-minio-1,0.06,223.2MiB,2GiB,10.90
0.679,edge1-edge1-api-1,0.30,336.5MiB,2.5GiB,13.15
0.785,edge1-edge1-minio-1,0.05,220.3MiB,2GiB,10.75
0.875,edge1-edge1-mysql-1,0.37,376.3MiB,1GiB,36.75
0.968,cloud_api_poc1,0.15,53.96MiB,2GiB,2.64
1.075,cloud_minio_poc1,0.05,222.3MiB,1GiB,21.71
1.192,cloud_mysql_poc1,0.43,367.8MiB,512MiB,71.84
1.282,edge3-edge3-api-1,0.23,328.4MiB,2.5GiB,12.83 
1.387,edge3-edge3-mysql-1,0.33,376.3MiB,1GiB,36.75 
1.494,edge3-edge3-minio-1,0.05,220.4MiB,2GiB,10.76 
1.592,edge2-edge2-api-1,0.29,316.5MiB,2.5GiB,12.36 
1.687,edge2-edge2-mysql-1,0.36,376.4MiB,1GiB,36.75 
1.784,edge2-edge2-minio-1,0.06,223.2MiB,2GiB,10.90 
1.877,edge1-edge1-api-1,0.30,336.5MiB,2.5GiB,13.15 
1.976,edge1-edge1-minio-1,0.05,220.3MiB,2GiB,10.75 
2.093,edge1-edge1-mysql-1,0.37,376.3MiB,1GiB,36.75 
2.186,cloud_api_poc1,0.15,53.96MiB,2GiB,2.64 
2.274,cloud_minio_poc1,0.05,222.3MiB,1GiB,21.71 
2.381,cloud_mysql_poc1,0.43,367.8MiB,512MiB,71.84 
2.480, ,,,,
2.572,edge3-edge3-api-1,0.23,328.4MiB,2.5GiB,12.83
2.670,edge3-edge3-mysql-1,0.33,376.3MiB,1GiB,36.75
2.763,edge3-edge3-minio-1,0.05,220.4MiB,2GiB,10.76
2.864,edge2-edge2-api-1,0.29,316.5MiB,2.5GiB,12.36
2.960,edge2-edge2-mysql-1,0.36,376.4MiB,1GiB,36.75
3.071,edge2-edge2-minio-1,0.06,223.2MiB,2GiB,10.90
3.187,edge1-edge1-api-1,0.30,336.5MiB,2.5GiB,13.15
3.293,edge1-edge1-minio-1,0.05,220.3MiB,2GiB,10.75
3.391,edge1-edge1-mysql-1,0.37,376.3MiB,1GiB,36.75
3.500,cloud_api_poc1,0.15,53.96MiB,2GiB,2.64
3.597,cloud_minio_poc1,0.05,222.3MiB,1GiB,21.71
3.688,cloud_mysql_poc1,0.43,367.8MiB,512MiB,71.84
3.794,edge3-edge3-api-1,0.23,328.4MiB,2.5GiB,12.83 
3.894,edge3-edge3-mysql-1,0.33,376.3MiB,1GiB,36.75 
3.989,edge3-edge3-minio-1,0.05,220.4MiB,2GiB,10.76 
4.107,edge2-edge2-api-1,0.29,316.5MiB,2.5GiB,12.36 
4.194,edge2-edge2-mysql-1,0.36,376.4MiB,1GiB,36.75 
4.284,edge2-edge2-minio-1,0.06,223.2MiB,2GiB,10.90 
4.389,edge1-edge1-api-1,0.30,336.5MiB,2.5GiB,13.15 
4.498,edge1-edge1-minio-1,0.05,220.3MiB,2GiB,10.75 
4.583,edge1-edge1-mysql-1,0.37,376.3MiB,1GiB,36.75 
4.678,cloud_api_poc1,0.15,53.96MiB,2GiB,2.64 
4.780,cloud_minio_poc1,0.05,222.3MiB,1GiB,21.71 
4.888,cloud_mysql_poc1,0.43,367.8MiB,512MiB,71.84 
5.004, ,,,,
5.120,edge3-edge3-api-1,39.85,337.1MiB,2.5GiB,13.17
5.202,edge3-edge3-mysql-1,0.45,376.3MiB,1GiB,36.75
5.289,edge3-edge3-minio-1,2.69,228.5MiB,2GiB,11.16
5.426,edge2-edge2-api-1,36.38,325.8MiB,2.5GiB,12.73
5.527,edge2-edge2-mysql-1,1.31,376.3MiB,1GiB,36.75
5.636,edge2-edge2-minio-1,3.04,231.3MiB,2GiB,11.30
5.734,edge1-edge1-api-1,40.07,348.4MiB,2.5GiB,13.61
5.831,edge1-edge1-minio-1,2.96,230.4MiB,2GiB,11.25
5.928,edge1-edge1-mysql-1,0.42,376.3MiB,1GiB,36.75
6.022,cloud_api_poc1,45.27,81.67MiB,2GiB,3.99
6.112,cloud_minio_poc1,7.94,270.9MiB,1GiB,26.46
6.204,cloud_mysql_poc1,0.42,367.8MiB,512MiB,71.84
6.303,edge3-edge3-api-1,39.85,337.1MiB,2.5GiB,13.17 
6.433,edge3-edge3-mysql-1,0.45,376.3MiB,1GiB,36.75 
6.538,edge3-edge3-minio-1,2.69,228.5MiB,2GiB,11.16 
6.642,edge2-edge2-api-1,36.38,325.8MiB,2.5GiB,12.73 
6.767,edge2-edge2-mysql-1,1.31,376.3MiB,1GiB,36.75 
6.864,edge2-edge2-minio-1,3.04,231.3MiB,2GiB,11.30 
6.969,edge1-edge1-api-1,40.07,348.4MiB,2.5GiB,13.61 
7.071,edge1-edge1-minio-1,2.96,230.4MiB,2GiB,11.25 
7.165,edge1-edge1-mysql-1,0.42,376.3MiB,1GiB,36.75 
