elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.087,edge3-edge3-api-1,0.28,252.4MiB,2.5GiB,9.86
0.180,edge3-edge3-mysql-1,0.36,376.3MiB,1GiB,36.75
0.286,edge3-edge3-minio-1,0.06,223.6MiB,2GiB,10.92
0.368,edge2-edge2-api-1,0.35,332.4MiB,2.5GiB,12.98
0.461,edge2-edge2-mysql-1,0.39,376.3MiB,1GiB,36.75
0.545,edge2-edge2-minio-1,0.06,225.2MiB,2GiB,11.00
0.639,edge1-edge1-api-1,22.54,305.6MiB,2.5GiB,11.94
0.737,edge1-edge1-mysql-1,0.38,376.3MiB,1GiB,36.75
0.823,edge1-edge1-minio-1,0.06,225.1MiB,2GiB,10.99
0.919,cloud_api_poc1,0.19,68.68MiB,2GiB,3.35
1.020,cloud_minio_poc1,0.07,248.5MiB,1GiB,24.27
1.115,cloud_mysql_poc1,0.41,367.9MiB,512MiB,71.85
1.204,edge3-edge3-api-1,0.28,252.4MiB,2.5GiB,9.86 
1.301,edge3-edge3-mysql-1,0.36,376.3MiB,1GiB,36.75 
1.397,edge3-edge3-minio-1,0.06,223.6MiB,2GiB,10.92 
1.492,edge2-edge2-api-1,0.35,332.4MiB,2.5GiB,12.98 
1.584,edge2-edge2-mysql-1,0.39,376.3MiB,1GiB,36.75 
1.681,edge2-edge2-minio-1,0.06,225.2MiB,2GiB,11.00 
1.773,edge1-edge1-api-1,22.54,305.6MiB,2.5GiB,11.94 
1.868,edge1-edge1-mysql-1,0.38,376.3MiB,1GiB,36.75 
1.957,edge1-edge1-minio-1,0.06,225.1MiB,2GiB,10.99 
2.045,cloud_api_poc1,0.19,68.68MiB,2GiB,3.35 
2.138,cloud_minio_poc1,0.07,248.5MiB,1GiB,24.27 
2.241,cloud_mysql_poc1,0.41,367.9MiB,512MiB,71.85 
2.333, ,,,,
2.427,edge3-edge3-api-1,0.28,252.4MiB,2.5GiB,9.86
