elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.074,edge3-edge3-api-1,1.51,389.2MiB,2.5GiB,15.20
0.156,edge3-edge3-minio-1,0.38,226.1MiB,2GiB,11.04
0.238,edge3-edge3-mysql-1,2.03,376.3MiB,1GiB,36.75
0.321,edge2-edge2-api-1,1.73,336.5MiB,2.5GiB,13.15
0.404,edge2-edge2-mysql-1,2.14,376.3MiB,1GiB,36.75
0.487,edge2-edge2-minio-1,0.36,224.9MiB,2GiB,10.98
0.572,edge1-edge1-api-1,1.87,336.4MiB,2.5GiB,13.14
0.651,edge1-edge1-minio-1,0.34,230.5MiB,2GiB,11.26
0.731,edge1-edge1-mysql-1,2.07,376.6MiB,1GiB,36.78
0.812,cloud_api_poc1,0.93,56.17MiB,2GiB,2.74
0.893,cloud_mysql_poc1,2.19,430.4MiB,512MiB,84.07
0.972,cloud_minio_poc1,2.00,287.3MiB,1GiB,28.06
1.056,edge3-edge3-api-1,1.51,389.2MiB,2.5GiB,15.20 
1.135,edge3-edge3-minio-1,0.38,226.1MiB,2GiB,11.04 
1.219,edge3-edge3-mysql-1,2.03,376.3MiB,1GiB,36.75 
1.303,edge2-edge2-api-1,1.73,336.5MiB,2.5GiB,13.15 
1.392,edge2-edge2-mysql-1,2.14,376.3MiB,1GiB,36.75 
1.482,edge2-edge2-minio-1,0.36,224.9MiB,2GiB,10.98 
1.574,edge1-edge1-api-1,1.87,336.4MiB,2.5GiB,13.14 
1.671,edge1-edge1-minio-1,0.34,230.5MiB,2GiB,11.26 
1.753,edge1-edge1-mysql-1,2.07,376.6MiB,1GiB,36.78 
1.834,cloud_api_poc1,0.93,56.17MiB,2GiB,2.74 
1.916,cloud_mysql_poc1,2.19,430.4MiB,512MiB,84.07 
2.008,cloud_minio_poc1,2.00,287.3MiB,1GiB,28.06 
2.092, ,,,,
2.175,edge3-edge3-api-1,1.51,389.2MiB,2.5GiB,15.20
2.255,edge3-edge3-minio-1,0.38,226.1MiB,2GiB,11.04
2.337,edge3-edge3-mysql-1,2.03,376.3MiB,1GiB,36.75
2.429,edge2-edge2-api-1,1.73,336.5MiB,2.5GiB,13.15
2.512,edge2-edge2-mysql-1,2.14,376.3MiB,1GiB,36.75
2.594,edge2-edge2-minio-1,0.36,224.9MiB,2GiB,10.98
2.675,edge1-edge1-api-1,1.87,336.4MiB,2.5GiB,13.14
2.756,edge1-edge1-minio-1,0.34,230.5MiB,2GiB,11.26
2.838,edge1-edge1-mysql-1,2.07,376.6MiB,1GiB,36.78
2.921,cloud_api_poc1,0.93,56.17MiB,2GiB,2.74
3.014,cloud_mysql_poc1,2.19,430.4MiB,512MiB,84.07
3.100,cloud_minio_poc1,2.00,287.3MiB,1GiB,28.06
3.181,edge3-edge3-api-1,1.51,389.2MiB,2.5GiB,15.20 
3.262,edge3-edge3-minio-1,0.38,226.1MiB,2GiB,11.04 
3.344,edge3-edge3-mysql-1,2.03,376.3MiB,1GiB,36.75 
3.431,edge2-edge2-api-1,1.73,336.5MiB,2.5GiB,13.15 
3.522,edge2-edge2-mysql-1,2.14,376.3MiB,1GiB,36.75 
3.606,edge2-edge2-minio-1,0.36,224.9MiB,2GiB,10.98 
3.691,edge1-edge1-api-1,1.87,336.4MiB,2.5GiB,13.14 
3.773,edge1-edge1-minio-1,0.34,230.5MiB,2GiB,11.26 
3.856,edge1-edge1-mysql-1,2.07,376.6MiB,1GiB,36.78 
3.968,cloud_api_poc1,0.93,56.17MiB,2GiB,2.74 
4.074,cloud_mysql_poc1,2.19,430.4MiB,512MiB,84.07 
4.156,cloud_minio_poc1,2.00,287.3MiB,1GiB,28.06 
4.241, ,,,,
4.323,edge3-edge3-api-1,23.70,393.5MiB,2.5GiB,15.37
4.405,edge3-edge3-minio-1,1.44,232.2MiB,2GiB,11.34
4.486,edge3-edge3-mysql-1,0.30,376.3MiB,1GiB,36.75
