elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.087,edge3-edge3-api-1,0.55,418.5MiB,2.5GiB,16.35
0.183,edge3-edge3-mysql-1,0.69,378.4MiB,1GiB,36.95
0.273,edge3-edge3-minio-1,0.11,223.2MiB,2GiB,10.90
0.361,edge2-edge2-api-1,0.66,354.4MiB,2.5GiB,13.85
0.447,edge2-edge2-mysql-1,0.73,376.3MiB,1GiB,36.75
0.535,edge2-edge2-minio-1,0.11,226.2MiB,2GiB,11.04
0.624,edge1-edge1-api-1,0.68,308.4MiB,2.5GiB,12.04
0.717,edge1-edge1-mysql-1,0.71,376.3MiB,1GiB,36.75
0.808,edge1-edge1-minio-1,0.11,226MiB,2GiB,11.04
0.898,cloud_api_poc1,0.40,55.54MiB,2GiB,2.71
0.997,cloud_minio_poc1,0.11,233.6MiB,1GiB,22.82
1.107,cloud_mysql_poc1,0.80,365.8MiB,512MiB,71.44
1.199,edge3-edge3-api-1,0.55,418.5MiB,2.5GiB,16.35 
1.290,edge3-edge3-mysql-1,0.69,378.4MiB,1GiB,36.95 
1.383,edge3-edge3-minio-1,0.11,223.2MiB,2GiB,10.90 
1.477,edge2-edge2-api-1,0.66,354.4MiB,2.5GiB,13.85 
1.564,edge2-edge2-mysql-1,0.73,376.3MiB,1GiB,36.75 
1.653,edge2-edge2-minio-1,0.11,226.2MiB,2GiB,11.04 
1.738,edge1-edge1-api-1,0.68,308.4MiB,2.5GiB,12.04 
1.830,edge1-edge1-mysql-1,0.71,376.3MiB,1GiB,36.75 
1.917,edge1-edge1-minio-1,0.11,226MiB,2GiB,11.04 
2.019,cloud_api_poc1,0.40,55.54MiB,2GiB,2.71 
2.124,cloud_minio_poc1,0.11,233.6MiB,1GiB,22.82 
2.227,cloud_mysql_poc1,0.80,365.8MiB,512MiB,71.44 
2.322, ,,,,
2.413,edge3-edge3-api-1,0.55,418.5MiB,2.5GiB,16.35
2.519,edge3-edge3-mysql-1,0.69,378.4MiB,1GiB,36.95
2.626,edge3-edge3-minio-1,0.11,223.2MiB,2GiB,10.90
2.726,edge2-edge2-api-1,0.66,354.4MiB,2.5GiB,13.85
2.834,edge2-edge2-mysql-1,0.73,376.3MiB,1GiB,36.75
2.953,edge2-edge2-minio-1,0.11,226.2MiB,2GiB,11.04
3.049,edge1-edge1-api-1,0.68,308.4MiB,2.5GiB,12.04
3.179,edge1-edge1-mysql-1,0.71,376.3MiB,1GiB,36.75
3.274,edge1-edge1-minio-1,0.11,226MiB,2GiB,11.04
3.365,cloud_api_poc1,0.40,55.54MiB,2GiB,2.71
3.456,cloud_minio_poc1,0.11,233.6MiB,1GiB,22.82
3.543,cloud_mysql_poc1,0.80,365.8MiB,512MiB,71.44
3.628,edge3-edge3-api-1,0.55,418.5MiB,2.5GiB,16.35 
3.725,edge3-edge3-mysql-1,0.69,378.4MiB,1GiB,36.95 
3.824,edge3-edge3-minio-1,0.11,223.2MiB,2GiB,10.90 
3.915,edge2-edge2-api-1,0.66,354.4MiB,2.5GiB,13.85 
4.017,edge2-edge2-mysql-1,0.73,376.3MiB,1GiB,36.75 
4.126,edge2-edge2-minio-1,0.11,226.2MiB,2GiB,11.04 
4.241,edge1-edge1-api-1,0.68,308.4MiB,2.5GiB,12.04 
4.331,edge1-edge1-mysql-1,0.71,376.3MiB,1GiB,36.75 
4.425,edge1-edge1-minio-1,0.11,226MiB,2GiB,11.04 
4.526,cloud_api_poc1,0.40,55.54MiB,2GiB,2.71 
4.622,cloud_minio_poc1,0.11,233.6MiB,1GiB,22.82 
4.713,cloud_mysql_poc1,0.80,365.8MiB,512MiB,71.44 
4.811, ,,,,
4.902,edge3-edge3-api-1,8.31,420.1MiB,2.5GiB,16.41
