elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.069,edge3-edge3-api-1,0.35,360.4MiB,2.5GiB,14.08
0.146,edge3-edge3-mysql-1,0.52,376.3MiB,1GiB,36.75
0.220,edge3-edge3-minio-1,0.09,219.5MiB,2GiB,10.72
0.293,edge2-edge2-api-1,0.44,268.1MiB,2.5GiB,10.47
0.367,edge2-edge2-mysql-1,0.53,378.4MiB,1GiB,36.95
0.443,edge2-edge2-minio-1,0.09,218.8MiB,2GiB,10.68
0.515,edge1-edge1-api-1,0.45,351.6MiB,2.5GiB,13.74
0.592,edge1-edge1-mysql-1,0.54,376.3MiB,1GiB,36.75
0.666,edge1-edge1-minio-1,0.16,220.2MiB,2GiB,10.75
0.739,cloud_api_poc1,0.23,55.48MiB,2GiB,2.71
0.812,cloud_mysql_poc1,0.61,365.9MiB,512MiB,71.46
0.889,cloud_minio_poc1,0.08,226.4MiB,1GiB,22.11
1.039,edge3-edge3-mysql-1,0.52,376.3MiB,1GiB,36.75 
1.116,edge3-edge3-minio-1,0.09,219.5MiB,2GiB,10.72 
1.196,edge2-edge2-api-1,0.44,268.1MiB,2.5GiB,10.47 
1.271,edge2-edge2-mysql-1,0.53,378.4MiB,1GiB,36.95 
1.347,edge2-edge2-minio-1,0.09,218.8MiB,2GiB,10.68 
1.418,edge1-edge1-api-1,0.45,351.6MiB,2.5GiB,13.74 
1.497,edge1-edge1-mysql-1,0.54,376.3MiB,1GiB,36.75 
1.571,edge1-edge1-minio-1,0.16,220.2MiB,2GiB,10.75 
1.646,cloud_api_poc1,0.23,55.48MiB,2GiB,2.71 
1.737,cloud_mysql_poc1,0.61,365.9MiB,512MiB,71.46 
1.813,cloud_minio_poc1,0.08,226.4MiB,1GiB,22.11 
1.889, ,,,,
1.965,edge3-edge3-api-1,0.35,360.4MiB,2.5GiB,14.08
2.046,edge3-edge3-mysql-1,0.52,376.3MiB,1GiB,36.75
2.123,edge3-edge3-minio-1,0.09,219.5MiB,2GiB,10.72
2.201,edge2-edge2-api-1,0.44,268.1MiB,2.5GiB,10.47
2.278,edge2-edge2-mysql-1,0.53,378.4MiB,1GiB,36.95
2.354,edge2-edge2-minio-1,0.09,218.8MiB,2GiB,10.68
2.433,edge1-edge1-api-1,0.45,351.6MiB,2.5GiB,13.74
2.510,edge1-edge1-mysql-1,0.54,376.3MiB,1GiB,36.75
2.582,edge1-edge1-minio-1,0.16,220.2MiB,2GiB,10.75
2.661,cloud_api_poc1,0.23,55.48MiB,2GiB,2.71
2.737,cloud_mysql_poc1,0.61,365.9MiB,512MiB,71.46
2.814,cloud_minio_poc1,0.08,226.4MiB,1GiB,22.11
2.896,edge3-edge3-api-1,0.35,360.4MiB,2.5GiB,14.08 
3.046,edge3-edge3-minio-1,0.09,219.5MiB,2GiB,10.72 
3.122,edge2-edge2-api-1,0.44,268.1MiB,2.5GiB,10.47 
3.199,edge2-edge2-mysql-1,0.53,378.4MiB,1GiB,36.95 
3.275,edge2-edge2-minio-1,0.09,218.8MiB,2GiB,10.68 
3.352,edge1-edge1-api-1,0.45,351.6MiB,2.5GiB,13.74 
3.429,edge1-edge1-mysql-1,0.54,376.3MiB,1GiB,36.75 
3.509,edge1-edge1-minio-1,0.16,220.2MiB,2GiB,10.75 
3.583,cloud_api_poc1,0.23,55.48MiB,2GiB,2.71 
3.662,cloud_mysql_poc1,0.61,365.9MiB,512MiB,71.46 
3.739,cloud_minio_poc1,0.08,226.4MiB,1GiB,22.11 
3.814, ,,,,
3.890,edge3-edge3-api-1,12.82,361.9MiB,2.5GiB,14.14
3.974,edge3-edge3-mysql-1,0.29,376.3MiB,1GiB,36.75
4.052,edge3-edge3-minio-1,1.06,224.1MiB,2GiB,10.94
4.135,edge2-edge2-api-1,7.72,268.9MiB,2.5GiB,10.51
4.208,edge2-edge2-mysql-1,0.29,378.4MiB,1GiB,36.95
4.287,edge2-edge2-minio-1,0.66,223MiB,2GiB,10.89
4.374,edge1-edge1-api-1,7.68,352.3MiB,2.5GiB,13.76
4.464,edge1-edge1-mysql-1,0.34,376.3MiB,1GiB,36.75
4.542,edge1-edge1-minio-1,0.41,220.2MiB,2GiB,10.75
4.617,cloud_api_poc1,15.07,57.78MiB,2GiB,2.82
4.698,cloud_mysql_poc1,0.94,365.8MiB,512MiB,71.45
4.776,cloud_minio_poc1,1.71,236.5MiB,1GiB,23.09
4.857,edge3-edge3-api-1,12.82,361.9MiB,2.5GiB,14.14 
4.937,edge3-edge3-mysql-1,0.29,376.3MiB,1GiB,36.75 
5.012,edge3-edge3-minio-1,1.06,224.1MiB,2GiB,10.94 
5.089,edge2-edge2-api-1,7.72,268.9MiB,2.5GiB,10.51 
5.166,edge2-edge2-mysql-1,0.29,378.4MiB,1GiB,36.95 
5.245,edge2-edge2-minio-1,0.66,223MiB,2GiB,10.89 
5.323,edge1-edge1-api-1,7.68,352.3MiB,2.5GiB,13.76 
5.400,edge1-edge1-mysql-1,0.34,376.3MiB,1GiB,36.75 
5.483,edge1-edge1-minio-1,0.41,220.2MiB,2GiB,10.75 
5.560,cloud_api_poc1,15.07,57.78MiB,2GiB,2.82 
5.644,cloud_mysql_poc1,0.94,365.8MiB,512MiB,71.45 
5.722,cloud_minio_poc1,1.71,236.5MiB,1GiB,23.09 
5.802, ,,,,
5.879,edge3-edge3-api-1,12.82,361.9MiB,2.5GiB,14.14
5.955,edge3-edge3-mysql-1,0.29,376.3MiB,1GiB,36.75
6.059,edge3-edge3-minio-1,1.06,224.1MiB,2GiB,10.94
6.136,edge2-edge2-api-1,7.72,268.9MiB,2.5GiB,10.51
6.216,edge2-edge2-mysql-1,0.29,378.4MiB,1GiB,36.95
6.295,edge2-edge2-minio-1,0.66,223MiB,2GiB,10.89
6.373,edge1-edge1-api-1,7.68,352.3MiB,2.5GiB,13.76
6.452,edge1-edge1-mysql-1,0.34,376.3MiB,1GiB,36.75
6.535,edge1-edge1-minio-1,0.41,220.2MiB,2GiB,10.75
6.610,cloud_api_poc1,15.07,57.78MiB,2GiB,2.82
6.688,cloud_mysql_poc1,0.94,365.8MiB,512MiB,71.45
6.766,cloud_minio_poc1,1.71,236.5MiB,1GiB,23.09
6.842,edge3-edge3-api-1,12.82,361.9MiB,2.5GiB,14.14 
6.915,edge3-edge3-mysql-1,0.29,376.3MiB,1GiB,36.75 
7.068,edge2-edge2-api-1,7.72,268.9MiB,2.5GiB,10.51 
7.146,edge2-edge2-mysql-1,0.29,378.4MiB,1GiB,36.95 
7.224,edge2-edge2-minio-1,0.66,223MiB,2GiB,10.89 
7.300,edge1-edge1-api-1,7.68,352.3MiB,2.5GiB,13.76 
7.378,edge1-edge1-mysql-1,0.34,376.3MiB,1GiB,36.75 
7.455,edge1-edge1-minio-1,0.41,220.2MiB,2GiB,10.75 
7.538,cloud_api_poc1,15.07,57.78MiB,2GiB,2.82 
7.614,cloud_mysql_poc1,0.94,365.8MiB,512MiB,71.45 
7.696,cloud_minio_poc1,1.71,236.5MiB,1GiB,23.09 
7.774, ,,,,
7.850,edge3-edge3-api-1,12.40,363.3MiB,2.5GiB,14.19
7.927,edge3-edge3-mysql-1,0.24,376.3MiB,1GiB,36.75
8.004,edge3-edge3-minio-1,0.55,225.9MiB,2GiB,11.03
8.080,edge2-edge2-api-1,9.62,270.4MiB,2.5GiB,10.56
8.158,edge2-edge2-mysql-1,0.27,378.4MiB,1GiB,36.95
8.239,edge2-edge2-minio-1,0.76,227.3MiB,2GiB,11.10
8.315,edge1-edge1-api-1,6.60,353.1MiB,2.5GiB,13.79
8.392,edge1-edge1-mysql-1,0.89,376.3MiB,1GiB,36.75
8.469,edge1-edge1-minio-1,0.37,222.2MiB,2GiB,10.85
8.550,cloud_api_poc1,14.22,59.35MiB,2GiB,2.90
8.632,cloud_mysql_poc1,0.26,365.8MiB,512MiB,71.45
8.710,cloud_minio_poc1,1.73,246.6MiB,1GiB,24.08
8.789,edge3-edge3-api-1,12.40,363.3MiB,2.5GiB,14.19 
8.873,edge3-edge3-mysql-1,0.24,376.3MiB,1GiB,36.75 
9.024,edge2-edge2-api-1,9.62,270.4MiB,2.5GiB,10.56 
9.105,edge2-edge2-mysql-1,0.27,378.4MiB,1GiB,36.95 
9.185,edge2-edge2-minio-1,0.76,227.3MiB,2GiB,11.10 
9.262,edge1-edge1-api-1,6.60,353.1MiB,2.5GiB,13.79 
9.345,edge1-edge1-mysql-1,0.89,376.3MiB,1GiB,36.75 
9.423,edge1-edge1-minio-1,0.37,222.2MiB,2GiB,10.85 
9.500,cloud_api_poc1,14.22,59.35MiB,2GiB,2.90 
9.578,cloud_mysql_poc1,0.26,365.8MiB,512MiB,71.45 
9.654,cloud_minio_poc1,1.73,246.6MiB,1GiB,24.08 
9.728, ,,,,
