elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.072,edge3-edge3-api-1,0.27,284.4MiB,2.5GiB,11.11
0.153,edge3-edge3-minio-1,0.06,221.8MiB,2GiB,10.83
0.241,edge3-edge3-mysql-1,0.40,376.3MiB,1GiB,36.75
0.320,edge2-edge2-api-1,0.32,234.4MiB,2.5GiB,9.16
0.398,edge2-edge2-minio-1,0.07,220.2MiB,2GiB,10.75
0.480,edge2-edge2-mysql-1,0.42,376.3MiB,1GiB,36.75
0.559,edge1-edge1-api-1,0.36,346.6MiB,2.5GiB,13.54
0.642,edge1-edge1-minio-1,0.07,220.3MiB,2GiB,10.76
0.721,edge1-edge1-mysql-1,0.44,376.3MiB,1GiB,36.75
0.805,cloud_api_poc1,0.16,53.97MiB,2GiB,2.64
0.886,cloud_minio_poc1,0.06,220.4MiB,1GiB,21.52
0.963,cloud_mysql_poc1,0.49,367.8MiB,512MiB,71.84
1.047,edge3-edge3-api-1,0.27,284.4MiB,2.5GiB,11.11 
1.129,edge3-edge3-minio-1,0.06,221.8MiB,2GiB,10.83 
1.209,edge3-edge3-mysql-1,0.40,376.3MiB,1GiB,36.75 
1.288,edge2-edge2-api-1,0.32,234.4MiB,2.5GiB,9.16 
1.371,edge2-edge2-minio-1,0.07,220.2MiB,2GiB,10.75 
1.453,edge2-edge2-mysql-1,0.42,376.3MiB,1GiB,36.75 
1.534,edge1-edge1-api-1,0.36,346.6MiB,2.5GiB,13.54 
1.615,edge1-edge1-minio-1,0.07,220.3MiB,2GiB,10.76 
1.697,edge1-edge1-mysql-1,0.44,376.3MiB,1GiB,36.75 
1.772,cloud_api_poc1,0.16,53.97MiB,2GiB,2.64 
1.852,cloud_minio_poc1,0.06,220.4MiB,1GiB,21.52 
1.940,cloud_mysql_poc1,0.49,367.8MiB,512MiB,71.84 
2.022, ,,,,
2.104,edge3-edge3-api-1,0.27,284.4MiB,2.5GiB,11.11
2.185,edge3-edge3-minio-1,0.06,221.8MiB,2GiB,10.83
