elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.079,edge3-edge3-api-1,1.68,369.2MiB,2.5GiB,14.42
0.168,edge3-edge3-minio-1,0.37,225.5MiB,2GiB,11.01
0.258,edge3-edge3-mysql-1,0.58,376.4MiB,1GiB,36.75
0.346,edge2-edge2-api-1,2.06,348.8MiB,2.5GiB,13.62
0.455,edge2-edge2-minio-1,0.38,246.8MiB,2GiB,12.05
0.545,edge2-edge2-mysql-1,2.18,376.3MiB,1GiB,36.75
0.627,edge1-edge1-api-1,1.99,330.8MiB,2.5GiB,12.92
0.711,edge1-edge1-mysql-1,2.11,376.6MiB,1GiB,36.77
0.802,edge1-edge1-minio-1,0.41,227.5MiB,2GiB,11.11
0.892,cloud_api_poc1,1.24,68.2MiB,2GiB,3.33
0.989,cloud_minio_poc1,0.35,300.6MiB,1GiB,29.36
1.097,cloud_mysql_poc1,2.31,430.4MiB,512MiB,84.06
1.186,edge3-edge3-api-1,1.68,369.2MiB,2.5GiB,14.42 
1.280,edge3-edge3-minio-1,0.37,225.5MiB,2GiB,11.01 
1.389,edge3-edge3-mysql-1,0.58,376.4MiB,1GiB,36.75 
1.488,edge2-edge2-api-1,2.06,348.8MiB,2.5GiB,13.62 
1.577,edge2-edge2-minio-1,0.38,246.8MiB,2GiB,12.05 
1.669,edge2-edge2-mysql-1,2.18,376.3MiB,1GiB,36.75 
1.761,edge1-edge1-api-1,1.99,330.8MiB,2.5GiB,12.92 
1.858,edge1-edge1-mysql-1,2.11,376.6MiB,1GiB,36.77 
1.977,edge1-edge1-minio-1,0.41,227.5MiB,2GiB,11.11 
2.092,cloud_api_poc1,1.24,68.2MiB,2GiB,3.33 
2.195,cloud_minio_poc1,0.35,300.6MiB,1GiB,29.36 
2.288,cloud_mysql_poc1,2.31,430.4MiB,512MiB,84.06 
2.398, ,,,,
2.492,edge3-edge3-api-1,1.68,369.2MiB,2.5GiB,14.42
2.589,edge3-edge3-minio-1,0.37,225.5MiB,2GiB,11.01
2.688,edge3-edge3-mysql-1,0.58,376.4MiB,1GiB,36.75
2.786,edge2-edge2-api-1,2.06,348.8MiB,2.5GiB,13.62
2.892,edge2-edge2-minio-1,0.38,246.8MiB,2GiB,12.05
2.985,edge2-edge2-mysql-1,2.18,376.3MiB,1GiB,36.75
3.091,edge1-edge1-api-1,1.99,330.8MiB,2.5GiB,12.92
3.186,edge1-edge1-mysql-1,2.11,376.6MiB,1GiB,36.77
3.286,edge1-edge1-minio-1,0.41,227.5MiB,2GiB,11.11
3.400,cloud_api_poc1,1.24,68.2MiB,2GiB,3.33
3.498,cloud_minio_poc1,0.35,300.6MiB,1GiB,29.36
3.624,cloud_mysql_poc1,2.31,430.4MiB,512MiB,84.06
3.717,edge3-edge3-api-1,1.68,369.2MiB,2.5GiB,14.42 
3.828,edge3-edge3-minio-1,0.37,225.5MiB,2GiB,11.01 
3.911,edge3-edge3-mysql-1,0.58,376.4MiB,1GiB,36.75 
4.005,edge2-edge2-api-1,2.06,348.8MiB,2.5GiB,13.62 
4.095,edge2-edge2-minio-1,0.38,246.8MiB,2GiB,12.05 
4.176,edge2-edge2-mysql-1,2.18,376.3MiB,1GiB,36.75 
4.297,edge1-edge1-api-1,1.99,330.8MiB,2.5GiB,12.92 
4.399,edge1-edge1-mysql-1,2.11,376.6MiB,1GiB,36.77 
4.502,edge1-edge1-minio-1,0.41,227.5MiB,2GiB,11.11 
4.593,cloud_api_poc1,1.24,68.2MiB,2GiB,3.33 
4.689,cloud_minio_poc1,0.35,300.6MiB,1GiB,29.36 
4.794,cloud_mysql_poc1,2.31,430.4MiB,512MiB,84.06 
4.888, ,,,,
4.983,edge3-edge3-api-1,50.31,377.8MiB,2.5GiB,14.76
5.081,edge3-edge3-minio-1,4.11,240.1MiB,2GiB,11.72
5.182,edge3-edge3-mysql-1,1.63,376.4MiB,1GiB,36.75
5.273,edge2-edge2-api-1,49.54,357.6MiB,2.5GiB,13.97
5.366,edge2-edge2-minio-1,4.07,251.5MiB,2GiB,12.28
5.481,edge2-edge2-mysql-1,0.48,376.3MiB,1GiB,36.75
5.597,edge1-edge1-api-1,37.87,339.6MiB,2.5GiB,13.27
5.700,edge1-edge1-mysql-1,0.44,376.6MiB,1GiB,36.77
5.803,edge1-edge1-minio-1,2.21,233.7MiB,2GiB,11.41
5.897,cloud_api_poc1,52.59,88.58MiB,2GiB,4.33
5.995,cloud_minio_poc1,8.56,342.8MiB,1GiB,33.48
6.086,cloud_mysql_poc1,1.18,430.4MiB,512MiB,84.06
6.185,edge3-edge3-api-1,50.31,377.8MiB,2.5GiB,14.76 
6.279,edge3-edge3-minio-1,4.11,240.1MiB,2GiB,11.72 
6.391,edge3-edge3-mysql-1,1.63,376.4MiB,1GiB,36.75 
6.526,edge2-edge2-api-1,49.54,357.6MiB,2.5GiB,13.97 
6.605,edge2-edge2-minio-1,4.07,251.5MiB,2GiB,12.28 
6.711,edge2-edge2-mysql-1,0.48,376.3MiB,1GiB,36.75 
6.833,edge1-edge1-api-1,37.87,339.6MiB,2.5GiB,13.27 
6.909,edge1-edge1-mysql-1,0.44,376.6MiB,1GiB,36.77 
6.993,edge1-edge1-minio-1,2.21,233.7MiB,2GiB,11.41 
7.089,cloud_api_poc1,52.59,88.58MiB,2GiB,4.33 
7.191,cloud_minio_poc1,8.56,342.8MiB,1GiB,33.48 
7.285,cloud_mysql_poc1,1.18,430.4MiB,512MiB,84.06 
7.394, ,,,,
7.492,edge3-edge3-api-1,50.31,377.8MiB,2.5GiB,14.76
7.601,edge3-edge3-minio-1,4.11,240.1MiB,2GiB,11.72
7.710,edge3-edge3-mysql-1,1.63,376.4MiB,1GiB,36.75
7.789,edge2-edge2-api-1,49.54,357.6MiB,2.5GiB,13.97
7.893,edge2-edge2-minio-1,4.07,251.5MiB,2GiB,12.28
8.006,edge2-edge2-mysql-1,0.48,376.3MiB,1GiB,36.75
8.088,edge1-edge1-api-1,37.87,339.6MiB,2.5GiB,13.27
8.176,edge1-edge1-mysql-1,0.44,376.6MiB,1GiB,36.77
8.280,edge1-edge1-minio-1,2.21,233.7MiB,2GiB,11.41
8.401,cloud_api_poc1,52.59,88.58MiB,2GiB,4.33
8.489,cloud_minio_poc1,8.56,342.8MiB,1GiB,33.48
8.605,cloud_mysql_poc1,1.18,430.4MiB,512MiB,84.06
8.691,edge3-edge3-api-1,50.31,377.8MiB,2.5GiB,14.76 
8.780,edge3-edge3-minio-1,4.11,240.1MiB,2GiB,11.72 
8.881,edge3-edge3-mysql-1,1.63,376.4MiB,1GiB,36.75 
9.000,edge2-edge2-api-1,49.54,357.6MiB,2.5GiB,13.97 
9.114,edge2-edge2-minio-1,4.07,251.5MiB,2GiB,12.28 
9.224,edge2-edge2-mysql-1,0.48,376.3MiB,1GiB,36.75 
9.307,edge1-edge1-api-1,37.87,339.6MiB,2.5GiB,13.27 
9.399,edge1-edge1-mysql-1,0.44,376.6MiB,1GiB,36.77 
9.483,edge1-edge1-minio-1,2.21,233.7MiB,2GiB,11.41 
9.590,cloud_api_poc1,52.59,88.58MiB,2GiB,4.33 
9.705,cloud_minio_poc1,8.56,342.8MiB,1GiB,33.48 
9.803,cloud_mysql_poc1,1.18,430.4MiB,512MiB,84.06 
9.892, ,,,,
9.987,edge3-edge3-api-1,43.83,385.1MiB,2.5GiB,15.04
10.113,edge3-edge3-minio-1,2.77,248.3MiB,2GiB,12.12
10.229,edge3-edge3-mysql-1,0.41,376.4MiB,1GiB,36.75
