elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.098,edge3-edge3-api-1,0.80,331.3MiB,2.5GiB,12.94
0.221,edge3-edge3-mysql-1,1.10,376.3MiB,1GiB,36.75
0.336,edge3-edge3-minio-1,0.20,222.7MiB,2GiB,10.87
0.443,edge2-edge2-api-1,0.92,306.9MiB,2.5GiB,11.99
0.588,edge2-edge2-mysql-1,1.13,378.4MiB,1GiB,36.95
0.701,edge2-edge2-minio-1,0.19,227.2MiB,2GiB,11.09
0.827,edge1-edge1-api-1,2.34,1.036GiB,2.5GiB,41.45
0.989,edge1-edge1-mysql-1,1.16,376.8MiB,1GiB,36.80
1.113,edge1-edge1-minio-1,1.31,224.4MiB,2GiB,10.96
1.235,cloud_api_poc1,0.44,59.61MiB,2GiB,2.91
1.373,cloud_mysql_poc1,1.26,367.8MiB,512MiB,71.84
1.491,cloud_minio_poc1,0.20,228.7MiB,1GiB,22.34
1.596,edge3-edge3-api-1,0.80,331.3MiB,2.5GiB,12.94 
1.706,edge3-edge3-mysql-1,1.10,376.3MiB,1GiB,36.75 
1.816,edge3-edge3-minio-1,0.20,222.7MiB,2GiB,10.87 
1.924,edge2-edge2-api-1,0.92,306.9MiB,2.5GiB,11.99 
2.038,edge2-edge2-mysql-1,1.13,378.4MiB,1GiB,36.95 
2.147,edge2-edge2-minio-1,0.19,227.2MiB,2GiB,11.09 
2.263,edge1-edge1-api-1,2.34,1.036GiB,2.5GiB,41.45 
2.387,edge1-edge1-mysql-1,1.16,376.8MiB,1GiB,36.80 
2.500,edge1-edge1-minio-1,1.31,224.4MiB,2GiB,10.96 
2.603,cloud_api_poc1,0.44,59.61MiB,2GiB,2.91 
2.712,cloud_mysql_poc1,1.26,367.8MiB,512MiB,71.84 
2.822,cloud_minio_poc1,0.20,228.7MiB,1GiB,22.34 
2.947, ,,,,
3.066,edge3-edge3-api-1,0.80,331.3MiB,2.5GiB,12.94
3.179,edge3-edge3-mysql-1,1.10,376.3MiB,1GiB,36.75
3.288,edge3-edge3-minio-1,0.20,222.7MiB,2GiB,10.87
3.396,edge2-edge2-api-1,0.92,306.9MiB,2.5GiB,11.99
3.514,edge2-edge2-mysql-1,1.13,378.4MiB,1GiB,36.95
3.650,edge2-edge2-minio-1,0.19,227.2MiB,2GiB,11.09
3.762,edge1-edge1-api-1,2.34,1.036GiB,2.5GiB,41.45
3.878,edge1-edge1-mysql-1,1.16,376.8MiB,1GiB,36.80
3.992,edge1-edge1-minio-1,1.31,224.4MiB,2GiB,10.96
4.106,cloud_api_poc1,0.44,59.61MiB,2GiB,2.91
4.212,cloud_mysql_poc1,1.26,367.8MiB,512MiB,71.84
4.321,cloud_minio_poc1,0.20,228.7MiB,1GiB,22.34
4.424,edge3-edge3-api-1,0.80,331.3MiB,2.5GiB,12.94 
4.538,edge3-edge3-mysql-1,1.10,376.3MiB,1GiB,36.75 
4.644,edge3-edge3-minio-1,0.20,222.7MiB,2GiB,10.87 
4.746,edge2-edge2-api-1,0.92,306.9MiB,2.5GiB,11.99 
4.851,edge2-edge2-mysql-1,1.13,378.4MiB,1GiB,36.95 
4.961,edge2-edge2-minio-1,0.19,227.2MiB,2GiB,11.09 
5.072,edge1-edge1-api-1,2.34,1.036GiB,2.5GiB,41.45 
5.179,edge1-edge1-mysql-1,1.16,376.8MiB,1GiB,36.80 
5.295,edge1-edge1-minio-1,1.31,224.4MiB,2GiB,10.96 
5.401,cloud_api_poc1,0.44,59.61MiB,2GiB,2.91 
5.517,cloud_mysql_poc1,1.26,367.8MiB,512MiB,71.84 
5.628,cloud_minio_poc1,0.20,228.7MiB,1GiB,22.34 
5.749, ,,,,
5.861,edge3-edge3-api-1,106.95,349.8MiB,2.5GiB,13.66
5.976,edge3-edge3-mysql-1,0.36,376.3MiB,1GiB,36.75
6.089,edge3-edge3-minio-1,8.44,271.5MiB,2GiB,13.25
6.191,edge2-edge2-api-1,66.32,314.4MiB,2.5GiB,12.28
6.305,edge2-edge2-mysql-1,0.36,378.4MiB,1GiB,36.95
6.417,edge2-edge2-minio-1,4.86,243.8MiB,2GiB,11.90
6.533,edge1-edge1-api-1,103.52,1.045GiB,2.5GiB,41.79
6.645,edge1-edge1-mysql-1,0.37,376.8MiB,1GiB,36.80
6.745,edge1-edge1-minio-1,7.93,262.3MiB,2GiB,12.81
6.858,cloud_api_poc1,53.12,72.58MiB,2GiB,3.54
6.965,cloud_mysql_poc1,0.37,367.8MiB,512MiB,71.84
7.069,cloud_minio_poc1,6.41,255.5MiB,1GiB,24.95
7.192,edge3-edge3-api-1,106.95,349.8MiB,2.5GiB,13.66 
7.308,edge3-edge3-mysql-1,0.36,376.3MiB,1GiB,36.75 
7.410,edge3-edge3-minio-1,8.44,271.5MiB,2GiB,13.25 
7.519,edge2-edge2-api-1,66.32,314.4MiB,2.5GiB,12.28 
7.634,edge2-edge2-mysql-1,0.36,378.4MiB,1GiB,36.95 
7.743,edge2-edge2-minio-1,4.86,243.8MiB,2GiB,11.90 
7.857,edge1-edge1-api-1,103.52,1.045GiB,2.5GiB,41.79 
7.969,edge1-edge1-mysql-1,0.37,376.8MiB,1GiB,36.80 
8.091,edge1-edge1-minio-1,7.93,262.3MiB,2GiB,12.81 
8.248,cloud_api_poc1,53.12,72.58MiB,2GiB,3.54 
8.356,cloud_mysql_poc1,0.37,367.8MiB,512MiB,71.84 
8.479,cloud_minio_poc1,6.41,255.5MiB,1GiB,24.95 
8.594, ,,,,
8.704,edge3-edge3-api-1,106.95,349.8MiB,2.5GiB,13.66
8.861,edge3-edge3-mysql-1,0.36,376.3MiB,1GiB,36.75
9.020,edge3-edge3-minio-1,8.44,271.5MiB,2GiB,13.25
9.139,edge2-edge2-api-1,66.32,314.4MiB,2.5GiB,12.28
9.249,edge2-edge2-mysql-1,0.36,378.4MiB,1GiB,36.95
9.371,edge2-edge2-minio-1,4.86,243.8MiB,2GiB,11.90
9.482,edge1-edge1-api-1,103.52,1.045GiB,2.5GiB,41.79
9.592,edge1-edge1-mysql-1,0.37,376.8MiB,1GiB,36.80
9.716,edge1-edge1-minio-1,7.93,262.3MiB,2GiB,12.81
9.828,cloud_api_poc1,53.12,72.58MiB,2GiB,3.54
9.942,cloud_mysql_poc1,0.37,367.8MiB,512MiB,71.84
10.049,cloud_minio_poc1,6.41,255.5MiB,1GiB,24.95
10.169,edge3-edge3-api-1,106.95,349.8MiB,2.5GiB,13.66 
10.275,edge3-edge3-mysql-1,0.36,376.3MiB,1GiB,36.75 
10.385,edge3-edge3-minio-1,8.44,271.5MiB,2GiB,13.25 
10.488,edge2-edge2-api-1,66.32,314.4MiB,2.5GiB,12.28 
10.620,edge2-edge2-mysql-1,0.36,378.4MiB,1GiB,36.95 
10.735,edge2-edge2-minio-1,4.86,243.8MiB,2GiB,11.90 
10.842,edge1-edge1-api-1,103.52,1.045GiB,2.5GiB,41.79 
10.961,edge1-edge1-mysql-1,0.37,376.8MiB,1GiB,36.80 
11.095,edge1-edge1-minio-1,7.93,262.3MiB,2GiB,12.81 
11.247,cloud_api_poc1,53.12,72.58MiB,2GiB,3.54 
11.361,cloud_mysql_poc1,0.37,367.8MiB,512MiB,71.84 
11.475,cloud_minio_poc1,6.41,255.5MiB,1GiB,24.95 
11.587, ,,,,
11.705,edge3-edge3-api-1,108.95,365.9MiB,2.5GiB,14.29
11.814,edge3-edge3-mysql-1,0.55,376.3MiB,1GiB,36.75
11.921,edge3-edge3-minio-1,9.85,313.4MiB,2GiB,15.30
12.034,edge2-edge2-api-1,101.89,324.4MiB,2.5GiB,12.67
12.141,edge2-edge2-mysql-1,0.47,378.3MiB,1GiB,36.95
12.244,edge2-edge2-minio-1,9.55,280.5MiB,2GiB,13.70
12.358,edge1-edge1-api-1,122.79,1.053GiB,2.5GiB,42.11
12.469,edge1-edge1-mysql-1,1.81,376.8MiB,1GiB,36.80
12.569,edge1-edge1-minio-1,11.02,301.1MiB,2GiB,14.70
12.678,cloud_api_poc1,52.90,71.96MiB,2GiB,3.51
12.792,cloud_mysql_poc1,0.45,367.8MiB,512MiB,71.84
12.908,cloud_minio_poc1,5.16,270.4MiB,1GiB,26.40
13.016,edge3-edge3-api-1,108.95,365.9MiB,2.5GiB,14.29 
13.126,edge3-edge3-mysql-1,0.55,376.3MiB,1GiB,36.75 
13.228,edge3-edge3-minio-1,9.85,313.4MiB,2GiB,15.30 
13.332,edge2-edge2-api-1,101.89,324.4MiB,2.5GiB,12.67 
13.444,edge2-edge2-mysql-1,0.47,378.3MiB,1GiB,36.95 
13.551,edge2-edge2-minio-1,9.55,280.5MiB,2GiB,13.70 
13.655,edge1-edge1-api-1,122.79,1.053GiB,2.5GiB,42.11 
13.760,edge1-edge1-mysql-1,1.81,376.8MiB,1GiB,36.80 
13.868,edge1-edge1-minio-1,11.02,301.1MiB,2GiB,14.70 
13.968,cloud_api_poc1,52.90,71.96MiB,2GiB,3.51 
14.068,cloud_mysql_poc1,0.45,367.8MiB,512MiB,71.84 
14.176,cloud_minio_poc1,5.16,270.4MiB,1GiB,26.40 
14.284, ,,,,
14.396,edge3-edge3-api-1,108.95,365.9MiB,2.5GiB,14.29
14.506,edge3-edge3-mysql-1,0.55,376.3MiB,1GiB,36.75
14.617,edge3-edge3-minio-1,9.85,313.4MiB,2GiB,15.30
14.717,edge2-edge2-api-1,101.89,324.4MiB,2.5GiB,12.67
14.828,edge2-edge2-mysql-1,0.47,378.3MiB,1GiB,36.95
14.949,edge2-edge2-minio-1,9.55,280.5MiB,2GiB,13.70
