elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.079,edge3-edge3-api-1,1.72,319.7MiB,2.5GiB,12.49
0.165,edge3-edge3-mysql-1,2.55,376.4MiB,1GiB,36.75
0.259,edge3-edge3-minio-1,0.45,217.4MiB,2GiB,10.61
0.348,edge2-edge2-api-1,6.09,398.5MiB,2.5GiB,15.57
0.437,edge2-edge2-mysql-1,2.60,376.3MiB,1GiB,36.75
0.519,edge2-edge2-minio-1,0.37,229.8MiB,2GiB,11.22
0.599,edge1-edge1-api-1,2.22,391.9MiB,2.5GiB,15.31
0.678,edge1-edge1-mysql-1,2.63,376.6MiB,1GiB,36.77
0.761,edge1-edge1-minio-1,0.46,230.1MiB,2GiB,11.23
0.837,cloud_api_poc1,1.04,55.65MiB,2GiB,2.72
0.931,cloud_mysql_poc1,2.74,430.4MiB,512MiB,84.06
1.041,cloud_minio_poc1,0.38,274.9MiB,1GiB,26.85
1.121,edge3-edge3-api-1,1.72,319.7MiB,2.5GiB,12.49 
1.202,edge3-edge3-mysql-1,2.55,376.4MiB,1GiB,36.75 
1.288,edge3-edge3-minio-1,0.45,217.4MiB,2GiB,10.61 
1.367,edge2-edge2-api-1,6.09,398.5MiB,2.5GiB,15.57 
1.449,edge2-edge2-mysql-1,2.60,376.3MiB,1GiB,36.75 
1.533,edge2-edge2-minio-1,0.37,229.8MiB,2GiB,11.22 
1.618,edge1-edge1-api-1,2.22,391.9MiB,2.5GiB,15.31 
1.701,edge1-edge1-mysql-1,2.63,376.6MiB,1GiB,36.77 
1.781,edge1-edge1-minio-1,0.46,230.1MiB,2GiB,11.23 
1.864,cloud_api_poc1,1.04,55.65MiB,2GiB,2.72 
1.945,cloud_mysql_poc1,2.74,430.4MiB,512MiB,84.06 
2.028,cloud_minio_poc1,0.38,274.9MiB,1GiB,26.85 
2.112, ,,,,
2.192,edge3-edge3-api-1,1.72,319.7MiB,2.5GiB,12.49
2.273,edge3-edge3-mysql-1,2.55,376.4MiB,1GiB,36.75
2.363,edge3-edge3-minio-1,0.45,217.4MiB,2GiB,10.61
2.447,edge2-edge2-api-1,6.09,398.5MiB,2.5GiB,15.57
2.533,edge2-edge2-mysql-1,2.60,376.3MiB,1GiB,36.75
2.613,edge2-edge2-minio-1,0.37,229.8MiB,2GiB,11.22
2.695,edge1-edge1-api-1,2.22,391.9MiB,2.5GiB,15.31
2.775,edge1-edge1-mysql-1,2.63,376.6MiB,1GiB,36.77
2.859,edge1-edge1-minio-1,0.46,230.1MiB,2GiB,11.23
2.940,cloud_api_poc1,1.04,55.65MiB,2GiB,2.72
3.019,cloud_mysql_poc1,2.74,430.4MiB,512MiB,84.06
