elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.089,edge3-edge3-api-1,0.16,334.4MiB,2.5GiB,13.06
0.178,edge3-edge3-mysql-1,0.25,376.3MiB,1GiB,36.75
0.268,edge3-edge3-minio-1,0.05,222.1MiB,2GiB,10.85
0.361,edge2-edge2-api-1,0.21,332.5MiB,2.5GiB,12.99
0.455,edge2-edge2-mysql-1,0.25,376.3MiB,1GiB,36.75
0.550,edge2-edge2-minio-1,0.04,221.8MiB,2GiB,10.83
0.643,edge1-edge1-api-1,0.21,332.6MiB,2.5GiB,12.99
0.732,edge1-edge1-mysql-1,0.27,378.3MiB,1GiB,36.95
0.816,edge1-edge1-minio-1,0.05,226.7MiB,2GiB,11.07
0.905,cloud_api_poc1,0.09,53.96MiB,2GiB,2.64
0.993,cloud_minio_poc1,0.04,220.4MiB,1GiB,21.52
1.091,cloud_mysql_poc1,0.30,367.8MiB,512MiB,71.84
1.174,edge3-edge3-api-1,0.16,334.4MiB,2.5GiB,13.06 
1.264,edge3-edge3-mysql-1,0.25,376.3MiB,1GiB,36.75 
1.347,edge3-edge3-minio-1,0.05,222.1MiB,2GiB,10.85 
1.431,edge2-edge2-api-1,0.21,332.5MiB,2.5GiB,12.99 
1.522,edge2-edge2-mysql-1,0.25,376.3MiB,1GiB,36.75 
1.607,edge2-edge2-minio-1,0.04,221.8MiB,2GiB,10.83 
1.703,edge1-edge1-api-1,0.21,332.6MiB,2.5GiB,12.99 
1.789,edge1-edge1-mysql-1,0.27,378.3MiB,1GiB,36.95 
1.874,edge1-edge1-minio-1,0.05,226.7MiB,2GiB,11.07 
1.958,cloud_api_poc1,0.09,53.96MiB,2GiB,2.64 
2.045,cloud_minio_poc1,0.04,220.4MiB,1GiB,21.52 
2.133,cloud_mysql_poc1,0.30,367.8MiB,512MiB,71.84 
2.215, ,,,,
2.309,edge3-edge3-api-1,0.16,334.4MiB,2.5GiB,13.06
2.394,edge3-edge3-mysql-1,0.25,376.3MiB,1GiB,36.75
2.486,edge3-edge3-minio-1,0.05,222.1MiB,2GiB,10.85
2.571,edge2-edge2-api-1,0.21,332.5MiB,2.5GiB,12.99
2.655,edge2-edge2-mysql-1,0.25,376.3MiB,1GiB,36.75
2.744,edge2-edge2-minio-1,0.04,221.8MiB,2GiB,10.83
2.828,edge1-edge1-api-1,0.21,332.6MiB,2.5GiB,12.99
2.916,edge1-edge1-mysql-1,0.27,378.3MiB,1GiB,36.95
3.002,edge1-edge1-minio-1,0.05,226.7MiB,2GiB,11.07
3.089,cloud_api_poc1,0.09,53.96MiB,2GiB,2.64
3.176,cloud_minio_poc1,0.04,220.4MiB,1GiB,21.52
3.260,cloud_mysql_poc1,0.30,367.8MiB,512MiB,71.84
3.346,edge3-edge3-api-1,0.16,334.4MiB,2.5GiB,13.06 
3.434,edge3-edge3-mysql-1,0.25,376.3MiB,1GiB,36.75 
3.516,edge3-edge3-minio-1,0.05,222.1MiB,2GiB,10.85 
3.598,edge2-edge2-api-1,0.21,332.5MiB,2.5GiB,12.99 
3.687,edge2-edge2-mysql-1,0.25,376.3MiB,1GiB,36.75 
3.769,edge2-edge2-minio-1,0.04,221.8MiB,2GiB,10.83 
3.853,edge1-edge1-api-1,0.21,332.6MiB,2.5GiB,12.99 
3.937,edge1-edge1-mysql-1,0.27,378.3MiB,1GiB,36.95 
4.024,edge1-edge1-minio-1,0.05,226.7MiB,2GiB,11.07 
4.115,cloud_api_poc1,0.09,53.96MiB,2GiB,2.64 
4.197,cloud_minio_poc1,0.04,220.4MiB,1GiB,21.52 
4.279,cloud_mysql_poc1,0.30,367.8MiB,512MiB,71.84 
4.364, ,,,,
4.457,edge3-edge3-api-1,38.24,340.3MiB,2.5GiB,13.29
4.546,edge3-edge3-mysql-1,0.40,376.3MiB,1GiB,36.75
4.646,edge3-edge3-minio-1,3.41,240.3MiB,2GiB,11.73
