elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.097,edge3-edge3-api-1,0.55,373.8MiB,2.5GiB,14.60
0.196,edge3-edge3-mysql-1,0.68,376.3MiB,1GiB,36.75
0.298,edge3-edge3-minio-1,0.13,236.2MiB,2GiB,11.53
0.413,edge2-edge2-api-1,28.95,358.7MiB,2.5GiB,14.01
0.515,edge2-edge2-mysql-1,0.71,376.3MiB,1GiB,36.75
0.621,edge2-edge2-minio-1,0.12,237.9MiB,2GiB,11.61
0.718,edge1-edge1-api-1,1.45,987.2MiB,2.5GiB,38.56
0.838,edge1-edge1-mysql-1,0.70,376.9MiB,1GiB,36.80
0.948,edge1-edge1-minio-1,0.13,231.2MiB,2GiB,11.29
1.069,cloud_api_poc1,0.27,55.8MiB,2GiB,2.72
1.173,cloud_mysql_poc1,0.82,367.8MiB,512MiB,71.84
1.328,cloud_minio_poc1,0.13,226.8MiB,1GiB,22.15
1.447,edge3-edge3-api-1,0.55,373.8MiB,2.5GiB,14.60 
1.562,edge3-edge3-mysql-1,0.68,376.3MiB,1GiB,36.75 
1.672,edge3-edge3-minio-1,0.13,236.2MiB,2GiB,11.53 
1.775,edge2-edge2-api-1,28.95,358.7MiB,2.5GiB,14.01 
1.881,edge2-edge2-mysql-1,0.71,376.3MiB,1GiB,36.75 
2.018,edge2-edge2-minio-1,0.12,237.9MiB,2GiB,11.61 
2.138,edge1-edge1-api-1,1.45,987.2MiB,2.5GiB,38.56 
2.242,edge1-edge1-mysql-1,0.70,376.9MiB,1GiB,36.80 
2.347,edge1-edge1-minio-1,0.13,231.2MiB,2GiB,11.29 
2.449,cloud_api_poc1,0.27,55.8MiB,2GiB,2.72 
2.559,cloud_mysql_poc1,0.82,367.8MiB,512MiB,71.84 
2.670,cloud_minio_poc1,0.13,226.8MiB,1GiB,22.15 
2.781, ,,,,
2.895,edge3-edge3-api-1,0.55,373.8MiB,2.5GiB,14.60
2.996,edge3-edge3-mysql-1,0.68,376.3MiB,1GiB,36.75
3.103,edge3-edge3-minio-1,0.13,236.2MiB,2GiB,11.53
3.206,edge2-edge2-api-1,28.95,358.7MiB,2.5GiB,14.01
3.306,edge2-edge2-mysql-1,0.71,376.3MiB,1GiB,36.75
3.412,edge2-edge2-minio-1,0.12,237.9MiB,2GiB,11.61
3.521,edge1-edge1-api-1,1.45,987.2MiB,2.5GiB,38.56
3.645,edge1-edge1-mysql-1,0.70,376.9MiB,1GiB,36.80
3.748,edge1-edge1-minio-1,0.13,231.2MiB,2GiB,11.29
3.846,cloud_api_poc1,0.27,55.8MiB,2GiB,2.72
3.948,cloud_mysql_poc1,0.82,367.8MiB,512MiB,71.84
4.048,cloud_minio_poc1,0.13,226.8MiB,1GiB,22.15
4.149,edge3-edge3-api-1,0.55,373.8MiB,2.5GiB,14.60 
4.246,edge3-edge3-mysql-1,0.68,376.3MiB,1GiB,36.75 
4.347,edge3-edge3-minio-1,0.13,236.2MiB,2GiB,11.53 
4.451,edge2-edge2-api-1,28.95,358.7MiB,2.5GiB,14.01 
4.554,edge2-edge2-mysql-1,0.71,376.3MiB,1GiB,36.75 
4.662,edge2-edge2-minio-1,0.12,237.9MiB,2GiB,11.61 
4.756,edge1-edge1-api-1,1.45,987.2MiB,2.5GiB,38.56 
4.857,edge1-edge1-mysql-1,0.70,376.9MiB,1GiB,36.80 
4.965,edge1-edge1-minio-1,0.13,231.2MiB,2GiB,11.29 
5.078,cloud_api_poc1,0.27,55.8MiB,2GiB,2.72 
5.175,cloud_mysql_poc1,0.82,367.8MiB,512MiB,71.84 
5.280,cloud_minio_poc1,0.13,226.8MiB,1GiB,22.15 
5.379, ,,,,
5.488,edge3-edge3-api-1,106.72,382.7MiB,2.5GiB,14.95
5.605,edge3-edge3-mysql-1,0.43,376.3MiB,1GiB,36.75
5.711,edge3-edge3-minio-1,5.92,266.9MiB,2GiB,13.03
5.819,edge2-edge2-api-1,63.46,363.8MiB,2.5GiB,14.21
5.934,edge2-edge2-mysql-1,0.56,376.3MiB,1GiB,36.75
6.034,edge2-edge2-minio-1,6.16,266.6MiB,2GiB,13.02
6.139,edge1-edge1-api-1,66.73,994.6MiB,2.5GiB,38.85
6.246,edge1-edge1-mysql-1,0.45,376.9MiB,1GiB,36.80
6.342,edge1-edge1-minio-1,5.39,253.7MiB,2GiB,12.39
6.452,cloud_api_poc1,50.93,64.4MiB,2GiB,3.14
6.565,cloud_mysql_poc1,1.30,367.8MiB,512MiB,71.84
6.666,cloud_minio_poc1,6.87,250MiB,1GiB,24.41
6.773,edge3-edge3-api-1,106.72,382.7MiB,2.5GiB,14.95 
6.876,edge3-edge3-mysql-1,0.43,376.3MiB,1GiB,36.75 
6.985,edge3-edge3-minio-1,5.92,266.9MiB,2GiB,13.03 
7.100,edge2-edge2-api-1,63.46,363.8MiB,2.5GiB,14.21 
7.199,edge2-edge2-mysql-1,0.56,376.3MiB,1GiB,36.75 
7.302,edge2-edge2-minio-1,6.16,266.6MiB,2GiB,13.02 
7.408,edge1-edge1-api-1,66.73,994.6MiB,2.5GiB,38.85 
7.512,edge1-edge1-mysql-1,0.45,376.9MiB,1GiB,36.80 
7.617,edge1-edge1-minio-1,5.39,253.7MiB,2GiB,12.39 
7.730,cloud_api_poc1,50.93,64.4MiB,2GiB,3.14 
7.842,cloud_mysql_poc1,1.30,367.8MiB,512MiB,71.84 
7.963,cloud_minio_poc1,6.87,250MiB,1GiB,24.41 
8.071, ,,,,
8.182,edge3-edge3-api-1,106.72,382.7MiB,2.5GiB,14.95
