elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.066,edge3-edge3-api-1,1.79,382.5MiB,2.5GiB,14.94
0.134,edge3-edge3-mysql-1,2.78,376.3MiB,1GiB,36.75
0.204,edge3-edge3-minio-1,0.53,223.9MiB,2GiB,10.93
0.271,edge2-edge2-api-1,2.25,369.8MiB,2.5GiB,14.45
0.335,edge2-edge2-mysql-1,2.64,376.4MiB,1GiB,36.75
0.402,edge2-edge2-minio-1,0.46,220.5MiB,2GiB,10.77
0.468,edge1-edge1-api-1,2.29,361.3MiB,2.5GiB,14.12
0.536,edge1-edge1-mysql-1,2.80,376.6MiB,1GiB,36.78
0.603,edge1-edge1-minio-1,0.45,220.2MiB,2GiB,10.75
0.670,cloud_api_poc1,1.04,55.43MiB,2GiB,2.71
0.735,cloud_mysql_poc1,3.08,430.5MiB,512MiB,84.08
0.802,cloud_minio_poc1,0.44,277.9MiB,1GiB,27.14
1.063,edge2-edge2-api-1,2.25,369.8MiB,2.5GiB,14.45 
1.129,edge2-edge2-mysql-1,2.64,376.4MiB,1GiB,36.75 
1.196,edge2-edge2-minio-1,0.46,220.5MiB,2GiB,10.77 
1.263,edge1-edge1-api-1,2.29,361.3MiB,2.5GiB,14.12 
1.328,edge1-edge1-mysql-1,2.80,376.6MiB,1GiB,36.78 
1.396,edge1-edge1-minio-1,0.45,220.2MiB,2GiB,10.75 
1.460,cloud_api_poc1,1.04,55.43MiB,2GiB,2.71 
1.526,cloud_mysql_poc1,3.08,430.5MiB,512MiB,84.08 
1.593,cloud_minio_poc1,0.44,277.9MiB,1GiB,27.14 
1.658, ,,,,
1.723,edge3-edge3-api-1,1.79,382.5MiB,2.5GiB,14.94
1.790,edge3-edge3-mysql-1,2.78,376.3MiB,1GiB,36.75
1.855,edge3-edge3-minio-1,0.53,223.9MiB,2GiB,10.93
2.048,edge2-edge2-minio-1,0.46,220.5MiB,2GiB,10.77
2.115,edge1-edge1-api-1,2.29,361.3MiB,2.5GiB,14.12
2.186,edge1-edge1-mysql-1,2.80,376.6MiB,1GiB,36.78
2.252,edge1-edge1-minio-1,0.45,220.2MiB,2GiB,10.75
2.318,cloud_api_poc1,1.04,55.43MiB,2GiB,2.71
2.386,cloud_mysql_poc1,3.08,430.5MiB,512MiB,84.08
2.451,cloud_minio_poc1,0.44,277.9MiB,1GiB,27.14
2.518,edge3-edge3-api-1,1.79,382.5MiB,2.5GiB,14.94 
2.585,edge3-edge3-mysql-1,2.78,376.3MiB,1GiB,36.75 
2.649,edge3-edge3-minio-1,0.53,223.9MiB,2GiB,10.93 
2.716,edge2-edge2-api-1,2.25,369.8MiB,2.5GiB,14.45 
2.784,edge2-edge2-mysql-1,2.64,376.4MiB,1GiB,36.75 
3.047,edge1-edge1-minio-1,0.45,220.2MiB,2GiB,10.75 
3.115,cloud_api_poc1,1.04,55.43MiB,2GiB,2.71 
3.182,cloud_mysql_poc1,3.08,430.5MiB,512MiB,84.08 
3.246,cloud_minio_poc1,0.44,277.9MiB,1GiB,27.14 
3.312, ,,,,
3.379,edge3-edge3-api-1,6.90,385.1MiB,2.5GiB,15.04
3.449,edge3-edge3-mysql-1,0.28,376.3MiB,1GiB,36.75
3.518,edge3-edge3-minio-1,0.80,226.3MiB,2GiB,11.05
3.586,edge2-edge2-api-1,4.23,370MiB,2.5GiB,14.45
3.651,edge2-edge2-mysql-1,0.29,376.4MiB,1GiB,36.75
3.718,edge2-edge2-minio-1,0.32,220.2MiB,2GiB,10.75
3.785,edge1-edge1-api-1,5.35,362.9MiB,2.5GiB,14.18
3.850,edge1-edge1-mysql-1,0.32,376.6MiB,1GiB,36.78
4.048,cloud_mysql_poc1,0.31,430.5MiB,512MiB,84.08
4.115,cloud_minio_poc1,0.51,279.9MiB,1GiB,27.34
4.199,edge3-edge3-api-1,6.90,385.1MiB,2.5GiB,15.04 
4.270,edge3-edge3-mysql-1,0.28,376.3MiB,1GiB,36.75 
4.337,edge3-edge3-minio-1,0.80,226.3MiB,2GiB,11.05 
4.407,edge2-edge2-api-1,4.23,370MiB,2.5GiB,14.45 
4.475,edge2-edge2-mysql-1,0.29,376.4MiB,1GiB,36.75 
4.539,edge2-edge2-minio-1,0.32,220.2MiB,2GiB,10.75 
4.606,edge1-edge1-api-1,5.35,362.9MiB,2.5GiB,14.18 
4.674,edge1-edge1-mysql-1,0.32,376.6MiB,1GiB,36.78 
4.739,edge1-edge1-minio-1,0.59,222.2MiB,2GiB,10.85 
4.810,cloud_api_poc1,4.63,55.62MiB,2GiB,2.72 
5.007, ,,,,
5.075,edge3-edge3-api-1,6.90,385.1MiB,2.5GiB,15.04
5.140,edge3-edge3-mysql-1,0.28,376.3MiB,1GiB,36.75
5.208,edge3-edge3-minio-1,0.80,226.3MiB,2GiB,11.05
5.275,edge2-edge2-api-1,4.23,370MiB,2.5GiB,14.45
5.341,edge2-edge2-mysql-1,0.29,376.4MiB,1GiB,36.75
5.409,edge2-edge2-minio-1,0.32,220.2MiB,2GiB,10.75
5.476,edge1-edge1-api-1,5.35,362.9MiB,2.5GiB,14.18
5.542,edge1-edge1-mysql-1,0.32,376.6MiB,1GiB,36.78
5.609,edge1-edge1-minio-1,0.59,222.2MiB,2GiB,10.85
5.678,cloud_api_poc1,4.63,55.62MiB,2GiB,2.72
5.747,cloud_mysql_poc1,0.31,430.5MiB,512MiB,84.08
5.817,cloud_minio_poc1,0.51,279.9MiB,1GiB,27.34
6.015,edge3-edge3-minio-1,0.80,226.3MiB,2GiB,11.05 
6.083,edge2-edge2-api-1,4.23,370MiB,2.5GiB,14.45 
6.148,edge2-edge2-mysql-1,0.29,376.4MiB,1GiB,36.75 
6.215,edge2-edge2-minio-1,0.32,220.2MiB,2GiB,10.75 
6.283,edge1-edge1-api-1,5.35,362.9MiB,2.5GiB,14.18 
6.349,edge1-edge1-mysql-1,0.32,376.6MiB,1GiB,36.78 
6.415,edge1-edge1-minio-1,0.59,222.2MiB,2GiB,10.85 
6.483,cloud_api_poc1,4.63,55.62MiB,2GiB,2.72 
6.549,cloud_mysql_poc1,0.31,430.5MiB,512MiB,84.08 
6.616,cloud_minio_poc1,0.51,279.9MiB,1GiB,27.34 
6.683, ,,,,
6.749,edge3-edge3-api-1,5.02,384.1MiB,2.5GiB,15.00
6.819,edge3-edge3-mysql-1,0.31,376.3MiB,1GiB,36.75
7.016,edge2-edge2-mysql-1,1.50,376.4MiB,1GiB,36.75
7.085,edge2-edge2-minio-1,0.74,224.2MiB,2GiB,10.95
7.151,edge1-edge1-api-1,8.84,365.2MiB,2.5GiB,14.27
