elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.085,edge3-edge3-api-1,0.17,410.5MiB,2.5GiB,16.04
0.187,edge3-edge3-minio-1,0.03,234.2MiB,2GiB,11.43
0.289,edge3-edge3-mysql-1,0.21,376.4MiB,1GiB,36.75
0.381,edge2-edge2-api-1,0.20,330.9MiB,2.5GiB,12.93
0.486,edge2-edge2-mysql-1,0.23,376.3MiB,1GiB,36.75
0.583,edge2-edge2-minio-1,0.04,228.5MiB,2GiB,11.16
0.687,edge1-edge1-api-1,0.22,341.6MiB,2.5GiB,13.34
0.789,edge1-edge1-mysql-1,0.23,376.3MiB,1GiB,36.75
0.891,edge1-edge1-minio-1,0.04,232.9MiB,2GiB,11.37
0.984,cloud_api_poc1,10.20,56.89MiB,2GiB,2.78
1.071,cloud_mysql_poc1,0.26,367.8MiB,512MiB,71.84
1.166,cloud_minio_poc1,0.04,234.9MiB,1GiB,22.94
1.254,edge3-edge3-api-1,0.17,410.5MiB,2.5GiB,16.04 
1.348,edge3-edge3-minio-1,0.03,234.2MiB,2GiB,11.43 
1.441,edge3-edge3-mysql-1,0.21,376.4MiB,1GiB,36.75 
1.530,edge2-edge2-api-1,0.20,330.9MiB,2.5GiB,12.93 
1.630,edge2-edge2-mysql-1,0.23,376.3MiB,1GiB,36.75 
1.719,edge2-edge2-minio-1,0.04,228.5MiB,2GiB,11.16 
1.814,edge1-edge1-api-1,0.22,341.6MiB,2.5GiB,13.34 
1.912,edge1-edge1-mysql-1,0.23,376.3MiB,1GiB,36.75 
2.008,edge1-edge1-minio-1,0.04,232.9MiB,2GiB,11.37 
2.101,cloud_api_poc1,10.20,56.89MiB,2GiB,2.78 
2.201,cloud_mysql_poc1,0.26,367.8MiB,512MiB,71.84 
2.296,cloud_minio_poc1,0.04,234.9MiB,1GiB,22.94 
2.400, ,,,,
2.501,edge3-edge3-api-1,0.17,410.5MiB,2.5GiB,16.04
2.596,edge3-edge3-minio-1,0.03,234.2MiB,2GiB,11.43
2.689,edge3-edge3-mysql-1,0.21,376.4MiB,1GiB,36.75
2.783,edge2-edge2-api-1,0.20,330.9MiB,2.5GiB,12.93
2.869,edge2-edge2-mysql-1,0.23,376.3MiB,1GiB,36.75
2.968,edge2-edge2-minio-1,0.04,228.5MiB,2GiB,11.16
3.107,edge1-edge1-api-1,0.22,341.6MiB,2.5GiB,13.34
3.216,edge1-edge1-mysql-1,0.23,376.3MiB,1GiB,36.75
3.329,edge1-edge1-minio-1,0.04,232.9MiB,2GiB,11.37
3.423,cloud_api_poc1,10.20,56.89MiB,2GiB,2.78
3.513,cloud_mysql_poc1,0.26,367.8MiB,512MiB,71.84
3.610,cloud_minio_poc1,0.04,234.9MiB,1GiB,22.94
3.708,edge3-edge3-api-1,0.17,410.5MiB,2.5GiB,16.04 
3.806,edge3-edge3-minio-1,0.03,234.2MiB,2GiB,11.43 
3.935,edge3-edge3-mysql-1,0.21,376.4MiB,1GiB,36.75 
4.031,edge2-edge2-api-1,0.20,330.9MiB,2.5GiB,12.93 
4.126,edge2-edge2-mysql-1,0.23,376.3MiB,1GiB,36.75 
4.217,edge2-edge2-minio-1,0.04,228.5MiB,2GiB,11.16 
4.313,edge1-edge1-api-1,0.22,341.6MiB,2.5GiB,13.34 
4.408,edge1-edge1-mysql-1,0.23,376.3MiB,1GiB,36.75 
4.499,edge1-edge1-minio-1,0.04,232.9MiB,2GiB,11.37 
4.595,cloud_api_poc1,10.20,56.89MiB,2GiB,2.78 
4.699,cloud_mysql_poc1,0.26,367.8MiB,512MiB,71.84 
4.793,cloud_minio_poc1,0.04,234.9MiB,1GiB,22.94 
4.886, ,,,,
4.978,edge3-edge3-api-1,65.53,416.2MiB,2.5GiB,16.26
5.075,edge3-edge3-minio-1,5.28,267.3MiB,2GiB,13.05
5.170,edge3-edge3-mysql-1,0.38,376.4MiB,1GiB,36.75
5.272,edge2-edge2-api-1,50.79,338.1MiB,2.5GiB,13.21
5.367,edge2-edge2-mysql-1,0.36,376.3MiB,1GiB,36.75
5.462,edge2-edge2-minio-1,5.74,261.1MiB,2GiB,12.75
5.565,edge1-edge1-api-1,41.26,346.6MiB,2.5GiB,13.54
5.655,edge1-edge1-mysql-1,0.37,376.3MiB,1GiB,36.75
5.751,edge1-edge1-minio-1,4.34,254.5MiB,2GiB,12.42
5.848,cloud_api_poc1,24.31,57.46MiB,2GiB,2.81
5.942,cloud_mysql_poc1,1.25,367.8MiB,512MiB,71.84
6.071,cloud_minio_poc1,2.88,244.8MiB,1GiB,23.90
6.179,edge3-edge3-api-1,65.53,416.2MiB,2.5GiB,16.26 
6.273,edge3-edge3-minio-1,5.28,267.3MiB,2GiB,13.05 
6.370,edge3-edge3-mysql-1,0.38,376.4MiB,1GiB,36.75 
6.470,edge2-edge2-api-1,50.79,338.1MiB,2.5GiB,13.21 
6.567,edge2-edge2-mysql-1,0.36,376.3MiB,1GiB,36.75 
6.659,edge2-edge2-minio-1,5.74,261.1MiB,2GiB,12.75 
6.758,edge1-edge1-api-1,41.26,346.6MiB,2.5GiB,13.54 
6.869,edge1-edge1-mysql-1,0.37,376.3MiB,1GiB,36.75 
6.981,edge1-edge1-minio-1,4.34,254.5MiB,2GiB,12.42 
7.083,cloud_api_poc1,24.31,57.46MiB,2GiB,2.81 
7.216,cloud_mysql_poc1,1.25,367.8MiB,512MiB,71.84 
7.311,cloud_minio_poc1,2.88,244.8MiB,1GiB,23.90 
7.417, ,,,,
7.518,edge3-edge3-api-1,65.53,416.2MiB,2.5GiB,16.26
7.619,edge3-edge3-minio-1,5.28,267.3MiB,2GiB,13.05
7.718,edge3-edge3-mysql-1,0.38,376.4MiB,1GiB,36.75
7.816,edge2-edge2-api-1,50.79,338.1MiB,2.5GiB,13.21
7.906,edge2-edge2-mysql-1,0.36,376.3MiB,1GiB,36.75
8.005,edge2-edge2-minio-1,5.74,261.1MiB,2GiB,12.75
8.098,edge1-edge1-api-1,41.26,346.6MiB,2.5GiB,13.54
8.199,edge1-edge1-mysql-1,0.37,376.3MiB,1GiB,36.75
8.300,edge1-edge1-minio-1,4.34,254.5MiB,2GiB,12.42
8.391,cloud_api_poc1,24.31,57.46MiB,2GiB,2.81
8.489,cloud_mysql_poc1,1.25,367.8MiB,512MiB,71.84
8.595,cloud_minio_poc1,2.88,244.8MiB,1GiB,23.90
8.685,edge3-edge3-api-1,65.53,416.2MiB,2.5GiB,16.26 
8.774,edge3-edge3-minio-1,5.28,267.3MiB,2GiB,13.05 
8.866,edge3-edge3-mysql-1,0.38,376.4MiB,1GiB,36.75 
8.964,edge2-edge2-api-1,50.79,338.1MiB,2.5GiB,13.21 
9.056,edge2-edge2-mysql-1,0.36,376.3MiB,1GiB,36.75 
9.148,edge2-edge2-minio-1,5.74,261.1MiB,2GiB,12.75 
9.241,edge1-edge1-api-1,41.26,346.6MiB,2.5GiB,13.54 
9.338,edge1-edge1-mysql-1,0.37,376.3MiB,1GiB,36.75 
9.435,edge1-edge1-minio-1,4.34,254.5MiB,2GiB,12.42 
9.524,cloud_api_poc1,24.31,57.46MiB,2GiB,2.81 
9.620,cloud_mysql_poc1,1.25,367.8MiB,512MiB,71.84 
9.716,cloud_minio_poc1,2.88,244.8MiB,1GiB,23.90 
9.806, ,,,,
9.906,edge3-edge3-api-1,67.55,419.6MiB,2.5GiB,16.39
10.000,edge3-edge3-minio-1,4.29,292.8MiB,2GiB,14.30
10.110,edge3-edge3-mysql-1,0.36,376.4MiB,1GiB,36.75
10.197,edge2-edge2-api-1,47.60,341.2MiB,2.5GiB,13.33
10.285,edge2-edge2-mysql-1,0.37,376.3MiB,1GiB,36.75
10.380,edge2-edge2-minio-1,4.46,287MiB,2GiB,14.02
10.471,edge1-edge1-api-1,53.49,350.4MiB,2.5GiB,13.69
10.570,edge1-edge1-mysql-1,1.20,376.3MiB,1GiB,36.75
10.670,edge1-edge1-minio-1,5.66,286.7MiB,2GiB,14.00
10.764,cloud_api_poc1,32.54,59.44MiB,2GiB,2.90
10.852,cloud_mysql_poc1,0.41,367.8MiB,512MiB,71.84
10.938,cloud_minio_poc1,3.92,260.6MiB,1GiB,25.45
11.035,edge3-edge3-api-1,67.55,419.6MiB,2.5GiB,16.39 
11.141,edge3-edge3-minio-1,4.29,292.8MiB,2GiB,14.30 
11.239,edge3-edge3-mysql-1,0.36,376.4MiB,1GiB,36.75 
11.331,edge2-edge2-api-1,47.60,341.2MiB,2.5GiB,13.33 
11.418,edge2-edge2-mysql-1,0.37,376.3MiB,1GiB,36.75 
11.509,edge2-edge2-minio-1,4.46,287MiB,2GiB,14.02 
11.610,edge1-edge1-api-1,53.49,350.4MiB,2.5GiB,13.69 
11.708,edge1-edge1-mysql-1,1.20,376.3MiB,1GiB,36.75 
11.799,edge1-edge1-minio-1,5.66,286.7MiB,2GiB,14.00 
11.897,cloud_api_poc1,32.54,59.44MiB,2GiB,2.90 
11.986,cloud_mysql_poc1,0.41,367.8MiB,512MiB,71.84 
12.078,cloud_minio_poc1,3.92,260.6MiB,1GiB,25.45 
12.172, ,,,,
12.271,edge3-edge3-api-1,67.55,419.6MiB,2.5GiB,16.39
12.364,edge3-edge3-minio-1,4.29,292.8MiB,2GiB,14.30
12.466,edge3-edge3-mysql-1,0.36,376.4MiB,1GiB,36.75
12.563,edge2-edge2-api-1,47.60,341.2MiB,2.5GiB,13.33
12.662,edge2-edge2-mysql-1,0.37,376.3MiB,1GiB,36.75
12.752,edge2-edge2-minio-1,4.46,287MiB,2GiB,14.02
12.848,edge1-edge1-api-1,53.49,350.4MiB,2.5GiB,13.69
12.951,edge1-edge1-mysql-1,1.20,376.3MiB,1GiB,36.75
13.051,edge1-edge1-minio-1,5.66,286.7MiB,2GiB,14.00
13.152,cloud_api_poc1,32.54,59.44MiB,2GiB,2.90
13.251,cloud_mysql_poc1,0.41,367.8MiB,512MiB,71.84
13.357,cloud_minio_poc1,3.92,260.6MiB,1GiB,25.45
13.457,edge3-edge3-api-1,67.55,419.6MiB,2.5GiB,16.39 
13.556,edge3-edge3-minio-1,4.29,292.8MiB,2GiB,14.30 
13.660,edge3-edge3-mysql-1,0.36,376.4MiB,1GiB,36.75 
13.761,edge2-edge2-api-1,47.60,341.2MiB,2.5GiB,13.33 
13.889,edge2-edge2-mysql-1,0.37,376.3MiB,1GiB,36.75 
14.007,edge2-edge2-minio-1,4.46,287MiB,2GiB,14.02 
14.099,edge1-edge1-api-1,53.49,350.4MiB,2.5GiB,13.69 
14.206,edge1-edge1-mysql-1,1.20,376.3MiB,1GiB,36.75 
14.300,edge1-edge1-minio-1,5.66,286.7MiB,2GiB,14.00 
14.395,cloud_api_poc1,32.54,59.44MiB,2GiB,2.90 
14.492,cloud_mysql_poc1,0.41,367.8MiB,512MiB,71.84 
14.592,cloud_minio_poc1,3.92,260.6MiB,1GiB,25.45 
14.682, ,,,,
14.770,edge3-edge3-api-1,62.37,419.6MiB,2.5GiB,16.39
14.879,edge3-edge3-minio-1,4.52,318.7MiB,2GiB,15.56
14.972,edge3-edge3-mysql-1,0.35,376.4MiB,1GiB,36.75
15.070,edge2-edge2-api-1,46.43,340.4MiB,2.5GiB,13.30
15.168,edge2-edge2-mysql-1,1.16,376.4MiB,1GiB,36.75
15.260,edge2-edge2-minio-1,4.46,313.3MiB,2GiB,15.30
15.355,edge1-edge1-api-1,49.28,349.5MiB,2.5GiB,13.65
15.452,edge1-edge1-mysql-1,0.41,376.3MiB,1GiB,36.75
15.544,edge1-edge1-minio-1,4.39,310.9MiB,2GiB,15.18
15.642,cloud_api_poc1,37.54,63.18MiB,2GiB,3.08
15.739,cloud_mysql_poc1,0.38,367.8MiB,512MiB,71.84
15.830,cloud_minio_poc1,4.40,281.4MiB,1GiB,27.48
15.914,edge3-edge3-api-1,62.37,419.6MiB,2.5GiB,16.39 
16.014,edge3-edge3-minio-1,4.52,318.7MiB,2GiB,15.56 
16.110,edge3-edge3-mysql-1,0.35,376.4MiB,1GiB,36.75 
16.253,edge2-edge2-api-1,46.43,340.4MiB,2.5GiB,13.30 
16.353,edge2-edge2-mysql-1,1.16,376.4MiB,1GiB,36.75 
16.452,edge2-edge2-minio-1,4.46,313.3MiB,2GiB,15.30 
16.551,edge1-edge1-api-1,49.28,349.5MiB,2.5GiB,13.65 
16.652,edge1-edge1-mysql-1,0.41,376.3MiB,1GiB,36.75 
16.750,edge1-edge1-minio-1,4.39,310.9MiB,2GiB,15.18 
16.850,cloud_api_poc1,37.54,63.18MiB,2GiB,3.08 
16.948,cloud_mysql_poc1,0.38,367.8MiB,512MiB,71.84 
17.036,cloud_minio_poc1,4.40,281.4MiB,1GiB,27.48 
17.139, ,,,,
17.244,edge3-edge3-api-1,62.37,419.6MiB,2.5GiB,16.39
17.341,edge3-edge3-minio-1,4.52,318.7MiB,2GiB,15.56
17.438,edge3-edge3-mysql-1,0.35,376.4MiB,1GiB,36.75
17.540,edge2-edge2-api-1,46.43,340.4MiB,2.5GiB,13.30
17.635,edge2-edge2-mysql-1,1.16,376.4MiB,1GiB,36.75
17.725,edge2-edge2-minio-1,4.46,313.3MiB,2GiB,15.30
