elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.064,edge3-edge3-api-1,1.74,377.7MiB,2.5GiB,14.75
0.134,edge3-edge3-minio-1,0.13,218.1MiB,2GiB,10.65
0.200,edge3-edge3-mysql-1,2.56,376.4MiB,1GiB,36.75
0.264,edge2-edge2-api-1,2.19,342.5MiB,2.5GiB,13.38
0.331,edge2-edge2-minio-1,0.48,219.6MiB,2GiB,10.72
0.398,edge2-edge2-mysql-1,2.71,376.4MiB,1GiB,36.75
0.461,edge1-edge1-api-1,2.37,376.7MiB,2.5GiB,14.71
0.528,edge1-edge1-mysql-1,2.66,376.6MiB,1GiB,36.77
0.592,edge1-edge1-minio-1,0.50,225.5MiB,2GiB,11.01
0.657,cloud_api_poc1,1.09,55.45MiB,2GiB,2.71
0.723,cloud_minio_poc1,0.44,278.3MiB,1GiB,27.17
0.788,cloud_mysql_poc1,2.90,430.4MiB,512MiB,84.07
1.047,edge2-edge2-api-1,2.19,342.5MiB,2.5GiB,13.38 
1.113,edge2-edge2-minio-1,0.48,219.6MiB,2GiB,10.72 
1.176,edge2-edge2-mysql-1,2.71,376.4MiB,1GiB,36.75 
1.240,edge1-edge1-api-1,2.37,376.7MiB,2.5GiB,14.71 
1.307,edge1-edge1-mysql-1,2.66,376.6MiB,1GiB,36.77 
1.371,edge1-edge1-minio-1,0.50,225.5MiB,2GiB,11.01 
1.439,cloud_api_poc1,1.09,55.45MiB,2GiB,2.71 
1.504,cloud_minio_poc1,0.44,278.3MiB,1GiB,27.17 
1.572,cloud_mysql_poc1,2.90,430.4MiB,512MiB,84.07 
1.641, ,,,,
1.709,edge3-edge3-api-1,1.74,377.7MiB,2.5GiB,14.75
1.773,edge3-edge3-minio-1,0.13,218.1MiB,2GiB,10.65
1.839,edge3-edge3-mysql-1,2.56,376.4MiB,1GiB,36.75
2.033,edge2-edge2-mysql-1,2.71,376.4MiB,1GiB,36.75
2.098,edge1-edge1-api-1,2.37,376.7MiB,2.5GiB,14.71
2.162,edge1-edge1-mysql-1,2.66,376.6MiB,1GiB,36.77
2.227,edge1-edge1-minio-1,0.50,225.5MiB,2GiB,11.01
2.293,cloud_api_poc1,1.09,55.45MiB,2GiB,2.71
2.357,cloud_minio_poc1,0.44,278.3MiB,1GiB,27.17
2.424,cloud_mysql_poc1,2.90,430.4MiB,512MiB,84.07
2.490,edge3-edge3-api-1,1.74,377.7MiB,2.5GiB,14.75 
2.555,edge3-edge3-minio-1,0.13,218.1MiB,2GiB,10.65 
2.623,edge3-edge3-mysql-1,2.56,376.4MiB,1GiB,36.75 
2.687,edge2-edge2-api-1,2.19,342.5MiB,2.5GiB,13.38 
2.751,edge2-edge2-minio-1,0.48,219.6MiB,2GiB,10.72 
3.016,edge1-edge1-minio-1,0.50,225.5MiB,2GiB,11.01 
3.105,cloud_api_poc1,1.09,55.45MiB,2GiB,2.71 
3.172,cloud_minio_poc1,0.44,278.3MiB,1GiB,27.17 
3.240,cloud_mysql_poc1,2.90,430.4MiB,512MiB,84.07 
3.312, ,,,,
3.379,edge3-edge3-api-1,7.12,378.3MiB,2.5GiB,14.78
3.449,edge3-edge3-minio-1,0.76,222.2MiB,2GiB,10.85
3.519,edge3-edge3-mysql-1,0.33,376.3MiB,1GiB,36.75
3.588,edge2-edge2-api-1,4.49,344.2MiB,2.5GiB,13.45
3.655,edge2-edge2-minio-1,0.32,222MiB,2GiB,10.84
