elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.102,edge3-edge3-api-1,0.64,340.5MiB,2.5GiB,13.30
0.195,edge3-edge3-mysql-1,0.73,376.4MiB,1GiB,36.75
0.300,edge3-edge3-minio-1,5.83,231.2MiB,2GiB,11.29
0.407,edge2-edge2-api-1,0.75,360.9MiB,2.5GiB,14.10
0.512,edge2-edge2-mysql-1,0.76,376.3MiB,1GiB,36.75
0.634,edge2-edge2-minio-1,0.13,230.8MiB,2GiB,11.27
0.738,edge1-edge1-api-1,0.72,371.6MiB,2.5GiB,14.51
0.835,edge1-edge1-mysql-1,0.64,376.3MiB,1GiB,36.75
0.931,edge1-edge1-minio-1,0.12,230.3MiB,2GiB,11.25
1.029,cloud_api_poc1,0.42,60.78MiB,2GiB,2.97
1.130,cloud_minio_poc1,0.13,240.4MiB,1GiB,23.48
1.230,cloud_mysql_poc1,0.88,367.8MiB,512MiB,71.84
1.335,edge3-edge3-api-1,0.64,340.5MiB,2.5GiB,13.30 
1.433,edge3-edge3-mysql-1,0.73,376.4MiB,1GiB,36.75 
1.529,edge3-edge3-minio-1,5.83,231.2MiB,2GiB,11.29 
1.628,edge2-edge2-api-1,0.75,360.9MiB,2.5GiB,14.10 
1.740,edge2-edge2-mysql-1,0.76,376.3MiB,1GiB,36.75 
1.836,edge2-edge2-minio-1,0.13,230.8MiB,2GiB,11.27 
1.931,edge1-edge1-api-1,0.72,371.6MiB,2.5GiB,14.51 
2.033,edge1-edge1-mysql-1,0.64,376.3MiB,1GiB,36.75 
2.134,edge1-edge1-minio-1,0.12,230.3MiB,2GiB,11.25 
2.231,cloud_api_poc1,0.42,60.78MiB,2GiB,2.97 
2.334,cloud_minio_poc1,0.13,240.4MiB,1GiB,23.48 
2.442,cloud_mysql_poc1,0.88,367.8MiB,512MiB,71.84 
2.543, ,,,,
2.642,edge3-edge3-api-1,0.64,340.5MiB,2.5GiB,13.30
2.739,edge3-edge3-mysql-1,0.73,376.4MiB,1GiB,36.75
2.853,edge3-edge3-minio-1,5.83,231.2MiB,2GiB,11.29
2.987,edge2-edge2-api-1,0.75,360.9MiB,2.5GiB,14.10
3.092,edge2-edge2-mysql-1,0.76,376.3MiB,1GiB,36.75
3.194,edge2-edge2-minio-1,0.13,230.8MiB,2GiB,11.27
