elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.096,edge3-edge3-api-1,0.34,385.4MiB,2.5GiB,15.05
0.194,edge3-edge3-minio-1,0.07,226.3MiB,2GiB,11.05
0.282,edge3-edge3-mysql-1,0.46,376.3MiB,1GiB,36.75
0.370,edge2-edge2-api-1,0.40,358.4MiB,2.5GiB,14.00
0.464,edge2-edge2-minio-1,0.08,226.4MiB,2GiB,11.05
0.556,edge2-edge2-mysql-1,0.46,378.3MiB,1GiB,36.95
0.646,edge1-edge1-api-1,0.41,375.6MiB,2.5GiB,14.67
0.734,edge1-edge1-mysql-1,0.48,376.3MiB,1GiB,36.75
0.825,edge1-edge1-minio-1,0.08,227.6MiB,2GiB,11.11
0.920,cloud_api_poc1,0.22,56.01MiB,2GiB,2.73
1.015,cloud_minio_poc1,0.08,228.8MiB,1GiB,22.34
1.109,cloud_mysql_poc1,0.54,367.8MiB,512MiB,71.84
1.222,edge3-edge3-api-1,0.34,385.4MiB,2.5GiB,15.05 
1.319,edge3-edge3-minio-1,0.07,226.3MiB,2GiB,11.05 
1.426,edge3-edge3-mysql-1,0.46,376.3MiB,1GiB,36.75 
1.523,edge2-edge2-api-1,0.40,358.4MiB,2.5GiB,14.00 
1.622,edge2-edge2-minio-1,0.08,226.4MiB,2GiB,11.05 
1.721,edge2-edge2-mysql-1,0.46,378.3MiB,1GiB,36.95 
1.818,edge1-edge1-api-1,0.41,375.6MiB,2.5GiB,14.67 
1.910,edge1-edge1-mysql-1,0.48,376.3MiB,1GiB,36.75 
2.005,edge1-edge1-minio-1,0.08,227.6MiB,2GiB,11.11 
2.099,cloud_api_poc1,0.22,56.01MiB,2GiB,2.73 
2.197,cloud_minio_poc1,0.08,228.8MiB,1GiB,22.34 
2.300,cloud_mysql_poc1,0.54,367.8MiB,512MiB,71.84 
2.400, ,,,,
2.494,edge3-edge3-api-1,0.34,385.4MiB,2.5GiB,15.05
2.587,edge3-edge3-minio-1,0.07,226.3MiB,2GiB,11.05
2.679,edge3-edge3-mysql-1,0.46,376.3MiB,1GiB,36.75
2.768,edge2-edge2-api-1,0.40,358.4MiB,2.5GiB,14.00
2.861,edge2-edge2-minio-1,0.08,226.4MiB,2GiB,11.05
2.961,edge2-edge2-mysql-1,0.46,378.3MiB,1GiB,36.95
3.053,edge1-edge1-api-1,0.41,375.6MiB,2.5GiB,14.67
3.143,edge1-edge1-mysql-1,0.48,376.3MiB,1GiB,36.75
3.244,edge1-edge1-minio-1,0.08,227.6MiB,2GiB,11.11
3.334,cloud_api_poc1,0.22,56.01MiB,2GiB,2.73
