elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.079,edge3-edge3-api-1,0.20,319.7MiB,2.5GiB,12.49
0.155,edge3-edge3-minio-1,0.05,224MiB,2GiB,10.94
0.229,edge3-edge3-mysql-1,0.28,376.3MiB,1GiB,36.75
0.302,edge2-edge2-api-1,0.25,364.3MiB,2.5GiB,14.23
0.373,edge2-edge2-mysql-1,0.30,376.3MiB,1GiB,36.75
0.458,edge2-edge2-minio-1,0.04,230.7MiB,2GiB,11.26
0.536,edge1-edge1-api-1,0.27,390.7MiB,2.5GiB,15.26
0.606,edge1-edge1-minio-1,0.05,227.7MiB,2GiB,11.12
0.691,edge1-edge1-mysql-1,0.44,376.4MiB,1GiB,36.75
0.768,cloud_api_poc1,0.14,55.49MiB,2GiB,2.71
0.855,cloud_mysql_poc1,0.33,367.8MiB,512MiB,71.83
0.948,cloud_minio_poc1,0.04,223.4MiB,1GiB,21.81
1.057,edge3-edge3-api-1,0.20,319.7MiB,2.5GiB,12.49 
1.133,edge3-edge3-minio-1,0.05,224MiB,2GiB,10.94 
1.207,edge3-edge3-mysql-1,0.28,376.3MiB,1GiB,36.75 
1.282,edge2-edge2-api-1,0.25,364.3MiB,2.5GiB,14.23 
1.356,edge2-edge2-mysql-1,0.30,376.3MiB,1GiB,36.75 
1.429,edge2-edge2-minio-1,0.04,230.7MiB,2GiB,11.26 
1.503,edge1-edge1-api-1,0.27,390.7MiB,2.5GiB,15.26 
1.575,edge1-edge1-minio-1,0.05,227.7MiB,2GiB,11.12 
1.656,edge1-edge1-mysql-1,0.44,376.4MiB,1GiB,36.75 
1.729,cloud_api_poc1,0.14,55.49MiB,2GiB,2.71 
1.803,cloud_mysql_poc1,0.33,367.8MiB,512MiB,71.83 
1.881,cloud_minio_poc1,0.04,223.4MiB,1GiB,21.81 
1.953, ,,,,
2.024,edge3-edge3-api-1,0.20,319.7MiB,2.5GiB,12.49
2.098,edge3-edge3-minio-1,0.05,224MiB,2GiB,10.94
2.173,edge3-edge3-mysql-1,0.28,376.3MiB,1GiB,36.75
2.248,edge2-edge2-api-1,0.25,364.3MiB,2.5GiB,14.23
2.320,edge2-edge2-mysql-1,0.30,376.3MiB,1GiB,36.75
2.392,edge2-edge2-minio-1,0.04,230.7MiB,2GiB,11.26
2.468,edge1-edge1-api-1,0.27,390.7MiB,2.5GiB,15.26
2.542,edge1-edge1-minio-1,0.05,227.7MiB,2GiB,11.12
2.614,edge1-edge1-mysql-1,0.44,376.4MiB,1GiB,36.75
2.690,cloud_api_poc1,0.14,55.49MiB,2GiB,2.71
2.765,cloud_mysql_poc1,0.33,367.8MiB,512MiB,71.83
2.840,cloud_minio_poc1,0.04,223.4MiB,1GiB,21.81
3.064,edge3-edge3-mysql-1,0.28,376.3MiB,1GiB,36.75 
3.138,edge2-edge2-api-1,0.25,364.3MiB,2.5GiB,14.23 
3.210,edge2-edge2-mysql-1,0.30,376.3MiB,1GiB,36.75 
3.282,edge2-edge2-minio-1,0.04,230.7MiB,2GiB,11.26 
3.356,edge1-edge1-api-1,0.27,390.7MiB,2.5GiB,15.26 
3.428,edge1-edge1-minio-1,0.05,227.7MiB,2GiB,11.12 
3.502,edge1-edge1-mysql-1,0.44,376.4MiB,1GiB,36.75 
3.577,cloud_api_poc1,0.14,55.49MiB,2GiB,2.71 
3.652,cloud_mysql_poc1,0.33,367.8MiB,512MiB,71.83 
3.725,cloud_minio_poc1,0.04,223.4MiB,1GiB,21.81 
3.798, ,,,,
3.876,edge3-edge3-api-1,7.46,321MiB,2.5GiB,12.54
3.949,edge3-edge3-minio-1,0.54,224MiB,2GiB,10.94
4.023,edge3-edge3-mysql-1,0.32,376.3MiB,1GiB,36.75
4.096,edge2-edge2-api-1,11.27,365.3MiB,2.5GiB,14.27
4.171,edge2-edge2-mysql-1,0.29,376.3MiB,1GiB,36.75
4.255,edge2-edge2-minio-1,0.98,234.9MiB,2GiB,11.47
4.331,edge1-edge1-api-1,9.97,391.4MiB,2.5GiB,15.29
4.406,edge1-edge1-minio-1,0.75,231.7MiB,2GiB,11.31
4.483,edge1-edge1-mysql-1,0.33,376.4MiB,1GiB,36.75
4.558,cloud_api_poc1,12.14,57.3MiB,2GiB,2.80
4.633,cloud_mysql_poc1,1.04,367.8MiB,512MiB,71.83
4.704,cloud_minio_poc1,1.30,231.3MiB,1GiB,22.59
4.785,edge3-edge3-api-1,7.46,321MiB,2.5GiB,12.54 
4.860,edge3-edge3-minio-1,0.54,224MiB,2GiB,10.94 
5.007,edge2-edge2-api-1,11.27,365.3MiB,2.5GiB,14.27 
5.082,edge2-edge2-mysql-1,0.29,376.3MiB,1GiB,36.75 
5.158,edge2-edge2-minio-1,0.98,234.9MiB,2GiB,11.47 
5.230,edge1-edge1-api-1,9.97,391.4MiB,2.5GiB,15.29 
5.303,edge1-edge1-minio-1,0.75,231.7MiB,2GiB,11.31 
5.383,edge1-edge1-mysql-1,0.33,376.4MiB,1GiB,36.75 
5.460,cloud_api_poc1,12.14,57.3MiB,2GiB,2.80 
5.536,cloud_mysql_poc1,1.04,367.8MiB,512MiB,71.83 
5.608,cloud_minio_poc1,1.30,231.3MiB,1GiB,22.59 
5.686, ,,,,
5.762,edge3-edge3-api-1,7.46,321MiB,2.5GiB,12.54
5.834,edge3-edge3-minio-1,0.54,224MiB,2GiB,10.94
5.907,edge3-edge3-mysql-1,0.32,376.3MiB,1GiB,36.75
6.055,edge2-edge2-mysql-1,0.29,376.3MiB,1GiB,36.75
6.130,edge2-edge2-minio-1,0.98,234.9MiB,2GiB,11.47
6.206,edge1-edge1-api-1,9.97,391.4MiB,2.5GiB,15.29
6.280,edge1-edge1-minio-1,0.75,231.7MiB,2GiB,11.31
6.355,edge1-edge1-mysql-1,0.33,376.4MiB,1GiB,36.75
6.428,cloud_api_poc1,12.14,57.3MiB,2GiB,2.80
6.501,cloud_mysql_poc1,1.04,367.8MiB,512MiB,71.83
6.578,cloud_minio_poc1,1.30,231.3MiB,1GiB,22.59
6.653,edge3-edge3-api-1,7.46,321MiB,2.5GiB,12.54 
6.730,edge3-edge3-minio-1,0.54,224MiB,2GiB,10.94 
6.801,edge3-edge3-mysql-1,0.32,376.3MiB,1GiB,36.75 
6.876,edge2-edge2-api-1,11.27,365.3MiB,2.5GiB,14.27 
7.024,edge2-edge2-minio-1,0.98,234.9MiB,2GiB,11.47 
7.106,edge1-edge1-api-1,9.97,391.4MiB,2.5GiB,15.29 
7.179,edge1-edge1-minio-1,0.75,231.7MiB,2GiB,11.31 
7.253,edge1-edge1-mysql-1,0.33,376.4MiB,1GiB,36.75 
7.328,cloud_api_poc1,12.14,57.3MiB,2GiB,2.80 
7.403,cloud_mysql_poc1,1.04,367.8MiB,512MiB,71.83 
7.483,cloud_minio_poc1,1.30,231.3MiB,1GiB,22.59 
7.557, ,,,,
7.653,edge3-edge3-api-1,14.51,322.3MiB,2.5GiB,12.59
7.730,edge3-edge3-minio-1,1.21,232.5MiB,2GiB,11.35
7.806,edge3-edge3-mysql-1,0.28,376.3MiB,1GiB,36.75
7.881,edge2-edge2-api-1,9.71,367.4MiB,2.5GiB,14.35
7.958,edge2-edge2-mysql-1,0.28,376.3MiB,1GiB,36.75
8.032,edge2-edge2-minio-1,0.66,239MiB,2GiB,11.67
8.106,edge1-edge1-api-1,7.16,393.6MiB,2.5GiB,15.38
8.182,edge1-edge1-minio-1,0.64,234MiB,2GiB,11.43
8.256,edge1-edge1-mysql-1,1.01,376.4MiB,1GiB,36.75
8.332,cloud_api_poc1,12.17,58.12MiB,2GiB,2.84
8.403,cloud_mysql_poc1,0.42,367.8MiB,512MiB,71.83
8.480,cloud_minio_poc1,1.23,237.5MiB,1GiB,23.20
8.557,edge3-edge3-api-1,14.51,322.3MiB,2.5GiB,12.59 
8.635,edge3-edge3-minio-1,1.21,232.5MiB,2GiB,11.35 
8.712,edge3-edge3-mysql-1,0.28,376.3MiB,1GiB,36.75 
8.790,edge2-edge2-api-1,9.71,367.4MiB,2.5GiB,14.35 
8.867,edge2-edge2-mysql-1,0.28,376.3MiB,1GiB,36.75 
9.019,edge1-edge1-api-1,7.16,393.6MiB,2.5GiB,15.38 
9.097,edge1-edge1-minio-1,0.64,234MiB,2GiB,11.43 
9.174,edge1-edge1-mysql-1,1.01,376.4MiB,1GiB,36.75 
9.290,cloud_api_poc1,12.17,58.12MiB,2GiB,2.84 
9.366,cloud_mysql_poc1,0.42,367.8MiB,512MiB,71.83 
9.440,cloud_minio_poc1,1.23,237.5MiB,1GiB,23.20 
9.514, ,,,,
9.589,edge3-edge3-api-1,14.51,322.3MiB,2.5GiB,12.59
9.664,edge3-edge3-minio-1,1.21,232.5MiB,2GiB,11.35
9.737,edge3-edge3-mysql-1,0.28,376.3MiB,1GiB,36.75
9.823,edge2-edge2-api-1,9.71,367.4MiB,2.5GiB,14.35
9.897,edge2-edge2-mysql-1,0.28,376.3MiB,1GiB,36.75
9.973,edge2-edge2-minio-1,0.66,239MiB,2GiB,11.67
10.049,edge1-edge1-api-1,7.16,393.6MiB,2.5GiB,15.38
10.123,edge1-edge1-minio-1,0.64,234MiB,2GiB,11.43
10.198,edge1-edge1-mysql-1,1.01,376.4MiB,1GiB,36.75
10.275,cloud_api_poc1,12.17,58.12MiB,2GiB,2.84
10.352,cloud_mysql_poc1,0.42,367.8MiB,512MiB,71.83
10.428,cloud_minio_poc1,1.23,237.5MiB,1GiB,23.20
10.503,edge3-edge3-api-1,14.51,322.3MiB,2.5GiB,12.59 
