elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.081,edge3-edge3-api-1,0.34,369.7MiB,2.5GiB,14.44
0.186,edge3-edge3-minio-1,0.08,232.8MiB,2GiB,11.37
0.283,edge3-edge3-mysql-1,0.44,376.3MiB,1GiB,36.75
0.376,edge2-edge2-api-1,0.43,313.5MiB,2.5GiB,12.25
0.478,edge2-edge2-mysql-1,0.43,376.3MiB,1GiB,36.75
0.578,edge2-edge2-minio-1,0.07,228.1MiB,2GiB,11.14
0.675,edge1-edge1-api-1,0.44,338.1MiB,2.5GiB,13.21
0.779,edge1-edge1-mysql-1,0.47,376.3MiB,1GiB,36.75
0.877,edge1-edge1-minio-1,0.08,231.1MiB,2GiB,11.28
0.974,cloud_api_poc1,0.21,62.83MiB,2GiB,3.07
1.079,cloud_mysql_poc1,0.51,367.8MiB,512MiB,71.84
1.173,cloud_minio_poc1,0.09,237MiB,1GiB,23.14
1.266,edge3-edge3-api-1,0.34,369.7MiB,2.5GiB,14.44 
1.365,edge3-edge3-minio-1,0.08,232.8MiB,2GiB,11.37 
1.474,edge3-edge3-mysql-1,0.44,376.3MiB,1GiB,36.75 
1.568,edge2-edge2-api-1,0.43,313.5MiB,2.5GiB,12.25 
1.668,edge2-edge2-mysql-1,0.43,376.3MiB,1GiB,36.75 
1.784,edge2-edge2-minio-1,0.07,228.1MiB,2GiB,11.14 
1.893,edge1-edge1-api-1,0.44,338.1MiB,2.5GiB,13.21 
1.985,edge1-edge1-mysql-1,0.47,376.3MiB,1GiB,36.75 
2.093,edge1-edge1-minio-1,0.08,231.1MiB,2GiB,11.28 
2.185,cloud_api_poc1,0.21,62.83MiB,2GiB,3.07 
2.309,cloud_mysql_poc1,0.51,367.8MiB,512MiB,71.84 
2.404,cloud_minio_poc1,0.09,237MiB,1GiB,23.14 
2.512, ,,,,
2.623,edge3-edge3-api-1,0.34,369.7MiB,2.5GiB,14.44
2.738,edge3-edge3-minio-1,0.08,232.8MiB,2GiB,11.37
2.837,edge3-edge3-mysql-1,0.44,376.3MiB,1GiB,36.75
2.946,edge2-edge2-api-1,0.43,313.5MiB,2.5GiB,12.25
3.042,edge2-edge2-mysql-1,0.43,376.3MiB,1GiB,36.75
3.142,edge2-edge2-minio-1,0.07,228.1MiB,2GiB,11.14
3.236,edge1-edge1-api-1,0.44,338.1MiB,2.5GiB,13.21
3.336,edge1-edge1-mysql-1,0.47,376.3MiB,1GiB,36.75
3.447,edge1-edge1-minio-1,0.08,231.1MiB,2GiB,11.28
3.561,cloud_api_poc1,0.21,62.83MiB,2GiB,3.07
3.669,cloud_mysql_poc1,0.51,367.8MiB,512MiB,71.84
3.780,cloud_minio_poc1,0.09,237MiB,1GiB,23.14
3.879,edge3-edge3-api-1,0.34,369.7MiB,2.5GiB,14.44 
3.974,edge3-edge3-minio-1,0.08,232.8MiB,2GiB,11.37 
4.088,edge3-edge3-mysql-1,0.44,376.3MiB,1GiB,36.75 
4.183,edge2-edge2-api-1,0.43,313.5MiB,2.5GiB,12.25 
4.262,edge2-edge2-mysql-1,0.43,376.3MiB,1GiB,36.75 
4.380,edge2-edge2-minio-1,0.07,228.1MiB,2GiB,11.14 
4.489,edge1-edge1-api-1,0.44,338.1MiB,2.5GiB,13.21 
4.604,edge1-edge1-mysql-1,0.47,376.3MiB,1GiB,36.75 
4.691,edge1-edge1-minio-1,0.08,231.1MiB,2GiB,11.28 
4.797,cloud_api_poc1,0.21,62.83MiB,2GiB,3.07 
4.919,cloud_mysql_poc1,0.51,367.8MiB,512MiB,71.84 
5.036,cloud_minio_poc1,0.09,237MiB,1GiB,23.14 
5.134, ,,,,
5.225,edge3-edge3-api-1,78.20,376.4MiB,2.5GiB,14.70
5.332,edge3-edge3-minio-1,4.23,255MiB,2GiB,12.45
5.437,edge3-edge3-mysql-1,1.47,376.3MiB,1GiB,36.75
5.545,edge2-edge2-api-1,53.66,323.9MiB,2.5GiB,12.65
5.651,edge2-edge2-mysql-1,0.51,376.3MiB,1GiB,36.75
5.774,edge2-edge2-minio-1,3.74,244.7MiB,2GiB,11.95
5.887,edge1-edge1-api-1,65.72,349.8MiB,2.5GiB,13.66
5.988,edge1-edge1-mysql-1,0.43,376.3MiB,1GiB,36.75
6.089,edge1-edge1-minio-1,5.27,251.4MiB,2GiB,12.28
6.189,cloud_api_poc1,52.86,86.51MiB,2GiB,4.22
6.289,cloud_mysql_poc1,1.12,367.8MiB,512MiB,71.84
6.393,cloud_minio_poc1,9.36,273.1MiB,1GiB,26.67
6.515,edge3-edge3-api-1,78.20,376.4MiB,2.5GiB,14.70 
6.622,edge3-edge3-minio-1,4.23,255MiB,2GiB,12.45 
6.724,edge3-edge3-mysql-1,1.47,376.3MiB,1GiB,36.75 
6.824,edge2-edge2-api-1,53.66,323.9MiB,2.5GiB,12.65 
6.933,edge2-edge2-mysql-1,0.51,376.3MiB,1GiB,36.75 
7.033,edge2-edge2-minio-1,3.74,244.7MiB,2GiB,11.95 
7.173,edge1-edge1-api-1,65.72,349.8MiB,2.5GiB,13.66 
7.263,edge1-edge1-mysql-1,0.43,376.3MiB,1GiB,36.75 
7.358,edge1-edge1-minio-1,5.27,251.4MiB,2GiB,12.28 
7.493,cloud_api_poc1,52.86,86.51MiB,2GiB,4.22 
7.593,cloud_mysql_poc1,1.12,367.8MiB,512MiB,71.84 
7.687,cloud_minio_poc1,9.36,273.1MiB,1GiB,26.67 
7.784, ,,,,
7.906,edge3-edge3-api-1,78.20,376.4MiB,2.5GiB,14.70
7.999,edge3-edge3-minio-1,4.23,255MiB,2GiB,12.45
8.111,edge3-edge3-mysql-1,1.47,376.3MiB,1GiB,36.75
8.209,edge2-edge2-api-1,53.66,323.9MiB,2.5GiB,12.65
8.323,edge2-edge2-mysql-1,0.51,376.3MiB,1GiB,36.75
8.409,edge2-edge2-minio-1,3.74,244.7MiB,2GiB,11.95
8.506,edge1-edge1-api-1,65.72,349.8MiB,2.5GiB,13.66
8.634,edge1-edge1-mysql-1,0.43,376.3MiB,1GiB,36.75
8.723,edge1-edge1-minio-1,5.27,251.4MiB,2GiB,12.28
8.826,cloud_api_poc1,52.86,86.51MiB,2GiB,4.22
8.922,cloud_mysql_poc1,1.12,367.8MiB,512MiB,71.84
9.036,cloud_minio_poc1,9.36,273.1MiB,1GiB,26.67
9.144,edge3-edge3-api-1,78.20,376.4MiB,2.5GiB,14.70 
9.246,edge3-edge3-minio-1,4.23,255MiB,2GiB,12.45 
9.362,edge3-edge3-mysql-1,1.47,376.3MiB,1GiB,36.75 
9.462,edge2-edge2-api-1,53.66,323.9MiB,2.5GiB,12.65 
9.570,edge2-edge2-mysql-1,0.51,376.3MiB,1GiB,36.75 
9.677,edge2-edge2-minio-1,3.74,244.7MiB,2GiB,11.95 
9.779,edge1-edge1-api-1,65.72,349.8MiB,2.5GiB,13.66 
9.886,edge1-edge1-mysql-1,0.43,376.3MiB,1GiB,36.75 
10.007,edge1-edge1-minio-1,5.27,251.4MiB,2GiB,12.28 
10.093,cloud_api_poc1,52.86,86.51MiB,2GiB,4.22 
10.202,cloud_mysql_poc1,1.12,367.8MiB,512MiB,71.84 
10.305,cloud_minio_poc1,9.36,273.1MiB,1GiB,26.67 
10.399, ,,,,
10.524,edge3-edge3-api-1,61.93,385MiB,2.5GiB,15.04
10.644,edge3-edge3-minio-1,3.99,271.7MiB,2GiB,13.27
10.731,edge3-edge3-mysql-1,0.37,376.3MiB,1GiB,36.75
10.829,edge2-edge2-api-1,56.35,331.2MiB,2.5GiB,12.94
10.940,edge2-edge2-mysql-1,0.65,376.3MiB,1GiB,36.75
11.038,edge2-edge2-minio-1,3.95,260.8MiB,2GiB,12.74
11.165,edge1-edge1-api-1,59.24,354.2MiB,2.5GiB,13.84
11.274,edge1-edge1-mysql-1,0.39,376.3MiB,1GiB,36.75
11.388,edge1-edge1-minio-1,4.50,277.6MiB,2GiB,13.56
11.497,cloud_api_poc1,51.87,106.3MiB,2GiB,5.19
11.618,cloud_mysql_poc1,0.39,367.8MiB,512MiB,71.84
11.729,cloud_minio_poc1,8.33,308.3MiB,1GiB,30.11
11.816,edge3-edge3-api-1,61.93,385MiB,2.5GiB,15.04 
11.890,edge3-edge3-minio-1,3.99,271.7MiB,2GiB,13.27 
11.998,edge3-edge3-mysql-1,0.37,376.3MiB,1GiB,36.75 
12.107,edge2-edge2-api-1,56.35,331.2MiB,2.5GiB,12.94 
12.218,edge2-edge2-mysql-1,0.65,376.3MiB,1GiB,36.75 
12.332,edge2-edge2-minio-1,3.95,260.8MiB,2GiB,12.74 
12.443,edge1-edge1-api-1,59.24,354.2MiB,2.5GiB,13.84 
12.528,edge1-edge1-mysql-1,0.39,376.3MiB,1GiB,36.75 
12.645,edge1-edge1-minio-1,4.50,277.6MiB,2GiB,13.56 
12.760,cloud_api_poc1,51.87,106.3MiB,2GiB,5.19 
12.871,cloud_mysql_poc1,0.39,367.8MiB,512MiB,71.84 
12.962,cloud_minio_poc1,8.33,308.3MiB,1GiB,30.11 
13.065, ,,,,
13.171,edge3-edge3-api-1,61.93,385MiB,2.5GiB,15.04
13.276,edge3-edge3-minio-1,3.99,271.7MiB,2GiB,13.27
13.375,edge3-edge3-mysql-1,0.37,376.3MiB,1GiB,36.75
13.498,edge2-edge2-api-1,56.35,331.2MiB,2.5GiB,12.94
13.609,edge2-edge2-mysql-1,0.65,376.3MiB,1GiB,36.75
13.728,edge2-edge2-minio-1,3.95,260.8MiB,2GiB,12.74
13.828,edge1-edge1-api-1,59.24,354.2MiB,2.5GiB,13.84
13.924,edge1-edge1-mysql-1,0.39,376.3MiB,1GiB,36.75
14.033,edge1-edge1-minio-1,4.50,277.6MiB,2GiB,13.56
14.176,cloud_api_poc1,51.87,106.3MiB,2GiB,5.19
14.282,cloud_mysql_poc1,0.39,367.8MiB,512MiB,71.84
14.377,cloud_minio_poc1,8.33,308.3MiB,1GiB,30.11
14.468,edge3-edge3-api-1,61.93,385MiB,2.5GiB,15.04 
14.565,edge3-edge3-minio-1,3.99,271.7MiB,2GiB,13.27 
14.670,edge3-edge3-mysql-1,0.37,376.3MiB,1GiB,36.75 
14.778,edge2-edge2-api-1,56.35,331.2MiB,2.5GiB,12.94 
14.886,edge2-edge2-mysql-1,0.65,376.3MiB,1GiB,36.75 
15.013,edge2-edge2-minio-1,3.95,260.8MiB,2GiB,12.74 
15.108,edge1-edge1-api-1,59.24,354.2MiB,2.5GiB,13.84 
15.239,edge1-edge1-mysql-1,0.39,376.3MiB,1GiB,36.75 
15.340,edge1-edge1-minio-1,4.50,277.6MiB,2GiB,13.56 
15.427,cloud_api_poc1,51.87,106.3MiB,2GiB,5.19 
15.518,cloud_mysql_poc1,0.39,367.8MiB,512MiB,71.84 
15.610,cloud_minio_poc1,8.33,308.3MiB,1GiB,30.11 
15.748, ,,,,
15.867,edge3-edge3-api-1,60.64,393.6MiB,2.5GiB,15.38
15.967,edge3-edge3-minio-1,2.96,286.4MiB,2GiB,13.98
16.064,edge3-edge3-mysql-1,0.36,376.3MiB,1GiB,36.75
16.161,edge2-edge2-api-1,47.53,339.6MiB,2.5GiB,13.27
16.262,edge2-edge2-mysql-1,0.44,376.3MiB,1GiB,36.75
16.359,edge2-edge2-minio-1,3.41,282.6MiB,2GiB,13.80
16.456,edge1-edge1-api-1,52.22,357.5MiB,2.5GiB,13.97
16.558,edge1-edge1-mysql-1,1.02,376.3MiB,1GiB,36.75
16.656,edge1-edge1-minio-1,3.63,297.8MiB,2GiB,14.54
16.758,cloud_api_poc1,50.87,117.4MiB,2GiB,5.73
16.857,cloud_mysql_poc1,0.33,367.8MiB,512MiB,71.84
16.957,cloud_minio_poc1,7.25,340.7MiB,1GiB,33.27
17.050,edge3-edge3-api-1,60.64,393.6MiB,2.5GiB,15.38 
17.144,edge3-edge3-minio-1,2.96,286.4MiB,2GiB,13.98 
17.287,edge3-edge3-mysql-1,0.36,376.3MiB,1GiB,36.75 
17.388,edge2-edge2-api-1,47.53,339.6MiB,2.5GiB,13.27 
17.492,edge2-edge2-mysql-1,0.44,376.3MiB,1GiB,36.75 
17.591,edge2-edge2-minio-1,3.41,282.6MiB,2GiB,13.80 
17.686,edge1-edge1-api-1,52.22,357.5MiB,2.5GiB,13.97 
