elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.091,edge3-edge3-api-1,1.84,393.2MiB,2.5GiB,15.36
0.187,edge3-edge3-mysql-1,2.33,376.3MiB,1GiB,36.75
0.282,edge3-edge3-minio-1,0.41,236.8MiB,2GiB,11.56
0.380,edge2-edge2-api-1,2.13,341.1MiB,2.5GiB,13.32
0.473,edge2-edge2-mysql-1,2.32,376.3MiB,1GiB,36.75
0.561,edge2-edge2-minio-1,0.41,230.3MiB,2GiB,11.25
0.656,edge1-edge1-api-1,2.33,369.8MiB,2.5GiB,14.45
0.751,edge1-edge1-minio-1,0.39,226.1MiB,2GiB,11.04
0.851,edge1-edge1-mysql-1,2.36,376.6MiB,1GiB,36.77
0.949,cloud_api_poc1,1.24,56.97MiB,2GiB,2.78
1.051,cloud_mysql_poc1,2.51,430.4MiB,512MiB,84.07
1.148,cloud_minio_poc1,0.36,292.2MiB,1GiB,28.53
1.244,edge3-edge3-api-1,1.84,393.2MiB,2.5GiB,15.36 
1.342,edge3-edge3-mysql-1,2.33,376.3MiB,1GiB,36.75 
1.435,edge3-edge3-minio-1,0.41,236.8MiB,2GiB,11.56 
1.532,edge2-edge2-api-1,2.13,341.1MiB,2.5GiB,13.32 
1.646,edge2-edge2-mysql-1,2.32,376.3MiB,1GiB,36.75 
1.766,edge2-edge2-minio-1,0.41,230.3MiB,2GiB,11.25 
1.867,edge1-edge1-api-1,2.33,369.8MiB,2.5GiB,14.45 
1.964,edge1-edge1-minio-1,0.39,226.1MiB,2GiB,11.04 
2.067,edge1-edge1-mysql-1,2.36,376.6MiB,1GiB,36.77 
2.168,cloud_api_poc1,1.24,56.97MiB,2GiB,2.78 
2.267,cloud_mysql_poc1,2.51,430.4MiB,512MiB,84.07 
2.372,cloud_minio_poc1,0.36,292.2MiB,1GiB,28.53 
2.471, ,,,,
2.567,edge3-edge3-api-1,1.84,393.2MiB,2.5GiB,15.36
2.665,edge3-edge3-mysql-1,2.33,376.3MiB,1GiB,36.75
2.762,edge3-edge3-minio-1,0.41,236.8MiB,2GiB,11.56
2.856,edge2-edge2-api-1,2.13,341.1MiB,2.5GiB,13.32
2.954,edge2-edge2-mysql-1,2.32,376.3MiB,1GiB,36.75
3.048,edge2-edge2-minio-1,0.41,230.3MiB,2GiB,11.25
3.143,edge1-edge1-api-1,2.33,369.8MiB,2.5GiB,14.45
3.236,edge1-edge1-minio-1,0.39,226.1MiB,2GiB,11.04
3.327,edge1-edge1-mysql-1,2.36,376.6MiB,1GiB,36.77
3.418,cloud_api_poc1,1.24,56.97MiB,2GiB,2.78
3.503,cloud_mysql_poc1,2.51,430.4MiB,512MiB,84.07
3.595,cloud_minio_poc1,0.36,292.2MiB,1GiB,28.53
3.690,edge3-edge3-api-1,1.84,393.2MiB,2.5GiB,15.36 
3.787,edge3-edge3-mysql-1,2.33,376.3MiB,1GiB,36.75 
3.882,edge3-edge3-minio-1,0.41,236.8MiB,2GiB,11.56 
3.998,edge2-edge2-api-1,2.13,341.1MiB,2.5GiB,13.32 
4.089,edge2-edge2-mysql-1,2.32,376.3MiB,1GiB,36.75 
4.179,edge2-edge2-minio-1,0.41,230.3MiB,2GiB,11.25 
4.284,edge1-edge1-api-1,2.33,369.8MiB,2.5GiB,14.45 
4.403,edge1-edge1-minio-1,0.39,226.1MiB,2GiB,11.04 
4.502,edge1-edge1-mysql-1,2.36,376.6MiB,1GiB,36.77 
4.609,cloud_api_poc1,1.24,56.97MiB,2GiB,2.78 
4.715,cloud_mysql_poc1,2.51,430.4MiB,512MiB,84.07 
4.809,cloud_minio_poc1,0.36,292.2MiB,1GiB,28.53 
4.912, ,,,,
5.033,edge3-edge3-api-1,39.46,396.6MiB,2.5GiB,15.49
5.135,edge3-edge3-mysql-1,0.34,376.3MiB,1GiB,36.75
5.241,edge3-edge3-minio-1,2.87,251MiB,2GiB,12.25
5.347,edge2-edge2-api-1,55.35,348.8MiB,2.5GiB,13.63
5.450,edge2-edge2-mysql-1,1.15,376.3MiB,1GiB,36.75
5.564,edge2-edge2-minio-1,4.89,254.8MiB,2GiB,12.44
5.662,edge1-edge1-api-1,48.46,377.7MiB,2.5GiB,14.75
5.762,edge1-edge1-minio-1,4.66,248.3MiB,2GiB,12.12
5.860,edge1-edge1-mysql-1,0.33,376.6MiB,1GiB,36.77
5.953,cloud_api_poc1,43.45,67.42MiB,2GiB,3.29
6.046,cloud_mysql_poc1,0.35,430.4MiB,512MiB,84.07
6.149,cloud_minio_poc1,5.94,323.4MiB,1GiB,31.58
6.245,edge3-edge3-api-1,39.46,396.6MiB,2.5GiB,15.49 
6.359,edge3-edge3-mysql-1,0.34,376.3MiB,1GiB,36.75 
6.469,edge3-edge3-minio-1,2.87,251MiB,2GiB,12.25 
6.582,edge2-edge2-api-1,55.35,348.8MiB,2.5GiB,13.63 
6.693,edge2-edge2-mysql-1,1.15,376.3MiB,1GiB,36.75 
6.780,edge2-edge2-minio-1,4.89,254.8MiB,2GiB,12.44 
6.873,edge1-edge1-api-1,48.46,377.7MiB,2.5GiB,14.75 
6.974,edge1-edge1-minio-1,4.66,248.3MiB,2GiB,12.12 
7.121,edge1-edge1-mysql-1,0.33,376.6MiB,1GiB,36.77 
7.217,cloud_api_poc1,43.45,67.42MiB,2GiB,3.29 
7.332,cloud_mysql_poc1,0.35,430.4MiB,512MiB,84.07 
7.435,cloud_minio_poc1,5.94,323.4MiB,1GiB,31.58 
7.536, ,,,,
7.652,edge3-edge3-api-1,39.46,396.6MiB,2.5GiB,15.49
7.763,edge3-edge3-mysql-1,0.34,376.3MiB,1GiB,36.75
7.853,edge3-edge3-minio-1,2.87,251MiB,2GiB,12.25
7.959,edge2-edge2-api-1,55.35,348.8MiB,2.5GiB,13.63
8.095,edge2-edge2-mysql-1,1.15,376.3MiB,1GiB,36.75
8.182,edge2-edge2-minio-1,4.89,254.8MiB,2GiB,12.44
8.277,edge1-edge1-api-1,48.46,377.7MiB,2.5GiB,14.75
8.371,edge1-edge1-minio-1,4.66,248.3MiB,2GiB,12.12
8.465,edge1-edge1-mysql-1,0.33,376.6MiB,1GiB,36.77
8.577,cloud_api_poc1,43.45,67.42MiB,2GiB,3.29
8.674,cloud_mysql_poc1,0.35,430.4MiB,512MiB,84.07
8.768,cloud_minio_poc1,5.94,323.4MiB,1GiB,31.58
8.862,edge3-edge3-api-1,39.46,396.6MiB,2.5GiB,15.49 
8.957,edge3-edge3-mysql-1,0.34,376.3MiB,1GiB,36.75 
9.049,edge3-edge3-minio-1,2.87,251MiB,2GiB,12.25 
9.141,edge2-edge2-api-1,55.35,348.8MiB,2.5GiB,13.63 
9.232,edge2-edge2-mysql-1,1.15,376.3MiB,1GiB,36.75 
9.323,edge2-edge2-minio-1,4.89,254.8MiB,2GiB,12.44 
9.419,edge1-edge1-api-1,48.46,377.7MiB,2.5GiB,14.75 
9.509,edge1-edge1-minio-1,4.66,248.3MiB,2GiB,12.12 
9.602,edge1-edge1-mysql-1,0.33,376.6MiB,1GiB,36.77 
9.700,cloud_api_poc1,43.45,67.42MiB,2GiB,3.29 
9.800,cloud_mysql_poc1,0.35,430.4MiB,512MiB,84.07 
9.905,cloud_minio_poc1,5.94,323.4MiB,1GiB,31.58 
10.000, ,,,,
10.082,edge3-edge3-api-1,52.57,402.8MiB,2.5GiB,15.73
10.194,edge3-edge3-mysql-1,1.63,376.3MiB,1GiB,36.75
10.279,edge3-edge3-minio-1,3.01,261MiB,2GiB,12.75
10.380,edge2-edge2-api-1,60.06,358.7MiB,2.5GiB,14.01
10.468,edge2-edge2-mysql-1,0.37,376.3MiB,1GiB,36.75
10.563,edge2-edge2-minio-1,5.20,276.7MiB,2GiB,13.51
10.666,edge1-edge1-api-1,33.08,380.2MiB,2.5GiB,14.85
10.763,edge1-edge1-minio-1,2.27,258.3MiB,2GiB,12.61
10.854,edge1-edge1-mysql-1,0.38,376.6MiB,1GiB,36.77
10.952,cloud_api_poc1,51.92,86.57MiB,2GiB,4.23
11.047,cloud_mysql_poc1,0.33,430.4MiB,512MiB,84.07
11.141,cloud_minio_poc1,9.73,360.4MiB,1GiB,35.19
11.236,edge3-edge3-api-1,52.57,402.8MiB,2.5GiB,15.73 
11.329,edge3-edge3-mysql-1,1.63,376.3MiB,1GiB,36.75 
11.419,edge3-edge3-minio-1,3.01,261MiB,2GiB,12.75 
11.516,edge2-edge2-api-1,60.06,358.7MiB,2.5GiB,14.01 
11.602,edge2-edge2-mysql-1,0.37,376.3MiB,1GiB,36.75 
11.688,edge2-edge2-minio-1,5.20,276.7MiB,2GiB,13.51 
11.777,edge1-edge1-api-1,33.08,380.2MiB,2.5GiB,14.85 
11.884,edge1-edge1-minio-1,2.27,258.3MiB,2GiB,12.61 
11.972,edge1-edge1-mysql-1,0.38,376.6MiB,1GiB,36.77 
12.063,cloud_api_poc1,51.92,86.57MiB,2GiB,4.23 
12.163,cloud_mysql_poc1,0.33,430.4MiB,512MiB,84.07 
12.264,cloud_minio_poc1,9.73,360.4MiB,1GiB,35.19 
12.368, ,,,,
12.460,edge3-edge3-api-1,52.57,402.8MiB,2.5GiB,15.73
12.559,edge3-edge3-mysql-1,1.63,376.3MiB,1GiB,36.75
12.652,edge3-edge3-minio-1,3.01,261MiB,2GiB,12.75
12.748,edge2-edge2-api-1,60.06,358.7MiB,2.5GiB,14.01
12.843,edge2-edge2-mysql-1,0.37,376.3MiB,1GiB,36.75
12.935,edge2-edge2-minio-1,5.20,276.7MiB,2GiB,13.51
13.022,edge1-edge1-api-1,33.08,380.2MiB,2.5GiB,14.85
13.115,edge1-edge1-minio-1,2.27,258.3MiB,2GiB,12.61
13.206,edge1-edge1-mysql-1,0.38,376.6MiB,1GiB,36.77
13.292,cloud_api_poc1,51.92,86.57MiB,2GiB,4.23
13.405,cloud_mysql_poc1,0.33,430.4MiB,512MiB,84.07
13.511,cloud_minio_poc1,9.73,360.4MiB,1GiB,35.19
13.593,edge3-edge3-api-1,52.57,402.8MiB,2.5GiB,15.73 
13.685,edge3-edge3-mysql-1,1.63,376.3MiB,1GiB,36.75 
