elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.072,edge3-edge3-api-1,2.07,335.8MiB,2.5GiB,13.12
0.161,edge3-edge3-minio-1,0.71,227.5MiB,2GiB,11.11
0.239,edge3-edge3-mysql-1,3.08,376.3MiB,1GiB,36.75
0.320,edge2-edge2-api-1,2.52,391MiB,2.5GiB,15.27
0.401,edge2-edge2-minio-1,0.53,225.7MiB,2GiB,11.02
0.485,edge2-edge2-mysql-1,3.07,376.4MiB,1GiB,36.75
0.565,edge1-edge1-api-1,2.57,351.7MiB,2.5GiB,13.74
0.653,edge1-edge1-minio-1,0.51,226.1MiB,2GiB,11.04
0.734,edge1-edge1-mysql-1,3.02,376.6MiB,1GiB,36.78
0.814,cloud_api_poc1,1.20,55.67MiB,2GiB,2.72
0.891,cloud_minio_poc1,0.48,281.9MiB,1GiB,27.53
0.969,cloud_mysql_poc1,3.47,430.4MiB,512MiB,84.07
1.048,edge3-edge3-api-1,2.07,335.8MiB,2.5GiB,13.12 
1.129,edge3-edge3-minio-1,0.71,227.5MiB,2GiB,11.11 
1.219,edge3-edge3-mysql-1,3.08,376.3MiB,1GiB,36.75 
1.297,edge2-edge2-api-1,2.52,391MiB,2.5GiB,15.27 
1.377,edge2-edge2-minio-1,0.53,225.7MiB,2GiB,11.02 
1.465,edge2-edge2-mysql-1,3.07,376.4MiB,1GiB,36.75 
1.544,edge1-edge1-api-1,2.57,351.7MiB,2.5GiB,13.74 
1.623,edge1-edge1-minio-1,0.51,226.1MiB,2GiB,11.04 
1.701,edge1-edge1-mysql-1,3.02,376.6MiB,1GiB,36.78 
1.782,cloud_api_poc1,1.20,55.67MiB,2GiB,2.72 
1.859,cloud_minio_poc1,0.48,281.9MiB,1GiB,27.53 
1.952,cloud_mysql_poc1,3.47,430.4MiB,512MiB,84.07 
2.053, ,,,,
2.133,edge3-edge3-api-1,2.07,335.8MiB,2.5GiB,13.12
2.210,edge3-edge3-minio-1,0.71,227.5MiB,2GiB,11.11
2.286,edge3-edge3-mysql-1,3.08,376.3MiB,1GiB,36.75
2.365,edge2-edge2-api-1,2.52,391MiB,2.5GiB,15.27
2.445,edge2-edge2-minio-1,0.53,225.7MiB,2GiB,11.02
2.527,edge2-edge2-mysql-1,3.07,376.4MiB,1GiB,36.75
