endpoint_ms,26.693
endpoint_ms,17.241
endpoint_ms,16.052
endpoint_ms,24.102
endpoint_ms,18.614
endpoint_ms,11.199
endpoint_ms,12.279
endpoint_ms,10.880
endpoint_ms,12.581
endpoint_ms,27.922
endpoint_ms,25.096
endpoint_ms,19.431
endpoint_ms,24.914
endpoint_ms,54.507
endpoint_ms,47.053
endpoint_ms,29.858
endpoint_ms,27.064
endpoint_ms,32.655
endpoint_ms,88.169
endpoint_ms,92.558
endpoint_ms,179.071
endpoint_ms,200.312
endpoint_ms,124.416
endpoint_ms,89.713
endpoint_ms,148.347
endpoint_ms,107.266
endpoint_ms,67.315
endpoint_ms,40.912
endpoint_ms,41.372
endpoint_ms,15.498
endpoint_ms,22.060
endpoint_ms,13.574
endpoint_ms,11.897
endpoint_ms,11.079
endpoint_ms,11.487
endpoint_ms,12.028
endpoint_ms,14.977
endpoint_ms,17.021
endpoint_ms,21.352
endpoint_ms,20.640
endpoint_ms,20.112
endpoint_ms,118.724
endpoint_ms,89.810
endpoint_ms,93.704
endpoint_ms,31.979
endpoint_ms,20.622
endpoint_ms,23.656
endpoint_ms,24.856
endpoint_ms,21.139
endpoint_ms,16.045
endpoint_ms,11.607
endpoint_ms,21.602
endpoint_ms,24.645
endpoint_ms,17.127
endpoint_ms,17.620
endpoint_ms,28.210
endpoint_ms,20.479
endpoint_ms,11.334
endpoint_ms,21.577
endpoint_ms,12.854
endpoint_ms,21.780
endpoint_ms,18.847
endpoint_ms,31.361
endpoint_ms,14.216
endpoint_ms,20.043
endpoint_ms,17.507
endpoint_ms,12.695
endpoint_ms,30.029
endpoint_ms,12.124
endpoint_ms,11.555
endpoint_ms,17.564
endpoint_ms,17.212
endpoint_ms,15.348
endpoint_ms,25.534
endpoint_ms,32.414
endpoint_ms,26.636
endpoint_ms,19.271
endpoint_ms,13.820
endpoint_ms,13.394
endpoint_ms,18.994
endpoint_ms,14.648
endpoint_ms,31.805
endpoint_ms,38.977
endpoint_ms,34.867
endpoint_ms,15.302
endpoint_ms,23.193
endpoint_ms,17.690
endpoint_ms,19.135
endpoint_ms,22.565
endpoint_ms,20.009
endpoint_ms,17.969
endpoint_ms,13.078
endpoint_ms,11.587
endpoint_ms,11.543
endpoint_ms,14.519
endpoint_ms,19.446
endpoint_ms,12.480
endpoint_ms,30.958
endpoint_ms,22.010
endpoint_ms,13.673
endpoint_ms,11.586
endpoint_ms,10.713
endpoint_ms,23.875
endpoint_ms,18.206
endpoint_ms,15.991
endpoint_ms,10.421
endpoint_ms,11.471
endpoint_ms,9.793
endpoint_ms,16.136
endpoint_ms,9.995
