elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.082,edge1-edge1-api-1,0.53,1.026GiB,9.5GiB,10.80
0.170,edge1-edge1-minio-1,0.03,221.3MiB,7GiB,3.09
0.255,edge1-edge1-mysql-1,0.20,379MiB,3.5GiB,10.57
0.596, ,,,,
1.023,edge1-edge1-minio-1,0.03,221.3MiB,7GiB,3.09 
1.116,edge1-edge1-mysql-1,0.20,379MiB,3.5GiB,10.57 
1.208, ,,,,
1.294,edge1-edge1-api-1,54.51,1.035GiB,9.5GiB,10.90
2.057,edge1-edge1-mysql-1,0.38,378.9MiB,3.5GiB,10.57
2.149,edge1-edge1-api-1,54.51,1.035GiB,9.5GiB,10.90 
2.233,edge1-edge1-minio-1,6.15,259.6MiB,7GiB,3.62 
2.406, ,,,,
3.009, ,,,,
3.096,edge1-edge1-api-1,49.73,1.04GiB,9.5GiB,10.95
3.182,edge1-edge1-minio-1,6.00,301.6MiB,7GiB,4.21
3.268,edge1-edge1-mysql-1,0.38,378.9MiB,3.5GiB,10.57
4.032,edge1-edge1-minio-1,5.66,344.3MiB,7GiB,4.80 
4.117,edge1-edge1-mysql-1,0.36,378.9MiB,3.5GiB,10.57 
4.205, ,,,,
4.293,edge1-edge1-api-1,47.81,1.044GiB,9.5GiB,10.98
5.069,edge1-edge1-mysql-1,1.35,378.9MiB,3.5GiB,10.57
5.155,edge1-edge1-api-1,49.80,1.045GiB,9.5GiB,11.00 
5.240,edge1-edge1-minio-1,9.30,351.5MiB,7GiB,4.90 
5.408, ,,,,
6.085,edge1-edge1-api-1,48.21,1.046GiB,9.5GiB,11.01
6.206,edge1-edge1-minio-1,5.52,351.1MiB,7GiB,4.90
6.287,edge1-edge1-mysql-1,0.34,378.9MiB,3.5GiB,10.57
6.659, ,,,,
7.075,edge1-edge1-minio-1,5.52,351.1MiB,7GiB,4.90 
7.177,edge1-edge1-mysql-1,0.34,378.9MiB,3.5GiB,10.57 
7.265, ,,,,
7.353,edge1-edge1-api-1,48.20,1.047GiB,9.5GiB,11.02
8.083,edge1-edge1-minio-1,5.72,351.1MiB,7GiB,4.90
8.169,edge1-edge1-mysql-1,0.39,378.9MiB,3.5GiB,10.57
8.260,edge1-edge1-api-1,48.20,1.047GiB,9.5GiB,11.02 
8.516, ,,,,
9.022,edge1-edge1-mysql-1,0.38,378.9MiB,3.5GiB,10.57 
9.108, ,,,,
9.190,edge1-edge1-api-1,56.14,1.048GiB,9.5GiB,11.03
9.272,edge1-edge1-minio-1,9.39,351.2MiB,7GiB,4.90
10.020,edge1-edge1-api-1,51.53,1.048GiB,9.5GiB,11.04 
10.114,edge1-edge1-minio-1,5.86,351.2MiB,7GiB,4.90 
10.199,edge1-edge1-mysql-1,0.35,378.9MiB,3.5GiB,10.57 
10.282, ,,,,
11.055,edge1-edge1-minio-1,5.90,351.3MiB,7GiB,4.90
11.151,edge1-edge1-mysql-1,1.14,379MiB,3.5GiB,10.57
11.234,edge1-edge1-api-1,51.67,1.05GiB,9.5GiB,11.05 
11.489, ,,,,
12.075, ,,,,
12.161,edge1-edge1-api-1,49.75,1.05GiB,9.5GiB,11.05
12.250,edge1-edge1-minio-1,8.64,353.4MiB,7GiB,4.93
12.331,edge1-edge1-mysql-1,0.39,378.9MiB,3.5GiB,10.57
13.004,edge1-edge1-api-1,49.75,1.05GiB,9.5GiB,11.05 
13.094,edge1-edge1-minio-1,8.64,353.4MiB,7GiB,4.93 
13.185,edge1-edge1-mysql-1,0.39,378.9MiB,3.5GiB,10.57 
13.270, ,,,,
14.055,edge1-edge1-minio-1,6.05,353.4MiB,7GiB,4.93
14.143,edge1-edge1-mysql-1,0.53,378.9MiB,3.5GiB,10.57
14.231,edge1-edge1-api-1,51.68,1.056GiB,9.5GiB,11.11 
14.486, ,,,,
15.080, ,,,,
15.169,edge1-edge1-api-1,50.10,1.058GiB,9.5GiB,11.14
15.253,edge1-edge1-minio-1,5.64,353.4MiB,7GiB,4.93
15.340,edge1-edge1-mysql-1,0.36,378.9MiB,3.5GiB,10.57
16.023,edge1-edge1-api-1,47.34,1.059GiB,9.5GiB,11.15 
16.119,edge1-edge1-minio-1,5.51,365.5MiB,7GiB,5.10 
