elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.079,edge1-edge1-api-1,11.18,1.088GiB,9.5GiB,11.46
0.158,edge1-edge1-mysql-1,0.23,378.9MiB,3.5GiB,10.57
0.239,edge1-edge1-minio-1,0.04,223.6MiB,7GiB,3.12
0.559, ,,,,
1.035,edge1-edge1-minio-1,0.04,223.6MiB,7GiB,3.12 
1.112, ,,,,
1.193,edge1-edge1-api-1,34.34,1.094GiB,9.5GiB,11.52
1.276,edge1-edge1-mysql-1,0.88,380.2MiB,3.5GiB,10.61
2.070,edge1-edge1-mysql-1,0.88,380.2MiB,3.5GiB,10.61 
2.150,edge1-edge1-minio-1,3.65,247MiB,7GiB,3.45 
2.243, ,,,,
2.325,edge1-edge1-api-1,33.94,1.097GiB,9.5GiB,11.55
3.055,edge1-edge1-minio-1,3.35,273.8MiB,7GiB,3.82
3.139,edge1-edge1-api-1,33.94,1.097GiB,9.5GiB,11.55 
3.219,edge1-edge1-mysql-1,0.77,378.9MiB,3.5GiB,10.57 
3.384, ,,,,
4.046,edge1-edge1-api-1,32.58,1.101GiB,9.5GiB,11.59
4.129,edge1-edge1-mysql-1,0.36,378.9MiB,3.5GiB,10.57
4.205,edge1-edge1-minio-1,3.76,300MiB,7GiB,4.19
4.550, ,,,,
5.042,edge1-edge1-minio-1,3.65,324.2MiB,7GiB,4.52 
5.121, ,,,,
5.205,edge1-edge1-api-1,32.12,1.104GiB,9.5GiB,11.62
5.287,edge1-edge1-mysql-1,0.33,378.9MiB,3.5GiB,10.57
6.049,edge1-edge1-api-1,33.96,1.104GiB,9.5GiB,11.62 
6.129,edge1-edge1-mysql-1,0.35,378.9MiB,3.5GiB,10.57 
6.211,edge1-edge1-minio-1,4.05,350.6MiB,7GiB,4.89 
6.286, ,,,,
7.005,edge1-edge1-mysql-1,0.34,378.9MiB,3.5GiB,10.57
7.084,edge1-edge1-minio-1,6.88,355.4MiB,7GiB,4.96
7.167,edge1-edge1-api-1,30.96,1.104GiB,9.5GiB,11.62 
7.410, ,,,,
8.055,edge1-edge1-api-1,31.88,1.106GiB,9.5GiB,11.64
8.132,edge1-edge1-mysql-1,1.08,378.9MiB,3.5GiB,10.57
8.218,edge1-edge1-minio-1,3.60,355.6MiB,7GiB,4.96
8.537, ,,,,
9.030,edge1-edge1-minio-1,3.60,355.6MiB,7GiB,4.96 
9.115, ,,,,
9.191,edge1-edge1-api-1,30.24,1.108GiB,9.5GiB,11.66
9.275,edge1-edge1-mysql-1,0.31,378.9MiB,3.5GiB,10.57
10.019,edge1-edge1-api-1,30.24,1.108GiB,9.5GiB,11.66 
10.103,edge1-edge1-mysql-1,0.31,378.9MiB,3.5GiB,10.57 
10.188,edge1-edge1-minio-1,3.34,355.6MiB,7GiB,4.96 
10.265, ,,,,
11.065,edge1-edge1-minio-1,3.52,356.1MiB,7GiB,4.97
11.150,edge1-edge1-api-1,32.73,1.108GiB,9.5GiB,11.66 
11.234,edge1-edge1-mysql-1,0.34,378.9MiB,3.5GiB,10.57 
11.394, ,,,,
12.037,edge1-edge1-api-1,34.12,1.11GiB,9.5GiB,11.68
12.116,edge1-edge1-mysql-1,0.34,378.9MiB,3.5GiB,10.57
12.197,edge1-edge1-minio-1,3.73,356.2MiB,7GiB,4.97
12.517, ,,,,
13.000,edge1-edge1-minio-1,3.98,370MiB,7GiB,5.16 
13.083, ,,,,
13.162,edge1-edge1-api-1,31.15,1.11GiB,9.5GiB,11.69
