elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.096,edge1-edge1-api-1,30.32,1003MiB,9.5GiB,10.31
0.192,edge1-edge1-mysql-1,0.15,378.8MiB,3.5GiB,10.57
0.288,edge1-edge1-minio-1,0.02,248.8MiB,7GiB,3.47
0.681, ,,,,
1.065,edge1-edge1-api-1,30.32,1003MiB,9.5GiB,10.31 
1.160,edge1-edge1-mysql-1,0.15,378.8MiB,3.5GiB,10.57 
1.251,edge1-edge1-minio-1,0.02,248.8MiB,7GiB,3.47 
1.350, ,,,,
2.015, ,,,,
2.108,edge1-edge1-api-1,107.76,1017MiB,9.5GiB,10.46
2.203,edge1-edge1-mysql-1,1.44,378.8MiB,3.5GiB,10.57
2.298,edge1-edge1-minio-1,12.24,319.3MiB,7GiB,4.45
3.001,edge1-edge1-minio-1,13.70,357.6MiB,7GiB,4.99
3.093,edge1-edge1-api-1,97.49,1024MiB,9.5GiB,10.52 
3.190,edge1-edge1-mysql-1,0.43,378.8MiB,3.5GiB,10.57 
3.380, ,,,,
4.054, ,,,,
4.169,edge1-edge1-api-1,91.68,1.001GiB,9.5GiB,10.54
4.266,edge1-edge1-mysql-1,0.41,378.8MiB,3.5GiB,10.57
4.360,edge1-edge1-minio-1,10.51,357.6MiB,7GiB,4.99
5.099,edge1-edge1-minio-1,10.51,357.6MiB,7GiB,4.99
5.193,edge1-edge1-api-1,91.68,1.001GiB,9.5GiB,10.54 
5.286,edge1-edge1-mysql-1,0.41,378.8MiB,3.5GiB,10.57 
5.480, ,,,,
6.034,edge1-edge1-minio-1,14.89,358.1MiB,7GiB,5.00 
6.127, ,,,,
6.225,edge1-edge1-api-1,102.34,1.001GiB,9.5GiB,10.53
6.317,edge1-edge1-mysql-1,0.44,378.8MiB,3.5GiB,10.57
7.080,edge1-edge1-minio-1,10.84,357.8MiB,7GiB,4.99
7.172,edge1-edge1-api-1,96.81,1.003GiB,9.5GiB,10.56 
7.268,edge1-edge1-mysql-1,0.43,378.8MiB,3.5GiB,10.57 
7.457, ,,,,
8.019,edge1-edge1-minio-1,10.84,357.8MiB,7GiB,4.99 
8.115, ,,,,
8.233,edge1-edge1-api-1,105.80,1.004GiB,9.5GiB,10.56
8.348,edge1-edge1-mysql-1,3.03,378.8MiB,3.5GiB,10.57
9.015,edge1-edge1-mysql-1,3.03,378.8MiB,3.5GiB,10.57
9.107,edge1-edge1-minio-1,15.17,358.2MiB,7GiB,5.00
9.202,edge1-edge1-api-1,105.80,1.004GiB,9.5GiB,10.56 
9.495, ,,,,
10.057,edge1-edge1-minio-1,10.87,358MiB,7GiB,4.99 
10.151, ,,,,
10.247,edge1-edge1-api-1,94.43,1.005GiB,9.5GiB,10.57
10.344,edge1-edge1-mysql-1,0.39,378.8MiB,3.5GiB,10.57
11.006,edge1-edge1-mysql-1,0.45,378.8MiB,3.5GiB,10.57
11.096,edge1-edge1-minio-1,14.19,396.2MiB,7GiB,5.53
11.189,edge1-edge1-api-1,100.86,1.005GiB,9.5GiB,10.58 
11.478, ,,,,
12.052,edge1-edge1-minio-1,14.19,396.2MiB,7GiB,5.53 
12.148, ,,,,
12.240,edge1-edge1-api-1,101.75,1.005GiB,9.5GiB,10.57
12.332,edge1-edge1-mysql-1,0.45,378.8MiB,3.5GiB,10.57
13.040,edge1-edge1-mysql-1,0.45,378.8MiB,3.5GiB,10.57
13.146,edge1-edge1-minio-1,12.41,396.3MiB,7GiB,5.53
