elapsed_sec,container_name,cpu_percent,mem_used,mem_limit,mem_percent
0.071,edge3-edge3-api-1,1.68,314.4MiB,2.5GiB,12.28
0.149,edge3-edge3-mysql-1,2.04,376.3MiB,1GiB,36.75
0.221,edge3-edge3-minio-1,0.32,225.1MiB,2GiB,10.99
0.297,edge2-edge2-api-1,1.93,364.6MiB,2.5GiB,14.24
0.394,edge2-edge2-mysql-1,2.11,376.3MiB,1GiB,36.75
0.470,edge2-edge2-minio-1,0.30,221.1MiB,2GiB,10.79
0.542,edge1-edge1-api-1,2.56,403.4MiB,9.5GiB,4.15
0.616,edge1-edge1-mysql-1,2.11,378.6MiB,3.5GiB,10.56
0.687,edge1-edge1-minio-1,0.33,225.7MiB,7GiB,3.15
0.755,cloud_api_poc1,1.31,97.39MiB,2GiB,4.76
0.822,cloud_mysql_poc1,2.37,430.5MiB,512MiB,84.09
0.892,cloud_minio_poc1,0.39,287.3MiB,1GiB,28.06
1.028,edge3-edge3-mysql-1,2.04,376.3MiB,1GiB,36.75 
1.097,edge3-edge3-minio-1,0.32,225.1MiB,2GiB,10.99 
1.171,edge2-edge2-api-1,1.93,364.6MiB,2.5GiB,14.24 
1.237,edge2-edge2-mysql-1,2.11,376.3MiB,1GiB,36.75 
1.309,edge2-edge2-minio-1,0.30,221.1MiB,2GiB,10.79 
1.377,edge1-edge1-api-1,2.56,403.4MiB,9.5GiB,4.15 
1.445,edge1-edge1-mysql-1,2.11,378.6MiB,3.5GiB,10.56 
1.512,edge1-edge1-minio-1,0.33,225.7MiB,7GiB,3.15 
1.584,cloud_api_poc1,1.31,97.39MiB,2GiB,4.76 
1.653,cloud_mysql_poc1,2.37,430.5MiB,512MiB,84.09 
1.720,cloud_minio_poc1,0.39,287.3MiB,1GiB,28.06 
1.792, ,,,,
1.864,edge3-edge3-api-1,1.68,314.4MiB,2.5GiB,12.28
2.006,edge3-edge3-minio-1,0.32,225.1MiB,2GiB,10.99
2.077,edge2-edge2-api-1,1.93,364.6MiB,2.5GiB,14.24
2.149,edge2-edge2-mysql-1,2.11,376.3MiB,1GiB,36.75
2.216,edge2-edge2-minio-1,0.30,221.1MiB,2GiB,10.79
2.286,edge1-edge1-api-1,2.56,403.4MiB,9.5GiB,4.15
2.354,edge1-edge1-mysql-1,2.11,378.6MiB,3.5GiB,10.56
2.420,edge1-edge1-minio-1,0.33,225.7MiB,7GiB,3.15
2.498,cloud_api_poc1,1.31,97.39MiB,2GiB,4.76
2.569,cloud_mysql_poc1,2.37,430.5MiB,512MiB,84.09
2.636,cloud_minio_poc1,0.39,287.3MiB,1GiB,28.06
2.703,edge3-edge3-api-1,1.68,314.4MiB,2.5GiB,12.28 
2.788,edge3-edge3-mysql-1,2.04,376.3MiB,1GiB,36.75 
3.062,edge2-edge2-minio-1,0.30,221.1MiB,2GiB,10.79 
3.128,edge1-edge1-api-1,2.56,403.4MiB,9.5GiB,4.15 
3.198,edge1-edge1-mysql-1,2.11,378.6MiB,3.5GiB,10.56 
3.266,edge1-edge1-minio-1,0.33,225.7MiB,7GiB,3.15 
3.333,cloud_api_poc1,1.31,97.39MiB,2GiB,4.76 
3.401,cloud_mysql_poc1,2.37,430.5MiB,512MiB,84.09 
3.476,cloud_minio_poc1,0.39,287.3MiB,1GiB,28.06 
3.545, ,,,,
3.611,edge3-edge3-api-1,0.77,314.4MiB,2.5GiB,12.28
3.680,edge3-edge3-mysql-1,0.42,376.3MiB,1GiB,36.75
3.749,edge3-edge3-minio-1,0.00,225.1MiB,2GiB,10.99
3.817,edge2-edge2-api-1,0.94,364.6MiB,2.5GiB,14.24
3.888,edge2-edge2-mysql-1,0.43,376.3MiB,1GiB,36.75
4.027,edge1-edge1-api-1,8.36,406.5MiB,9.5GiB,4.18
4.097,edge1-edge1-mysql-1,0.55,378.6MiB,3.5GiB,10.56
4.168,edge1-edge1-minio-1,1.11,227.9MiB,7GiB,3.18
4.234,cloud_api_poc1,1.20,97.4MiB,2GiB,4.76
4.302,cloud_mysql_poc1,0.46,430.5MiB,512MiB,84.09
4.370,cloud_minio_poc1,0.90,287.6MiB,1GiB,28.09
4.438,edge3-edge3-api-1,0.77,314.4MiB,2.5GiB,12.28 
4.508,edge3-edge3-mysql-1,0.42,376.3MiB,1GiB,36.75 
4.578,edge3-edge3-minio-1,0.00,225.1MiB,2GiB,10.99 
4.647,edge2-edge2-api-1,0.94,364.6MiB,2.5GiB,14.24 
4.714,edge2-edge2-mysql-1,0.43,376.3MiB,1GiB,36.75 
4.783,edge2-edge2-minio-1,6.90,223.5MiB,2GiB,10.91 
5.056,cloud_api_poc1,1.20,97.4MiB,2GiB,4.76 
5.124,cloud_mysql_poc1,0.46,430.5MiB,512MiB,84.09 
5.195,cloud_minio_poc1,0.90,287.6MiB,1GiB,28.09 
5.266, ,,,,
5.333,edge3-edge3-api-1,0.77,314.4MiB,2.5GiB,12.28
5.401,edge3-edge3-mysql-1,0.42,376.3MiB,1GiB,36.75
5.470,edge3-edge3-minio-1,0.00,225.1MiB,2GiB,10.99
5.546,edge2-edge2-api-1,0.94,364.6MiB,2.5GiB,14.24
